Batch	m_SP	13	P2	W1	W2	W3	W4	W5	W6	R	P1	P3	P4	P5	P6																							
2.221941e-12	9.7833771868924e-06	0.1	2.221941e-12	1.315907e-118	0.1	2.221941e-12	1.315907e-118	0.1	2.221941e-12	3.333025e-10	0.1	2.221941e-12	1.315907e-118	0.1	2.221941e-12	3.361675e-08	0.1	2.221941e-12	4.565856e-10	0.1	2.221941e-12	1.562178e-08	0.1	2.221941e-12	1.326851e-07	0.1	2.221941e-12	2.64638e-08	0.1	2.221941e-12	3.257499e-10	0.1	2.221941e-12	7.018091e-09	0.1	2.221941e-12	3.027106e-12	0.1
4.826137e-12	9.535992778262701e-06	0.1	4.826137e-12	2.924852e-118	0.1	4.826137e-12	2.924852e-118	0.1	4.826137e-12	7.158355e-10	0.1	4.826137e-12	2.924852e-118	0.1	4.826137e-12	7.227625e-08	0.1	4.826137e-12	9.791441e-10	0.1	4.826137e-12	3.365586e-08	0.1	4.826137e-12	2.84657e-07	0.1	4.826137e-12	5.595729e-08	0.1	4.826137e-12	6.998876e-10	0.1	4.826137e-12	1.49622e-08	0.1	4.826137e-12	6.470142e-12	0.1
9.903229e-12	9.0728028272706e-06	0.1	9.903229e-12	6.26344e-118	0.1	9.903229e-12	6.26344e-118	0.1	9.903229e-12	1.437213e-09	0.1	9.903229e-12	6.26344e-118	0.1	9.903229e-12	1.454094e-07	0.1	9.903229e-12	1.960204e-09	0.1	9.903229e-12	6.797578e-08	0.1	9.903229e-12	5.7032e-07	0.1	9.903229e-12	1.089751e-07	0.1	9.903229e-12	1.406244e-09	0.1	9.903229e-12	2.960599e-08	0.1	9.903229e-12	1.286549e-11	0.1
1.892917e-11	8.3079779496048e-06	0.1	1.892917e-11	1.283087e-117	0.1	1.892917e-11	1.283087e-117	0.1	1.892917e-11	2.644016e-09	0.1	1.892917e-11	1.283087e-117	0.1	1.892917e-11	2.68447e-07	0.1	1.892917e-11	3.588092e-09	0.1	1.892917e-11	1.263318e-07	0.1	1.892917e-11	1.045416e-06	0.1	1.892917e-11	1.89852e-07	0.1	1.892917e-11	2.590374e-09	0.1	1.892917e-11	5.30392e-08	0.1	1.892917e-11	2.324431e-11	0.1
3.132517e-11	7.3685160504846e-06	0.1	3.132517e-11	2.308584e-117	0.1	3.132517e-11	2.308584e-117	0.1	3.132517e-11	4.155935e-09	0.1	3.132517e-11	2.308584e-117	0.1	3.132517e-11	4.238765e-07	0.1	3.132517e-11	5.602347e-09	0.1	3.132517e-11	2.011973e-07	0.1	3.132517e-11	1.635429e-06	0.1	3.132517e-11	2.767482e-07	0.1	3.132517e-11	4.078474e-09	0.1	3.132517e-11	8.02779e-08	0.1	3.132517e-11	3.557488e-11	0.1
4.817545e-11	6.2704349915236e-06	0.1	4.817545e-11	3.911251e-117	0.1	4.817545e-11	3.911251e-117	0.1	4.817545e-11	5.970882e-09	0.1	4.817545e-11	3.911251e-117	0.1	4.817545e-11	6.124796e-07	0.1	4.817545e-11	7.979471e-09	0.1	4.817545e-11	2.938499e-07	0.1	4.817545e-11	2.335462e-06	0.1	4.817545e-11	3.585258e-07	0.1	4.817545e-11	5.872129e-09	0.1	4.817545e-11	1.093035e-07	0.1	4.817545e-11	4.913349e-11	0.1
6.502573e-11	5.3466848881451995e-06	0.1	6.502573e-11	5.728576e-117	0.1	6.502573e-11	5.728576e-117	0.1	6.502573e-11	7.545051e-09	0.1	6.502573e-11	5.728576e-117	0.1	6.502573e-11	7.779972e-07	0.1	6.502573e-11	1.000058e-08	0.1	6.502573e-11	3.768999e-07	0.1	6.502573e-11	2.934686e-06	0.1	6.502573e-11	4.08075e-07	0.1	6.502573e-11	7.434926e-09	0.1	6.502573e-11	1.305539e-07	0.1	6.502573e-11	5.947717e-11	0.1
9.012076e-11	4.2325188973782e-06	0.1	9.012076e-11	8.779589e-117	0.1	9.012076e-11	8.779589e-117	0.1	9.012076e-11	9.514984e-09	0.1	9.012076e-11	8.779589e-117	0.1	9.012076e-11	9.879151e-07	0.1	9.012076e-11	1.246775e-08	0.1	9.012076e-11	4.847596e-07	0.1	9.012076e-11	3.672993e-06	0.1	9.012076e-11	4.396117e-07	0.1	9.012076e-11	9.401083e-09	0.1	9.012076e-11	1.506979e-07	0.1	9.012076e-11	6.993798e-11	0.1
1.152158e-10	3.3650111970972002e-06	0.1	1.152158e-10	1.218044e-116	0.1	1.152158e-10	1.218044e-116	0.1	1.152158e-10	1.111713e-08	0.1	1.152158e-10	1.218044e-116	0.1	1.152158e-10	1.161168e-06	0.1	1.152158e-10	1.441339e-08	0.1	1.152158e-10	5.761202e-07	0.1	1.152158e-10	4.2628e-06	0.1	1.152158e-10	4.37909e-07	0.1	1.152158e-10	1.100995e-08	0.1	1.152158e-10	1.603374e-07	0.1	1.152158e-10	7.569103e-11	0.1
1.403108e-10	2.686598625744e-06	0.1	1.403108e-10	1.587215e-116	0.1	1.403108e-10	1.587215e-116	0.1	1.403108e-10	1.242408e-08	0.1	1.403108e-10	1.587215e-116	0.1	1.403108e-10	1.304361e-06	0.1	1.403108e-10	1.595054e-08	0.1	1.403108e-10	6.534103e-07	0.1	1.403108e-10	4.735897e-06	0.1	1.403108e-10	4.165244e-07	0.1	1.403108e-10	1.232994e-08	0.1	1.403108e-10	1.623976e-07	0.1	1.403108e-10	7.788276e-11	0.1
