Batch	m_SP	5	Nphln	N1a_L	N7a_L	Flvln	Azln							
2.601234e-08	9.88136618535e-06	0.1	2.601234e-08	6.381509020000001e-10	0.1	2.601234e-08	1.1690091e-07	0.1	2.601234e-08	3.570756e-10	0.1	2.601234e-08	3.362761e-11	0.1
5.250562e-08	9.76234137561e-06	0.1	5.250562e-08	1.280351112e-09	0.1	5.250562e-08	2.3489903e-07	0.1	5.250562e-08	7.173174e-10	0.1	5.250562e-08	6.758644e-11	0.1
1.054922e-07	9.52857571329e-06	0.1	1.054922e-07	2.541638199e-09	0.1	1.054922e-07	4.6664838e-07	0.1	1.054922e-07	1.424835e-09	0.1	1.054922e-07	1.342819e-10	0.1
1.996905e-07	9.12672773181e-06	0.1	1.996905e-07	4.70981525e-09	0.1	1.996905e-07	8.6503009e-07	0.1	1.996905e-07	2.641073e-09	0.1	1.996905e-07	2.489327e-10	0.1
3.617286e-07	8.47472325192e-06	0.1	3.617286e-07	8.227715649999999e-09	0.1	3.617286e-07	1.5114102e-06	0.1	3.617286e-07	4.614437e-09	0.1	3.617286e-07	4.349553e-10	0.1
6.17599e-07	7.538687612370001e-06	0.1	6.17599e-07	1.3278108139999999e-08	0.1	6.17599e-07	2.4393712e-06	0.1	6.17599e-07	7.447452e-09	0.1	6.17599e-07	7.020144e-10	0.1
9.830577e-07	6.3781662177e-06	0.1	9.830577e-07	1.95397159e-08	0.1	9.830577e-07	3.5898824999999998e-06	0.1	9.830577e-07	1.09599e-08	0.1	9.830577e-07	1.033121e-09	0.1
1.348516e-06	5.39629803648e-06	0.1	1.348516e-06	2.483740593e-08	0.1	1.348516e-06	4.5632807e-06	0.1	1.348516e-06	1.393163e-08	0.1	1.348516e-06	1.313257e-09	0.1
1.919773e-06	4.1554044455400004e-06	0.1	1.919773e-06	3.1532667300000003e-08	0.1	1.919773e-06	5.7934708e-06	0.1	1.919773e-06	1.768733e-08	0.1	1.919773e-06	1.667295e-09	0.1
2.49103e-06	3.1998580011000004e-06	0.1	2.49103e-06	3.66883298e-08	0.1	2.49103e-06	6.740773399999999e-06	0.1	2.49103e-06	2.05794e-08	0.1	2.49103e-06	1.939921e-09	0.1
3.062287e-06	2.4640423593300003e-06	0.1	3.062287e-06	4.06584449e-08	0.1	3.062287e-06	7.470242e-06	0.1	3.062287e-06	2.280643e-08	0.1	3.062287e-06	2.149856e-09	0.1
3.633543e-06	1.8974290255200003e-06	0.1	3.633543e-06	4.37156029e-08	0.1	3.633543e-06	8.031968599999999e-06	0.1	3.633543e-06	2.452135e-08	0.1	3.633543e-06	2.311515e-09	0.1
4.2048e-06	1.4611103887499999e-06	0.1	4.2048e-06	4.60697757e-08	0.1	4.2048e-06	8.4645236e-06	0.1	4.2048e-06	2.584191e-08	0.1	4.2048e-06	2.436001e-09	0.1
4.776057e-06	1.12512374865e-06	0.1	4.776057e-06	4.7882591800000005e-08	0.1	4.776057e-06	8.7976107e-06	0.1	4.776057e-06	2.685881e-08	0.1	4.776057e-06	2.531861e-09	0.1
5.347314e-06	8.66398435929e-07	0.1	5.347314e-06	4.92785508e-08	0.1	5.347314e-06	9.0541042e-06	0.1	5.347314e-06	2.764187e-08	0.1	5.347314e-06	2.605677e-09	0.1
5.918571e-06	6.67167828255e-07	0.1	5.918571e-06	5.0353502600000006e-08	0.1	5.918571e-06	9.251616600000001e-06	0.1	5.918571e-06	2.824487e-08	0.1	5.918571e-06	2.66252e-09	0.1
6.489827e-06	5.137507624409999e-07	0.1	6.489827e-06	5.11812582e-08	0.1	6.489827e-06	9.40371e-06	0.1	6.489827e-06	2.87092e-08	0.1	6.489827e-06	2.706291e-09	0.1
7.107279e-06	3.87340626555e-07	0.1	7.107279e-06	5.1863304000000004e-08	0.1	7.107279e-06	9.5290298e-06	0.1	7.107279e-06	2.90918e-08	0.1	7.107279e-06	2.742357e-09	0.1
7.794023e-06	2.8292317074e-07	0.1	7.794023e-06	5.24266995e-08	0.1	7.794023e-06	9.6325465e-06	0.1	7.794023e-06	2.940783e-08	0.1	7.794023e-06	2.772148e-09	0.1
8.480767e-06	2.0665403343900003e-07	0.1	8.480767e-06	5.2838208e-08	0.1	8.480767e-06	9.708158000000001e-06	0.1	8.480767e-06	2.963866e-08	0.1	8.480767e-06	2.793908e-09	0.1
9.16751e-06	1.5094519053300002e-07	0.1	9.16751e-06	5.3138783699999996e-08	0.1	9.16751e-06	9.7633868e-06	0.1	9.16751e-06	2.980727e-08	0.1	9.16751e-06	2.809802e-09	0.1
9.964198e-06	1.04846451525e-07	0.1	9.964198e-06	5.3387516999999996e-08	0.1	9.964198e-06	9.8090878e-06	0.1	9.964198e-06	2.99468e-08	0.1	9.964198e-06	2.822955e-09	0.1
