Batch	m_SP	7	W3	R	W4_L	P1	P2_L	P3	P4											
0.9166926	0.9899285	0.1	0.9166926	2.463475e-11	0.1	0.9166926	6.967643599999999e-07	0.1	0.9166926	0.003849595	0.1	0.9166926	1.8420546455e-08	0.1	0.9166926	2.036714e-11	0.1	0.9166926	8.677386e-09	0.1
1.003706	0.9888132	0.1	1.003706	2.69535e-11	0.1	1.003706	7.6287778e-07	0.1	1.003706	0.004381727	0.1	1.003706	2.0175657157e-08	0.1	1.003706	2.228409e-11	0.1	1.003706	9.493163e-09	0.1
1.101233	0.9875533	0.1	1.101233	2.954751e-11	0.1	1.101233	8.368728200000001e-07	0.1	1.101233	0.004989186	0.1	1.101233	2.2140779492e-08	0.1	1.101233	2.442862e-11	0.1	1.101233	1.040578e-08	0.1
1.20577	0.9861945	0.1	1.20577	3.232217e-11	0.1	1.20577	9.160518799999999e-07	0.1	1.20577	0.00565022	0.1	1.20577	2.4244309151000002e-08	0.1	1.20577	2.67225e-11	0.1	1.20577	1.138195e-08	0.1
1.310307	0.9848294	0.1	1.310307	3.509088e-11	0.1	1.310307	9.9508539e-07	0.1	1.310307	0.00631891	0.1	1.310307	2.6344547908e-08	0.1	1.310307	2.901145e-11	0.1	1.310307	1.235602e-08	0.1
1.414843	0.9834603	0.1	1.414843	3.785363e-11	0.1	1.414843	1.07396827e-06	0.1	1.414843	0.006993184	0.1	1.414843	2.8441235766e-08	0.1	1.414843	3.129549e-11	0.1	1.414843	1.332799e-08	0.1
1.527993	0.9819756	0.1	1.527993	4.083733e-11	0.1	1.527993	1.1591760800000001e-06	0.1	1.527993	0.007727461	0.1	1.527993	3.0706427041e-08	0.1	1.527993	3.376218e-11	0.1	1.527993	1.43777e-08	0.1
1.654061	0.9803198	0.1	1.654061	4.415357e-11	0.1	1.654061	1.25389557e-06	0.1	1.654061	0.008549199	0.1	1.654061	3.322483861e-08	0.1	1.654061	3.650379e-11	0.1	1.654061	1.554439e-08	0.1
1.78013	0.9786639	0.1	1.78013	4.746126e-11	0.1	1.78013	1.3483833099999999e-06	0.1	1.78013	0.009373221	0.1	1.78013	3.5737368889e-08	0.1	1.78013	3.923835e-11	0.1	1.78013	1.670807e-08	0.1
1.906198	0.977009	0.1	1.906198	5.076048e-11	0.1	1.906198	1.4426372699999998e-06	0.1	1.906198	0.01019836	0.1	1.906198	3.8243897885e-08	0.1	1.906198	4.196589e-11	0.1	1.906198	1.786877e-08	0.1
2.05313	0.9750826	0.1	2.05313	5.459503e-11	0.1	2.05313	1.55219335e-06	0.1	2.05313	0.01116032	0.1	2.05313	4.1157537848000006e-08	0.1	2.05313	4.513601e-11	0.1	2.05313	1.921781e-08	0.1
2.205277	0.9730916	0.1	2.205277	5.855368e-11	0.1	2.205277	1.66530134e-06	0.1	2.205277	0.01215578	0.1	2.205277	4.4165796582e-08	0.1	2.205277	4.840873e-11	0.1	2.205277	2.061051e-08	0.1
2.357425	0.971105	0.1	2.357425	6.250018e-11	0.1	2.357425	1.7780666000000001e-06	0.1	2.357425	0.01314985	0.1	2.357425	4.7165053477e-08	0.1	2.357425	5.16714e-11	0.1	2.357425	2.199893e-08	0.1
2.53459	0.9687979	0.1	2.53459	6.708038e-11	0.1	2.53459	1.9089424e-06	0.1	2.53459	0.01430494	0.1	2.53459	5.064609622e-08	0.1	2.53459	5.545796e-11	0.1	2.53459	2.361029e-08	0.1
2.718009	0.966417	0.1	2.718009	7.180511e-11	0.1	2.718009	2.0439513e-06	0.1	2.718009	0.01549755	0.1	2.718009	5.423712082e-08	0.1	2.718009	5.936402e-11	0.1	2.718009	2.527249e-08	0.1
2.909027	0.9639461	0.1	2.909027	7.670713e-11	0.1	2.909027	2.184029e-06	0.1	2.909027	0.01673563	0.1	2.909027	5.7963012229999996e-08	0.1	2.909027	6.341664e-11	0.1	2.909027	2.699707e-08	0.1
3.130441	0.9610932	0.1	3.130441	8.236578e-11	0.1	3.130441	2.3457283e-06	0.1	3.130441	0.01816538	0.1	3.130441	6.226405809e-08	0.1	3.130441	6.809479e-11	0.1	3.130441	2.898784e-08	0.1
3.351854	0.9582525	0.1	3.351854	8.799947e-11	0.1	3.351854	2.5067152e-06	0.1	3.351854	0.01958919	0.1	3.351854	6.654619016e-08	0.1	3.351854	7.275231e-11	0.1	3.351854	3.096983e-08	0.1
3.621815	0.9548056	0.1	3.621815	9.483488e-11	0.1	3.621815	2.7020431e-06	0.1	3.621815	0.02131699	0.1	3.621815	7.1741784e-08	0.1	3.621815	7.840332e-11	0.1	3.621815	3.33746e-08	0.1
3.891776	0.9513769	0.1	3.891776	1.016337e-10	0.1	3.891776	2.8963273e-06	0.1	3.891776	0.02303571	0.1	3.891776	7.69096023e-08	0.1	3.891776	8.40241e-11	0.1	3.891776	3.57665e-08	0.1
