Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
1.419491e-09	9.831913374568901e-06	0.1	1.419491e-09	3.150149e-09	0.1	1.419491e-09	5.200315e-11	0.1	1.419491e-09	1.512553e-08	0.1	1.419491e-09	9.855275e-08	0.1	1.419491e-09	1.877199e-08	0.1	1.419491e-09	1.368898e-10	0.1
4.558301e-09	9.5389923545242e-06	0.1	4.558301e-09	9.978458e-09	0.1	4.558301e-09	1.648455e-10	0.1	4.558301e-09	4.805397e-08	0.1	4.558301e-09	3.120512e-07	0.1	4.558301e-09	5.803086e-08	0.1	4.558301e-09	4.343881e-10	0.1
1.031635e-08	9.0268042385664e-06	0.1	1.031635e-08	2.202896e-08	0.1	1.031635e-08	3.643876e-10	0.1	1.031635e-08	1.066407e-07	0.1	1.031635e-08	6.884103e-07	0.1	1.031635e-08	1.224997e-07	0.1	1.031635e-08	9.619947e-10	0.1
1.916447e-08	8.298787402149e-06	0.1	1.916447e-08	3.941206e-08	0.1	1.916447e-08	6.531301e-10	0.1	1.916447e-08	1.922229e-07	0.1	1.916447e-08	1.230373e-06	0.1	1.916447e-08	2.045417e-07	0.1	1.916447e-08	1.728896e-09	0.1
3.157856e-08	7.385453039302599e-06	0.1	3.157856e-08	6.167281e-08	0.1	3.157856e-08	1.024441e-09	0.1	3.157856e-08	3.036632e-07	0.1	3.157856e-08	1.922796e-06	0.1	3.157856e-08	2.904015e-07	0.1	3.157856e-08	2.721012e-09	0.1
4.625152e-08	6.446994715711001e-06	0.1	4.625152e-08	8.511708e-08	0.1	4.625152e-08	1.417363e-09	0.1	4.625152e-08	4.23258e-07	0.1	4.625152e-08	2.650109e-06	0.1	4.625152e-08	3.570715e-07	0.1	4.625152e-08	3.777986e-09	0.1
6.269107e-08	5.5487513816724e-06	0.1	6.269107e-08	1.081517e-07	0.1	6.269107e-08	1.805269e-09	0.1	6.269107e-08	5.429696e-07	0.1	6.269107e-08	3.362863e-06	0.1	6.269107e-08	3.983903e-07	0.1	6.269107e-08	4.828475e-09	0.1
8.619701e-08	4.4932861143897995e-06	0.1	8.619701e-08	1.360405e-07	0.1	8.619701e-08	2.277325e-09	0.1	8.619701e-08	6.907824e-07	0.1	8.619701e-08	4.223541e-06	0.1	8.619701e-08	4.157358e-07	0.1	8.619701e-08	6.115955e-09	0.1
1.097029e-07	3.6514151562187e-06	0.1	1.097029e-07	1.589878e-07	0.1	1.097029e-07	2.667665e-09	0.1	1.097029e-07	8.147022e-07	0.1	1.097029e-07	4.930107e-06	0.1	1.097029e-07	4.027281e-07	0.1	1.097029e-07	7.187842e-09	0.1
1.332089e-07	2.97582813606312e-06	0.1	1.332089e-07	1.778943e-07	0.1	1.332089e-07	2.990536e-09	0.1	1.332089e-07	9.183065e-07	0.1	1.332089e-07	5.511454e-06	0.1	1.332089e-07	3.732577e-07	0.1	1.332089e-07	8.079266e-09	0.1
1.567148e-07	2.430882364404e-06	0.1	1.567148e-07	1.934842e-07	0.1	1.567148e-07	3.25761e-09	0.1	1.567148e-07	1.004726e-06	0.1	1.567148e-07	5.99057e-06	0.1	1.567148e-07	3.360823e-07	0.1	1.567148e-07	8.819862e-09	0.1
1.802208e-07	1.98941838844254e-06	0.1	1.802208e-07	2.063441e-07	0.1	1.802208e-07	3.478485e-09	0.1	1.802208e-07	1.076672e-06	0.1	1.802208e-07	6.385907e-06	0.1	1.802208e-07	2.965794e-07	0.1	1.802208e-07	9.434571e-09	0.1
