Batch	m_SP	5	Flvln	N1a_L	N7a_L	Nphln	Azln							
1.046226e-11	9.86905530846e-06	0.1	1.046226e-11	1.284639989e-07	0.1	1.046226e-11	5.245889299999999e-10	0.1	1.046226e-11	1.513782e-09	0.1	1.046226e-11	3.12597e-10	0.1
1.881959e-11	9.765766341360001e-06	0.1	1.881959e-11	2.298732428e-07	0.1	1.881959e-11	9.5237588e-10	0.1	1.881959e-11	2.709248e-09	0.1	1.881959e-11	5.593616e-10	0.1
3.553425e-11	9.56241937485e-06	0.1	3.553425e-11	4.29519017e-07	0.1	3.553425e-11	1.7954944e-09	0.1	3.553425e-11	5.063916e-09	0.1	3.553425e-11	1.04517e-09	0.1
6.896356e-11	9.168341315670001e-06	0.1	6.896356e-11	8.164256190000001e-07	0.1	6.896356e-11	3.4324574e-09	0.1	6.896356e-11	9.631123e-09	0.1	6.896356e-11	1.98665e-09	0.1
1.272218e-10	8.519985799290002e-06	0.1	1.272218e-10	1.4529824910000002e-06	0.1	1.272218e-10	6.1330912e-09	0.1	1.272218e-10	1.715495e-08	0.1	1.272218e-10	3.535618e-09	0.1
2.101876e-10	7.67500224921e-06	0.1	2.101876e-10	2.282589426e-06	0.1	2.101876e-10	9.6634919e-09	0.1	2.101876e-10	2.697451e-08	0.1	2.101876e-10	5.554346e-09	0.1
3.44096e-10	6.48434215593e-06	0.1	3.44096e-10	3.451581105e-06	0.1	3.44096e-10	1.465206e-08	0.1	3.44096e-10	4.082923e-08	0.1	3.44096e-10	8.398919e-09	0.1
4.780044e-10	5.4783952155e-06	0.1	4.780044e-10	4.43922249e-06	0.1	4.780044e-10	1.8874333e-08	0.1	4.780044e-10	5.254449e-08	0.1	4.780044e-10	1.08022e-08	0.1
6.686276e-10	4.30955890398e-06	0.1	6.686276e-10	5.58678748e-06	0.1	6.686276e-10	2.3784792e-08	0.1	6.686276e-10	6.616259e-08	0.1	6.686276e-10	1.359464e-08	0.1
8.734295e-10	3.3301226984400002e-06	0.1	8.734295e-10	6.54840035e-06	0.1	8.734295e-10	2.7901285e-08	0.1	8.734295e-10	7.757624e-08	0.1	8.734295e-10	1.593458e-08	0.1
1.078231e-09	2.5732842669e-06	0.1	1.078231e-09	7.291466760000001e-06	0.1	1.078231e-09	3.1082673e-08	0.1	1.078231e-09	8.639648e-08	0.1	1.078231e-09	1.774273e-08	0.1
1.283033e-09	1.9884521152800004e-06	0.1	1.283033e-09	7.86565485e-06	0.1	1.283033e-09	3.3541117e-08	0.1	1.283033e-09	9.321228e-08	0.1	1.283033e-09	1.913993e-08	0.1
1.487835e-09	1.53653563449e-06	0.1	1.487835e-09	8.30934801e-06	0.1	1.487835e-09	3.5440864e-08	0.1	1.487835e-09	9.847907e-08	0.1	1.487835e-09	2.02196e-08	0.1
1.692637e-09	1.1873261266200001e-06	0.1	1.692637e-09	8.652202190000002e-06	0.1	1.692637e-09	3.6908848e-08	0.1	1.692637e-09	1.025489e-07	0.1	1.692637e-09	2.105388e-08	0.1
1.897439e-09	9.1748182509e-07	0.1	1.897439e-09	8.917135730000001e-06	0.1	1.897439e-09	3.8043208e-08	0.1	1.897439e-09	1.056938e-07	0.1	1.897439e-09	2.169856e-08	0.1
2.102241e-09	7.08965210277e-07	0.1	2.102241e-09	9.1218582e-06	0.1	2.102241e-09	3.8919763e-08	0.1	2.102241e-09	1.081239e-07	0.1	2.102241e-09	2.219672e-08	0.1
2.307042e-09	5.478382215630001e-07	0.1	2.307042e-09	9.28005325e-06	0.1	2.307042e-09	3.9597104e-08	0.1	2.307042e-09	1.100017e-07	0.1	2.307042e-09	2.258167e-08	0.1
2.528761e-09	4.1441075585100003e-07	0.1	2.528761e-09	9.41105241e-06	0.1	2.528761e-09	4.0157998e-08	0.1	2.528761e-09	1.115567e-07	0.1	2.528761e-09	2.290044e-08	0.1
2.775853e-09	3.0362436372600005e-07	0.1	2.775853e-09	9.51982291e-06	0.1	2.775853e-09	4.062372e-08	0.1	2.775853e-09	1.128479e-07	0.1	2.775853e-09	2.316511e-08	0.1
3.022946e-09	2.22454975428e-07	0.1	3.022946e-09	9.59951489e-06	0.1	3.022946e-09	4.0964946e-08	0.1	3.022946e-09	1.137939e-07	0.1	3.022946e-09	2.335903e-08	0.1
3.270039e-09	1.6298497013400003e-07	0.1	3.270039e-09	9.65790249e-06	0.1	3.270039e-09	4.1214946e-08	0.1	3.270039e-09	1.14487e-07	0.1	3.270039e-09	2.350111e-08	0.1
3.548363e-09	1.14809351895e-07	0.1	3.548363e-09	9.70520181e-06	0.1	3.548363e-09	4.1417462e-08	0.1	3.548363e-09	1.150484e-07	0.1	3.548363e-09	2.361621e-08	0.1
