Batch	m_SP	5	Pr1	W1	W2	Pr2	Pr3							
1.709096e-07	9.8936940726806e-06	0.1	1.709096e-07	1.145365e-08	0.1	1.709096e-07	2.20675e-10	0.1	1.709096e-07	1.997438e-08	0.1	1.709096e-07	7.455704e-08	0.1
2.164357e-07	9.8665693466431e-06	0.1	2.164357e-07	1.147128e-08	0.1	2.164357e-07	2.202423e-10	0.1	2.164357e-07	2.589056e-08	0.1	2.164357e-07	9.574855e-08	0.1
2.687775e-07	9.8354886769922e-06	0.1	2.687775e-07	1.144842e-08	0.1	2.687775e-07	2.195955e-10	0.1	2.687775e-07	3.268155e-08	0.1	2.687775e-07	1.200611e-07	0.1
3.330676e-07	9.797453064959401e-06	0.1	3.330676e-07	1.14074e-08	0.1	3.330676e-07	2.187581e-10	0.1	3.330676e-07	4.099656e-08	0.1	3.330676e-07	1.498241e-07	0.1
4.194459e-07	9.7465835838334e-06	0.1	4.194459e-07	1.134929e-08	0.1	4.194459e-07	2.176271e-10	0.1	4.194459e-07	5.211921e-08	0.1	4.194459e-07	1.896311e-07	0.1
5.471433e-07	9.6718663787502e-06	0.1	5.471433e-07	1.126364e-08	0.1	5.471433e-07	2.159652e-10	0.1	5.471433e-07	6.845885e-08	0.1	5.471433e-07	2.48096e-07	0.1
7.648152e-07	9.5458347222864e-06	0.1	7.648152e-07	1.111992e-08	0.1	7.648152e-07	2.131655e-10	0.1	7.648152e-07	9.603055e-08	0.1	7.648152e-07	3.467025e-07	0.1
1.200159e-06	9.2987445023692e-06	0.1	1.200159e-06	1.084126e-08	0.1	1.200159e-06	2.076911e-10	0.1	1.200159e-06	1.501417e-07	0.1	1.200159e-06	5.399651e-07	0.1
2.070846e-06	8.824009169990399e-06	0.1	2.070846e-06	1.031726e-08	0.1	2.070846e-06	1.972264e-10	0.1	2.070846e-06	2.544536e-07	0.1	2.070846e-06	9.109237e-07	0.1
3.521992e-06	8.0879657520622e-06	0.1	3.521992e-06	9.534259e-09	0.1	3.521992e-06	1.811391e-10	0.1	3.521992e-06	4.178042e-07	0.1	3.521992e-06	1.484419e-06	0.1
5.218704e-06	7.3092511713312005e-06	0.1	5.218704e-06	8.744087e-09	0.1	5.218704e-06	1.64298e-10	0.1	5.218704e-06	5.943624e-07	0.1	5.218704e-06	2.087385e-06	0.1
7.897684e-06	6.2420318587716e-06	0.1	7.897684e-06	7.722169e-09	0.1	7.897684e-06	1.415026e-10	0.1	7.897684e-06	8.472783e-07	0.1	7.897684e-06	2.902741e-06	0.1
1.057666e-05	5.3489379043664e-06	0.1	1.057666e-05	6.916429e-09	0.1	1.057666e-05	1.226576e-10	0.1	1.057666e-05	1.075261e-06	0.1	1.057666e-05	3.568684e-06	0.1
1.325564e-05	4.6040160970602e-06	0.1	1.325564e-05	6.273114e-09	0.1	1.325564e-05	1.070735e-10	0.1	1.325564e-05	1.284012e-06	0.1	1.325564e-05	4.105521e-06	0.1
1.593462e-05	3.984020254656e-06	0.1	1.593462e-05	5.751901e-09	0.1	1.593462e-05	9.416932e-11	0.1	1.593462e-05	1.477611e-06	0.1	1.593462e-05	4.532459e-06	0.1
1.884141e-05	3.4289690781684e-06	0.1	1.884141e-05	5.289953e-09	0.1	1.884141e-05	8.263855e-11	0.1	1.884141e-05	1.673908e-06	0.1	1.884141e-05	4.891693e-06	0.1
2.208991e-05	2.9270479466242e-06	0.1	2.208991e-05	4.868529e-09	0.1	2.208991e-05	7.219413e-11	0.1	2.208991e-05	1.879455e-06	0.1	2.208991e-05	5.188506e-06	0.1
2.563791e-05	2.4925153802175e-06	0.1	2.563791e-05	4.492153e-09	0.1	2.563791e-05	6.309794e-11	0.1	2.563791e-05	2.090163e-06	0.1	2.563791e-05	5.412722e-06	0.1
2.963515e-05	2.1127481811306e-06	0.1	2.963515e-05	4.144186e-09	0.1	2.963515e-05	5.505906e-11	0.1	2.963515e-05	2.313075e-06	0.1	2.963515e-05	5.56994e-06	0.1
3.363239e-05	1.8208648596564e-06	0.1	3.363239e-05	3.854902e-09	0.1	3.363239e-05	4.877826e-11	0.1	3.363239e-05	2.522841e-06	0.1	3.363239e-05	5.652357e-06	0.1
3.762963e-05	1.5945086605008e-06	0.1	3.762963e-05	3.609041e-09	0.1	3.762963e-05	4.380674e-11	0.1	3.762963e-05	2.721105e-06	0.1	3.762963e-05	5.680705e-06	0.1
4.162687e-05	1.4170316427212e-06	0.1	4.162687e-05	3.396223e-09	0.1	4.162687e-05	3.981493e-11	0.1	4.162687e-05	2.909106e-06	0.1	4.162687e-05	5.6704e-06	0.1
4.562411e-05	1.2760981365186e-06	0.1	4.562411e-05	3.209174e-09	0.1	4.562411e-05	3.656057e-11	0.1	4.562411e-05	3.087825e-06	0.1	4.562411e-05	5.632807e-06	0.1
4.995313e-05	1.1541793010211998e-06	0.1	4.995313e-05	3.029635e-09	0.1	4.995313e-05	3.366231e-11	0.1	4.995313e-05	3.271842e-06	0.1	4.995313e-05	5.570894e-06	0.1
5.477983e-05	1.0459461266459999e-06	0.1	5.477983e-05	2.851989e-09	0.1	5.477983e-05	3.100393e-11	0.1	5.477983e-05	3.466338e-06	0.1	5.477983e-05	5.484812e-06	0.1
5.960653e-05	9.589692792375e-07	0.1	5.960653e-05	2.693429e-09	0.1	5.960653e-05	2.879367e-11	0.1	5.960653e-05	3.650549e-06	0.1	5.960653e-05	5.387741e-06	0.1
6.443324e-05	8.874561492637899e-07	0.1	6.443324e-05	2.550403e-09	0.1	6.443324e-05	2.691713e-11	0.1	6.443324e-05	3.825335e-06	0.1	6.443324e-05	5.284615e-06	0.1
7.024238e-05	8.1625352763136e-07	0.1	7.024238e-05	2.395165e-09	0.1	7.024238e-05	2.498869e-11	0.1	7.024238e-05	4.024248e-06	0.1	7.024238e-05	5.157063e-06	0.1
7.605153e-05	7.568325685356799e-07	0.1	7.605153e-05	2.255214e-09	0.1	7.605153e-05	2.333066e-11	0.1	7.605153e-05	4.21171e-06	0.1	7.605153e-05	5.029165e-06	0.1
8.233769e-05	7.0214304837762e-07	0.1	8.233769e-05	2.1181e-09	0.1	8.233769e-05	2.176577e-11	0.1	8.233769e-05	4.402787e-06	0.1	8.233769e-05	4.892917e-06	0.1
8.933936e-05	6.4986495736425e-07	0.1	8.933936e-05	1.980118e-09	0.1	8.933936e-05	2.023752e-11	0.1	8.933936e-05	4.602475e-06	0.1	8.933936e-05	4.745648e-06	0.1
9.664858e-05	6.0253361062118e-07	0.1	9.664858e-05	1.850101e-09	0.1	9.664858e-05	1.883005e-11	0.1	9.664858e-05	4.797502e-06	0.1	9.664858e-05	4.598084e-06	0.1
0.000105188	5.5433204574968e-07	0.1	0.000105188	1.713597e-09	0.1	0.000105188	1.737752e-11	0.1	0.000105188	5.009647e-06	0.1	0.000105188	4.43428e-06	0.1
0.0001141311	5.102146506203e-07	0.1	0.0001141311	1.585793e-09	0.1	0.0001141311	1.603466e-11	0.1	0.0001141311	5.215482e-06	0.1	0.0001141311	4.272692e-06	0.1
0.0001246887	4.6473483749395e-07	0.1	0.0001246887	1.451838e-09	0.1	0.0001246887	1.464e-11	0.1	0.0001246887	5.439287e-06	0.1	0.0001246887	4.094503e-06	0.1
0.0001362534	4.214977384824e-07	0.1	0.0001362534	1.322889e-09	0.1	0.0001362534	1.330663e-11	0.1	0.0001362534	5.663325e-06	0.1	0.0001362534	3.913832e-06	0.1
0.0001493289	3.7930676544168003e-07	0.1	0.0001493289	1.195859e-09	0.1	0.0001493289	1.19999e-11	0.1	0.0001493289	5.89334e-06	0.1	0.0001493289	3.726138e-06	0.1
0.0001654215	3.3523299577988005e-07	0.1	0.0001654215	1.062076e-09	0.1	0.0001654215	1.062978e-11	0.1	0.0001654215	6.147134e-06	0.1	0.0001654215	3.516553e-06	0.1
0.0001839502	2.9301832742523e-07	0.1	0.0001839502	9.329639e-10	0.1	0.0001839502	9.312897e-12	0.1	0.0001839502	6.405381e-06	0.1	0.0001839502	3.300652e-06	0.1
0.0002050296	2.5365410291572997e-07	0.1	0.0002050296	8.116996e-10	0.1	0.0002050296	8.08086e-12	0.1	0.0002050296	6.662372e-06	0.1	0.0002050296	3.083149e-06	0.1
0.0002298163	2.1638631546612e-07	0.1	0.0002298163	6.960639e-10	0.1	0.0002298163	6.910555e-12	0.1	0.0002298163	6.923542e-06	0.1	0.0002298163	2.859364e-06	0.1
0.0002546031	1.8650420714358e-07	0.1	0.0002546031	6.027028e-10	0.1	0.0002546031	5.969171e-12	0.1	0.0002546031	7.148707e-06	0.1	0.0002546031	2.664176e-06	0.1
0.000284743	1.5758397977542e-07	0.1	0.000284743	5.117415e-10	0.1	0.000284743	5.055255e-12	0.1	0.000284743	7.383595e-06	0.1	0.000284743	2.458301e-06	0.1
