# T[K]         C5H5         T1a_L         T4a_L         N7a_L         N1a_L         sum_k_Pr_i
6.00e+02	3.39e+11	3.82e+14	2.70e+04	1.87e-13	3.82e+14	3.82e+14
7.00e+02	8.53e+11	3.66e+14	4.25e+05	3.42e-09	3.67e+14	3.67e+14
8.00e+02	1.82e+12	3.37e+14	3.46e+06	6.37e-06	3.38e+14	3.38e+14
9.00e+02	3.44e+12	3.03e+14	1.80e+07	2.54e-03	3.06e+14	3.06e+14
1.00e+03	5.99e+12	2.70e+14	6.88e+07	3.37e-01	2.76e+14	2.76e+14
1.10e+03	9.75e+12	2.39e+14	2.09e+08	2.31e+01	2.49e+14	2.49e+14
1.20e+03	1.50e+13	2.12e+14	5.31e+08	7.33e+02	2.27e+14	2.27e+14
1.30e+03	2.22e+13	1.88e+14	1.19e+09	1.43e+04	2.10e+14	2.10e+14
1.40e+03	3.17e+13	1.66e+14	2.40e+09	1.86e+05	1.98e+14	1.98e+14
1.50e+03	4.39e+13	1.48e+14	4.49e+09	1.75e+06	1.92e+14	1.92e+14
1.60e+03	5.92e+13	1.32e+14	7.97e+09	1.24e+07	1.91e+14	1.91e+14
1.70e+03	7.81e+13	1.18e+14	1.36e+10	6.90e+07	1.96e+14	1.96e+14
1.80e+03	1.01e+14	1.06e+14	2.24e+10	3.11e+08	2.07e+14	2.07e+14
1.90e+03	1.29e+14	9.54e+13	3.58e+10	1.17e+09	2.25e+14	2.24e+14
2.00e+03	1.62e+14	8.61e+13	5.53e+10	3.73e+09	2.48e+14	2.48e+14
