Batch	m_SP	21	N1a_L	C5H5	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																							
1.844353e-11	9.735362315284199e-06	0.1	1.844353e-11	2.295434e-07	0.1	1.844353e-11	2.894337e-09	0.1	1.844353e-11	2.124234e-08	0.1	1.844353e-11	3.657561e-08	0.1	1.844353e-11	3.344321e-08	0.1	1.844353e-11	2.841617e-08	0.1	1.844353e-11	2.692149e-08	0.1	1.844353e-11	2.500743e-11	0.1	1.844353e-11	1.369108e-10	0.1	1.844353e-11	4.114084e-12	0.1	1.844353e-11	5.416462e-12	0.1	1.844353e-11	1.373261e-12	0.1	1.844353e-11	2.516863e-13	0.1	1.844353e-11	1.107971e-13	0.1	1.844353e-11	4.824423e-12	0.1	1.844353e-11	9.426026e-14	0.1	1.844353e-11	2.719548e-14	0.1	1.844353e-11	1.786166e-16	0.1	1.844353e-11	2.349308e-15	0.1	1.844353e-11	5.401286e-16	0.1
3.941653e-11	9.4431622442694e-06	0.1	3.941653e-11	4.835079e-07	0.1	3.941653e-11	6.064637e-09	0.1	3.941653e-11	4.43992e-08	0.1	3.941653e-11	7.728071e-08	0.1	3.941653e-11	7.063279e-08	0.1	3.941653e-11	5.991012e-08	0.1	3.941653e-11	5.623327e-08	0.1	3.941653e-11	5.257511e-11	0.1	3.941653e-11	2.882998e-10	0.1	3.941653e-11	8.660604e-12	0.1	3.941653e-11	1.148683e-11	0.1	3.941653e-11	2.903279e-12	0.1	3.941653e-11	5.309014e-13	0.1	3.941653e-11	2.351353e-13	0.1	3.941653e-11	1.018031e-11	0.1	3.941653e-11	1.984634e-13	0.1	3.941653e-11	5.663093e-14	0.1	3.941653e-11	8.031875e-16	0.1	3.941653e-11	1.050768e-14	0.1	3.941653e-11	2.429017e-15	0.1
8.81662e-11	8.7974726481135e-06	0.1	8.81662e-11	1.04601e-06	0.1	8.81662e-11	1.296037e-08	0.1	8.81662e-11	9.436058e-08	0.1	8.81662e-11	1.683252e-07	0.1	8.81662e-11	1.536898e-07	0.1	8.81662e-11	1.298672e-07	0.1	8.81662e-11	1.193346e-07	0.1	8.81662e-11	1.132282e-10	0.1	8.81662e-11	6.232492e-10	0.1	8.81662e-11	1.871364e-11	0.1	8.81662e-11	2.524001e-11	0.1	8.81662e-11	6.335733e-12	0.1	8.81662e-11	1.152587e-12	0.1	8.81662e-11	5.176256e-13	0.1	8.81662e-11	2.21191e-11	0.1	8.81662e-11	4.291209e-13	0.1	8.81662e-11	1.194037e-13	0.1	8.81662e-11	3.876096e-15	0.1	8.81662e-11	5.008466e-14	0.1	8.81662e-11	1.172466e-14	0.1
1.759156e-10	7.744652358885e-06	0.1	1.759156e-10	1.967673e-06	0.1	1.759156e-10	2.384687e-08	0.1	1.759156e-10	1.720663e-07	0.1	1.759156e-10	3.201076e-07	0.1	1.759156e-10	2.917079e-07	0.1	1.759156e-10	2.450707e-07	0.1	1.759156e-10	2.170366e-07	0.1	1.759156e-10	2.112171e-10	0.1	1.759156e-10	1.170806e-09	0.1	1.759156e-10	3.515218e-11	0.1	1.759156e-10	4.879358e-11	0.1	1.759156e-10	1.211231e-11	0.1	1.759156e-10	2.183613e-12	0.1	1.759156e-10	1.004841e-12	0.1	1.759156e-10	4.195574e-11	0.1	1.759156e-10	8.07771e-13	0.1	1.759156e-10	2.151924e-13	0.1	1.759156e-10	1.446973e-14	0.1	1.759156e-10	1.829034e-13	0.1	1.759156e-10	4.378673e-14	0.1
2.600152e-10	6.854285315155199e-06	0.1	2.600152e-10	2.752496e-06	0.1	2.600152e-10	3.265849e-08	0.1	2.600152e-10	2.338699e-07	0.1	2.600152e-10	4.51811e-07	0.1	2.600152e-10	4.10916e-07	0.1	2.600152e-10	3.436825e-07	0.1	2.600152e-10	2.942694e-07	0.1	2.600152e-10	2.930034e-10	0.1	2.600152e-10	1.635522e-09	0.1	2.600152e-10	4.914772e-11	0.1	2.600152e-10	7.000805e-11	0.1	2.600152e-10	1.721747e-11	0.1	2.600152e-10	3.07821e-12	0.1	2.600152e-10	1.448884e-12	0.1	2.600152e-10	5.919596e-11	0.1	2.600152e-10	1.132909e-12	0.1	2.600152e-10	2.901551e-13	0.1	2.600152e-10	2.97437e-14	0.1	2.600152e-10	3.682786e-13	0.1	2.600152e-10	9.0045e-14	0.1
3.240151e-10	6.246084481660961e-06	0.1	3.240151e-10	3.292164e-06	0.1	3.240151e-10	3.843768e-08	0.1	3.240151e-10	2.738525e-07	0.1	3.240151e-10	5.435939e-07	0.1	3.240151e-10	4.936268e-07	0.1	3.240151e-10	4.11714e-07	0.1	3.240151e-10	3.439485e-07	0.1	3.240151e-10	3.481576e-10	0.1	3.240151e-10	1.954029e-09	0.1	3.240151e-10	5.879331e-11	0.1	3.240151e-10	8.532258e-11	0.1	3.240151e-10	2.085354e-11	0.1	3.240151e-10	3.705518e-12	0.1	3.240151e-10	1.773587e-12	0.1	3.240151e-10	7.129377e-11	0.1	3.240151e-10	1.359456e-12	0.1	3.240151e-10	3.38442e-13	0.1	3.240151e-10	4.411716e-14	0.1	3.240151e-10	5.378631e-13	0.1	3.240151e-10	1.336041e-13	0.1
4.120719e-10	5.4966441711678e-06	0.1	4.120719e-10	3.962158e-06	0.1	4.120719e-10	4.525111e-08	0.1	4.120719e-10	3.204102e-07	0.1	4.120719e-10	6.587655e-07	0.1	4.120719e-10	5.969159e-07	0.1	4.120719e-10	4.963394e-07	0.1	4.120719e-10	4.014374e-07	0.1	4.120719e-10	4.151273e-10	0.1	4.120719e-10	2.347959e-09	0.1	4.120719e-10	7.08275e-11	0.1	4.120719e-10	1.053052e-10	0.1	4.120719e-10	2.554683e-11	0.1	4.120719e-10	4.502783e-12	0.1	4.120719e-10	2.204033e-12	0.1	4.120719e-10	8.666852e-11	0.1	4.120719e-10	1.646373e-12	0.1	4.120719e-10	3.951215e-13	0.1	4.120719e-10	6.703651e-14	0.1	4.120719e-10	8.003943e-13	0.1	4.120719e-10	2.03114e-13	0.1
5.360165e-10	4.59187293974208e-06	0.1	5.360165e-10	4.780614e-06	0.1	5.360165e-10	5.294623e-08	0.1	5.360165e-10	3.722211e-07	0.1	5.360165e-10	8.008861e-07	0.1	5.360165e-10	7.234642e-07	0.1	5.360165e-10	5.997357e-07	0.1	5.360165e-10	4.648055e-07	0.1	5.360165e-10	4.940957e-10	0.1	5.360165e-10	2.826253e-09	0.1	5.360165e-10	8.569708e-11	0.1	5.360165e-10	1.314774e-10	0.1	5.360165e-10	3.162976e-11	0.1	5.360165e-10	5.514916e-12	0.1	5.360165e-10	2.782804e-12	0.1	5.360165e-10	1.061599e-10	0.1	5.360165e-10	2.01072e-12	0.1	5.360165e-10	4.604903e-13	0.1	5.360165e-10	1.040261e-13	0.1	5.360165e-10	1.207016e-12	0.1	5.360165e-10	3.154281e-13	0.1
7.047715e-10	3.5949528736939194e-06	0.1	7.047715e-10	5.699936e-06	0.1	7.047715e-10	6.059209e-08	0.1	7.047715e-10	4.229005e-07	0.1	7.047715e-10	9.612689e-07	0.1	7.047715e-10	8.647675e-07	0.1	7.047715e-10	7.152613e-07	0.1	7.047715e-10	5.258557e-07	0.1	7.047715e-10	5.777385e-10	0.1	7.047715e-10	3.358031e-09	0.1	7.047715e-10	1.028209e-10	0.1	7.047715e-10	1.63873e-10	0.1	7.047715e-10	3.911321e-11	0.1	7.047715e-10	6.727359e-12	0.1	7.047715e-10	3.531016e-12	0.1	7.047715e-10	1.294044e-10	0.1	7.047715e-10	2.451745e-12	0.1	7.047715e-10	5.315719e-13	0.1	7.047715e-10	1.602526e-13	0.1	7.047715e-10	1.791208e-12	0.1	7.047715e-10	4.864758e-13	0.1
8.735266e-10	2.8148566938096003e-06	0.1	8.735266e-10	6.439243e-06	0.1	8.735266e-10	6.578445e-08	0.1	8.735266e-10	4.569352e-07	0.1	8.735266e-10	1.089164e-06	0.1	8.735266e-10	9.759671e-07	0.1	8.735266e-10	8.067352e-07	0.1	8.735266e-10	5.65967e-07	0.1	8.735266e-10	6.394502e-10	0.1	8.735266e-10	3.779342e-09	0.1	8.735266e-10	1.171917e-10	0.1	8.735266e-10	1.930812e-10	0.1	8.735266e-10	4.588509e-11	0.1	8.735266e-10	7.794705e-12	0.1	8.735266e-10	4.246426e-12	0.1	8.735266e-10	1.496882e-10	0.1	8.735266e-10	2.849948e-12	0.1	8.735266e-10	5.908183e-13	0.1	8.735266e-10	2.200034e-13	0.1	8.735266e-10	2.373368e-12	0.1	8.735266e-10	6.687158e-13	0.1
