Batch	m_SP	11	N1a_L	N3	N4	N5	N6	N7a	N7c	N7b	Flvln	Nphln	Azln																			
1.047328e-13	0.9887299098	0.1	1.047328e-13	0.0003251088	0.1	1.047328e-13	5.70183e-06	0.1	1.047328e-13	2.420669e-05	0.1	1.047328e-13	1.801516e-05	0.1	1.047328e-13	0.0002831923	0.1	1.047328e-13	0.0004248259	0.1	1.047328e-13	8.120406e-05	0.1	1.047328e-13	0.005051733	0.1	1.047328e-13	1.895974e-06	0.1	1.047328e-13	2.623625e-07	0.1
1.631046e-13	0.9825293549	0.1	1.631046e-13	0.0004899965	0.1	1.631046e-13	8.673728e-06	0.1	1.631046e-13	3.789429e-05	0.1	1.631046e-13	2.778863e-05	0.1	1.631046e-13	0.0004389679	0.1	1.631046e-13	0.0006688085	0.1	1.631046e-13	0.0001295132	0.1	1.631046e-13	0.007831089	0.1	1.631046e-13	2.966436e-06	0.1	1.631046e-13	4.110833e-07	0.1
2.681737e-13	0.9715111431000001	0.1	2.681737e-13	0.0007600308	0.1	2.681737e-13	1.36708e-05	0.1	2.681737e-13	6.282264e-05	0.1	2.681737e-13	4.488985e-05	0.1	2.681737e-13	0.0007146327	0.1	2.681737e-13	0.001119729	0.1	2.681737e-13	0.0002219501	0.1	2.681737e-13	0.01276998	0.1	2.681737e-13	4.915682e-06	0.1	2.681737e-13	6.832107e-07	0.1
3.943602e-13	0.9585155732	0.1	3.943602e-13	0.001043247	0.1	3.943602e-13	1.91079e-05	0.1	3.943602e-13	9.315152e-05	0.1	3.943602e-13	6.458288e-05	0.1	3.943602e-13	0.001036133	0.1	3.943602e-13	0.001679063	0.1	3.943602e-13	0.0003422252	0.1	3.943602e-13	0.01859514	0.1	3.943602e-13	7.290746e-06	0.1	3.943602e-13	1.01743e-06	0.1
5.347113e-13	0.9443572501999999	0.1	5.347113e-13	0.001312033	0.1	5.347113e-13	2.448672e-05	0.1	5.347113e-13	0.0001272346	0.1	5.347113e-13	8.53944e-05	0.1	5.347113e-13	0.001379465	0.1	5.347113e-13	0.002320594	0.1	5.347113e-13	0.0004877637	0.1	5.347113e-13	0.02494152	0.1	5.347113e-13	9.97002e-06	0.1	5.347113e-13	1.398444e-06	0.1
6.949294e-13	0.9285640119	0.1	6.949294e-13	0.001567667	0.1	6.949294e-13	2.984361e-05	0.1	6.949294e-13	0.000166402	0.1	6.949294e-13	0.000107748	0.1	6.949294e-13	0.001750915	0.1	6.949294e-13	0.003073281	0.1	6.949294e-13	0.0006688523	0.1	6.949294e-13	0.0320207	0.1	6.949294e-13	1.306903e-05	0.1	6.949294e-13	1.845042e-06	0.1
8.683922e-13	0.9118942599	0.1	8.683922e-13	0.001792373	0.1	8.683922e-13	3.479879e-05	0.1	8.683922e-13	0.0002089069	0.1	8.683922e-13	0.0001302826	0.1	8.683922e-13	0.002126615	0.1	8.683922e-13	0.00390697	0.1	8.683922e-13	0.0008825773	0.1	8.683922e-13	0.03949282	0.1	8.683922e-13	1.646362e-05	0.1	8.683922e-13	2.342188e-06	0.1
1.041855e-12	0.8956544617000001	0.1	1.041855e-12	0.001971851	0.1	1.041855e-12	3.897572e-05	0.1	1.041855e-12	0.0002513213	0.1	1.041855e-12	0.0001511231	0.1	1.041855e-12	0.002473715	0.1	1.041855e-12	0.004754474	0.1	1.041855e-12	0.00111429	0.1	1.041855e-12	0.04677215	0.1	1.041855e-12	1.989025e-05	0.1	1.041855e-12	2.85311e-06	0.1
1.215318e-12	0.8798292905	0.1	1.215318e-12	0.002113746	0.1	1.215318e-12	4.246797e-05	0.1	1.215318e-12	0.0002934839	0.1	1.215318e-12	0.0001703229	0.1	1.215318e-12	0.00279189	0.1	1.215318e-12	0.005610546	0.1	1.215318e-12	0.00136356	0.1	1.215318e-12	0.05386564	0.1	1.215318e-12	2.33411e-05	0.1	1.215318e-12	3.377423e-06	0.1
1.388781e-12	0.8644038336000001	0.1	1.388781e-12	0.00222443	0.1	1.388781e-12	4.53602e-05	0.1	1.388781e-12	0.0003352662	0.1	1.388781e-12	0.0001879451	0.1	1.388781e-12	0.003081429	0.1	1.388781e-12	0.006470516	0.1	1.388781e-12	0.001629924	0.1	1.388781e-12	0.06077994	0.1	1.388781e-12	2.680947e-05	0.1	1.388781e-12	3.914768e-06	0.1
1.562243e-12	0.8493640632999999	0.1	1.562243e-12	0.002309218	0.1	1.562243e-12	4.77285e-05	0.1	1.562243e-12	0.0003765659	0.1	1.562243e-12	0.0002040595	0.1	1.562243e-12	0.003343071	0.1	1.562243e-12	0.007330252	0.1	1.562243e-12	0.001912889	0.1	1.562243e-12	0.06752135	0.1	1.562243e-12	3.028965e-05	0.1	1.562243e-12	4.464805e-06	0.1
1.763688e-12	0.8323643449	0.1	1.763688e-12	0.002381004	0.1	1.763688e-12	4.99108e-05	0.1	1.763688e-12	0.0004238176	0.1	1.763688e-12	0.0002209791	0.1	1.763688e-12	0.003613328	0.1	1.763688e-12	0.008323591	0.1	1.763688e-12	0.002261656	0.1	1.763688e-12	0.07514122	0.1	1.763688e-12	3.433966e-05	0.1	1.763688e-12	5.119076e-06	0.1
1.972128e-12	0.8152815674	0.1	1.972128e-12	0.002430852	0.1	1.972128e-12	5.162102e-05	0.1	1.972128e-12	0.0004718117	0.1	1.972128e-12	0.0002365781	0.1	1.972128e-12	0.003857045	0.1	1.972128e-12	0.009340691	0.1	1.972128e-12	0.002644492	0.1	1.972128e-12	0.08279836	0.1	1.972128e-12	3.853341e-05	0.1	1.972128e-12	5.813136e-06	0.1
2.180568e-12	0.79869369	0.1	2.180568e-12	0.002460892	0.1	2.180568e-12	5.286286e-05	0.1	2.180568e-12	0.0005188178	0.1	2.180568e-12	0.0002503683	0.1	2.180568e-12	0.004066714	0.1	2.180568e-12	0.01034229	0.1	2.180568e-12	0.00304873	0.1	2.180568e-12	0.09023359	0.1	2.180568e-12	4.272459e-05	0.1	2.180568e-12	6.52408e-06	0.1
2.389008e-12	0.7825809202999999	0.1	2.389008e-12	0.00247523	0.1	2.389008e-12	5.371351e-05	0.1	2.389008e-12	0.0005647843	0.1	2.389008e-12	0.0002624817	0.1	2.389008e-12	0.004244984	0.1	2.389008e-12	0.01132452	0.1	2.389008e-12	0.003473415	0.1	2.389008e-12	0.0974558	0.1	2.389008e-12	4.690844e-05	0.1	2.389008e-12	7.251463e-06	0.1
2.597448e-12	0.7669245309999999	0.1	2.597448e-12	0.002477166	0.1	2.597448e-12	5.423897e-05	0.1	2.597448e-12	0.0006096789	0.1	2.597448e-12	0.0002730464	0.1	2.597448e-12	0.00439453	0.1	2.597448e-12	0.01228414	0.1	2.597448e-12	0.003917587	0.1	2.597448e-12	0.1044735	0.1	2.597448e-12	5.108114e-05	0.1	2.597448e-12	7.994871e-06	0.1
2.840052e-12	0.7492529651	0.1	2.840052e-12	0.002467289	0.1	2.840052e-12	5.451509e-05	0.1	2.840052e-12	0.0006605592	0.1	2.840052e-12	0.0002835561	0.1	2.840052e-12	0.004535901	0.1	2.840052e-12	0.01336915	0.1	2.840052e-12	0.004457828	0.1	2.840052e-12	0.1123943	0.1	2.840052e-12	5.591965e-05	0.1	2.840052e-12	8.879793e-06	0.1
3.091196e-12	0.7315564733	0.1	3.091196e-12	0.002446636	0.1	3.091196e-12	5.449545e-05	0.1	3.091196e-12	0.0007116671	0.1	3.091196e-12	0.0002925979	0.1	3.091196e-12	0.004649238	0.1	3.091196e-12	0.01445294	0.1	3.091196e-12	0.005041938	0.1	3.091196e-12	0.1203263	0.1	3.091196e-12	6.090419e-05	0.1	3.091196e-12	9.817591e-06	0.1
3.342341e-12	0.7144402861	0.1	3.342341e-12	0.002418161	0.1	3.342341e-12	5.423141e-05	0.1	3.342341e-12	0.0007611926	0.1	3.342341e-12	0.0002999588	0.1	3.342341e-12	0.004733069	0.1	3.342341e-12	0.01549396	0.1	3.342341e-12	0.005649712	0.1	3.342341e-12	0.1279981	0.1	3.342341e-12	6.586091e-05	0.1	3.342341e-12	1.077692e-05	0.1
3.593486e-12	0.697878157	0.1	3.593486e-12	0.002384025	0.1	3.593486e-12	5.377759e-05	0.1	3.593486e-12	0.0008091567	0.1	3.593486e-12	0.0003058158	0.1	3.593486e-12	0.004791192	0.1	3.593486e-12	0.01649032	0.1	3.593486e-12	0.006279553	0.1	3.593486e-12	0.1354215	0.1	3.593486e-12	7.078758e-05	0.1	3.593486e-12	1.175725e-05	0.1
3.8749e-12	0.6799477313	0.1	3.8749e-12	0.00234108	0.1	3.8749e-12	5.309784e-05	0.1	3.8749e-12	0.0008610845	0.1	3.8749e-12	0.0003107921	0.1	3.8749e-12	0.004830027	0.1	3.8749e-12	0.0175522	0.1	3.8749e-12	0.007009604	0.1	3.8749e-12	0.143458	0.1	3.8749e-12	7.627044e-05	0.1	3.8749e-12	1.288009e-05	0.1
