Batch	m_SP	11	W4_L	W2	W3	W6	R	P1	P2	P3	P4	P5	P6																			
0.0	1.000000030593	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
9.651494e-09	1.000000026978	0.1	9.651494e-09	9.651494e-109	0.1	9.651494e-09	3.387056e-12	0.1	9.651494e-09	5.720556e-12	0.1	9.651494e-09	1.979484e-10	0.1	9.651494e-09	1.616273e-09	0.1	9.651494e-09	1.555017e-09	0.1	9.651494e-09	1.963158e-10	0.1	9.651494e-09	5.882804e-14	0.1	9.651494e-09	3.967131e-11	0.1	9.651494e-09	5.265029e-19	0.1
4.817711e-07	0.999999653889	0.1	4.817711e-07	4.817709e-107	0.1	4.817711e-07	1.643591e-10	0.1	4.817711e-07	2.123601e-10	0.1	4.817711e-07	9.677475e-09	0.1	4.817711e-07	7.908617e-08	0.1	4.817711e-07	7.602281e-08	0.1	4.817711e-07	9.597638e-09	0.1	4.817711e-07	3.009535e-12	0.1	4.817711e-07	1.939484e-09	0.1	4.817711e-07	2.588789e-17	0.1
1.718112e-06	0.999998833475	0.1	1.718112e-06	1.71811e-106	0.1	1.718112e-06	5.444226e-10	0.1	1.718112e-06	3.837371e-10	0.1	1.718112e-06	3.270262e-08	0.1	1.718112e-06	2.675954e-07	0.1	1.718112e-06	2.568919e-07	0.1	1.718112e-06	3.243206e-08	0.1	1.718112e-06	1.136447e-11	0.1	1.718112e-06	6.553946e-09	0.1	1.718112e-06	9.265035e-17	0.1
3.283987e-06	0.9999978629990001	0.1	3.283987e-06	3.283982e-106	0.1	3.283987e-06	9.482977e-10	0.1	3.283987e-06	3.784666e-10	0.1	3.283987e-06	5.847191e-08	0.1	3.283987e-06	4.787868e-07	0.1	3.283987e-06	4.592788e-07	0.1	3.283987e-06	5.798435e-08	0.1	3.283987e-06	2.305948e-11	0.1	3.283987e-06	1.17181e-08	0.1	3.283987e-06	1.912689e-16	0.1
5.228099e-06	0.999996862752	0.1	5.228099e-06	5.228087e-106	0.1	5.228099e-06	1.346514e-09	0.1	5.228099e-06	3.251711e-10	0.1	5.228099e-06	8.587767e-08	0.1	5.228099e-06	7.034636e-07	0.1	5.228099e-06	6.74422e-07	0.1	5.228099e-06	8.515039e-08	0.1	5.228099e-06	3.893036e-11	0.1	5.228099e-06	1.720953e-08	0.1	5.228099e-06	3.562098e-16	0.1
8.915624e-06	0.999995420948	0.1	8.915624e-06	8.915592e-106	0.1	8.915624e-06	1.853737e-09	0.1	8.915624e-06	2.353136e-10	0.1	8.915624e-06	1.265411e-07	0.1	8.915624e-06	1.036908e-06	0.1	8.915624e-06	9.932493e-07	0.1	8.915624e-06	1.254217e-07	0.1	8.915624e-06	7.170859e-11	0.1	8.915624e-06	2.535474e-08	0.1	8.915624e-06	8.460236e-16	0.1
1.33994e-05	0.9999941914970001	0.1	1.33994e-05	1.339934e-105	0.1	1.33994e-05	2.1583e-09	0.1	1.33994e-05	1.582331e-10	0.1	1.33994e-05	1.610962e-07	0.1	1.33994e-05	1.320362e-06	0.1	1.33994e-05	1.263357e-06	0.1	1.33994e-05	1.595667e-07	0.1	1.33994e-05	1.136197e-10	0.1	1.33994e-05	3.227064e-08	0.1	1.33994e-05	1.777216e-15	0.1
1.893217e-05	0.9999931913591	0.1	1.893217e-05	1.893206e-105	0.1	1.893217e-05	2.242114e-09	0.1	1.893217e-05	9.699403e-11	0.1	1.893217e-05	1.886358e-07	0.1	1.893217e-05	1.546389e-06	0.1	1.893217e-05	1.477265e-06	0.1	1.893217e-05	1.866528e-07	0.1	1.893217e-05	1.64826e-10	0.1	1.893217e-05	3.777295e-08	0.1	1.893217e-05	3.368717e-15	0.1
2.573983e-05	0.9999923332636	0.1	2.573983e-05	2.573966e-105	0.1	2.573983e-05	2.111014e-09	0.1	2.573983e-05	5.31485e-11	0.1	2.573983e-05	2.084816e-07	0.1	2.573983e-05	1.709408e-06	0.1	2.573983e-05	1.629334e-06	0.1	2.573983e-05	2.059784e-07	0.1	2.573983e-05	2.233707e-10	0.1	2.573983e-05	4.172352e-08	0.1	2.573983e-05	5.810862e-15	0.1
3.447105e-05	0.9999920002355001	0.1	3.447105e-05	3.447081e-105	0.1	3.447105e-05	1.794963e-09	0.1	3.447105e-05	2.460114e-11	0.1	3.447105e-05	2.215932e-07	0.1	3.447105e-05	1.817265e-06	0.1	3.447105e-05	1.726614e-06	0.1	3.447105e-05	2.184492e-07	0.1	3.447105e-05	2.882833e-10	0.1	3.447105e-05	4.431115e-08	0.1	3.447105e-05	9.409402e-15	0.1
4.320227e-05	0.9999916927078301	0.1	4.320227e-05	4.320195e-105	0.1	4.320227e-05	1.454092e-09	0.1	4.320227e-05	1.141792e-11	0.1	4.320227e-05	2.278597e-07	0.1	4.320227e-05	1.86893e-06	0.1	4.320227e-05	1.769659e-06	0.1	4.320227e-05	2.240881e-07	0.1	4.320227e-05	3.413621e-10	0.1	4.320227e-05	4.552354e-08	0.1	4.320227e-05	1.327328e-14	0.1
5.236597e-05	0.99999164149116	0.1	5.236597e-05	5.236558e-105	0.1	5.236597e-05	1.134818e-09	0.1	5.236597e-05	5.133068e-12	0.1	5.236597e-05	2.310744e-07	0.1	5.236597e-05	1.895508e-06	0.1	5.236597e-05	1.788204e-06	0.1	5.236597e-05	2.266506e-07	0.1	5.236597e-05	3.857652e-10	0.1	5.236597e-05	4.61204e-08	0.1	5.236597e-05	1.745168e-14	0.1
