Batch	m_SP	5	T1a_L	C5H5	T4a_L	N1a_L	N7a_L							
3.579323e-07	0.9894007170000001	0.1	3.579323e-07	0.01058731	0.1	3.579323e-07	3.5061289972e-08	0.1	3.579323e-07	4.078030047e-06	0.1	3.579323e-07	3.7687435e-11	0.1
4.711529e-07	0.98608312	0.1	4.711529e-07	0.01390122	0.1	4.711529e-07	6.4099058574e-08	0.1	4.711529e-07	5.354511651e-06	0.1	4.711529e-07	5.2196823e-11	0.1
6.565186e-07	0.980687384	0.1	6.565186e-07	0.01929099	0.1	6.565186e-07	1.3686691099900002e-07	0.1	6.565186e-07	7.43059622e-06	0.1	6.565186e-07	7.9263241e-11	0.1
9.076444e-07	0.973447472	0.1	9.076444e-07	0.0265228	0.1	9.076444e-07	2.92564748676e-07	0.1	9.076444e-07	1.021621195e-05	0.1	9.076444e-07	1.23143924e-10	0.1
1.325218e-06	0.961584576	0.1	1.325218e-06	0.03837268	0.1	1.325218e-06	7.1396826644e-07	0.1	1.325218e-06	1.4780661940000001e-05	0.1	1.325218e-06	2.1593127e-10	0.1
1.802933e-06	0.948275443	0.1	1.802933e-06	0.05166725	0.1	1.802933e-06	1.4580952339100001e-06	0.1	1.802933e-06	1.990158997e-05	0.1	1.802933e-06	3.5323457999999996e-10	0.1
2.320743e-06	0.9341562019999999	0.1	2.320743e-06	0.06577101	0.1	2.320743e-06	2.57550805546e-06	0.1	2.320743e-06	2.5334215060000002e-05	0.1	2.320743e-06	5.3835858e-10	0.1
2.838552e-06	0.920346619	0.1	2.838552e-06	0.07956561	0.1	2.838552e-06	3.99417411021e-06	0.1	2.838552e-06	3.064774535e-05	0.1	2.838552e-06	7.5824847e-10	0.1
3.425861e-06	0.905045881	0.1	3.425861e-06	0.0948497	0.1	3.425861e-06	5.929587433620001e-06	0.1	3.425861e-06	3.653502536e-05	0.1	3.425861e-06	1.0449785e-09	0.1
4.059503e-06	0.888955209	0.1	4.059503e-06	0.110923	0.1	4.059503e-06	8.35488890491e-06	0.1	4.059503e-06	4.272627016e-05	0.1	4.059503e-06	1.39259649e-09	0.1
