Batch	m_SP	2	P2_L	W4_L	
3.089238e-11	9.7783854726234e-06	0.1	3.089238e-11	6.990043e-09	0.1
6.522975e-11	9.5393183479064e-06	0.1	6.522975e-11	1.462068e-08	0.1
1.481606e-10	8.9909349846624e-06	0.1	1.481606e-10	3.246481e-08	0.1
2.720058e-10	8.242263436049301e-06	0.1	2.720058e-10	5.764441e-08	0.1
3.486193e-10	7.8173123606406e-06	0.1	3.486193e-10	7.238915e-08	0.1
4.586467e-10	7.2529507062469e-06	0.1	4.586467e-10	9.251817e-08	0.1
6.21604e-10	6.5056176685352e-06	0.1	6.21604e-10	1.202116e-07	0.1
8.142791e-10	5.739048703117799e-06	0.1	8.142791e-10	1.499677e-07	0.1
1.038764e-09	4.9787830084377e-06	0.1	1.038764e-09	1.809719e-07	0.1
1.310963e-09	4.211913541953599e-06	0.1	1.310963e-09	2.139015e-07	0.1
1.583162e-09	3.5801537037524998e-06	0.1	1.583162e-09	2.42377e-07	0.1
1.855361e-09	3.0553931577124005e-06	0.1	1.855361e-09	2.669969e-07	0.1
2.12756e-09	2.6163113659114497e-06	0.1	2.12756e-09	2.882729e-07	0.1
2.399759e-09	2.24657596548084e-06	0.1	2.399759e-09	3.066445e-07	0.1
2.694275e-09	1.91005075419083e-06	0.1	2.694275e-09	3.236882e-07	0.1
3.022266e-09	1.5983026856283198e-06	0.1	3.022266e-09	3.396911e-07	0.1
3.350257e-09	1.34026260563e-06	0.1	3.350257e-09	3.530229e-07	0.1
3.718288e-09	1.10212551918388e-06	0.1	3.718288e-09	3.653075e-07	0.1
4.113013e-09	8.950925891341499e-07	0.1	4.113013e-09	3.758684e-07	0.1
4.52383e-09	7.218525822362901e-07	0.1	4.52383e-09	3.84503e-07	0.1
4.999013e-09	5.6362681071441e-07	0.1	4.999013e-09	3.920765e-07	0.1
5.474197e-09	4.40588222571e-07	0.1	5.474197e-09	3.975946e-07	0.1
6.051196e-09	3.2712157777100405e-07	0.1	6.051196e-09	4.021642e-07	0.1
6.628194e-09	2.43194614189018e-07	0.1	6.628194e-09	4.049641e-07	0.1
7.300631e-09	1.72459689536056e-07	0.1	7.300631e-09	4.065954e-07	0.1
7.996928e-09	1.21127358750952e-07	0.1	7.996928e-09	4.069613e-07	0.1
