Batch	m_SP	2	P2_L	W4_L	
1.896141e-10	9.719045643255901e-06	0.1	1.896141e-10	1.5486801e-07	0.1
4.068588e-10	9.407204970621e-06	0.1	4.068588e-10	3.272572e-07	0.1
9.190114e-10	8.7116384077515e-06	0.1	9.190114e-10	7.13229e-07	0.1
1.738456e-09	7.7055019516433e-06	0.1	1.738456e-09	1.2752382e-06	0.1
2.250608e-09	7.137312685763199e-06	0.1	2.250608e-09	1.5946484e-06	0.1
2.98188e-09	6.39870242494e-06	0.1	2.98188e-09	2.0121723e-06	0.1
4.05929e-09	5.4488186682578e-06	0.1	4.05929e-09	2.5531969999999997e-06	0.1
5.33094e-09	4.508988447315299e-06	0.1	5.33094e-09	3.0933590000000002e-06	0.1
6.829106e-09	3.6089820742472e-06	0.1	6.829106e-09	3.615609e-06	0.1
8.667047e-09	2.747714801106e-06	0.1	8.667047e-09	4.120456e-06	0.1
1.050499e-08	2.0928628351597202e-06	0.1	1.050499e-08	4.508052e-06	0.1
1.234293e-08	1.59458362640415e-06	0.1	1.234293e-08	4.805429e-06	0.1
1.418087e-08	1.2152182986437301e-06	0.1	1.418087e-08	5.033443e-06	0.1
1.601881e-08	9.262574545478999e-07	0.1	1.601881e-08	5.20817e-06	0.1
1.785675e-08	7.060820242362899e-07	0.1	1.785675e-08	5.34199e-06	0.1
1.992344e-08	5.204013100688e-07	0.1	1.992344e-08	5.455363e-06	0.1
2.214263e-08	3.750211992752e-07	0.1	2.214263e-08	5.544506000000001e-06	0.1
2.436182e-08	2.7025028681112003e-07	0.1	2.436182e-08	5.608982e-06	0.1
2.667172e-08	1.92148319113905e-07	0.1	2.667172e-08	5.65719e-06	0.1
2.93445e-08	1.29476796585694e-07	0.1	2.93445e-08	5.695979e-06	0.1
