Batch	m_SP	21	N1a_L	C5H5	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																							
1.757696e-11	9.739802926026129e-06	0.1	1.757696e-11	1.764122e-07	0.1	1.757696e-11	3.42858e-09	0.1	1.757696e-11	2.568011e-08	0.1	1.757696e-11	4.400563e-08	0.1	1.757696e-11	3.820362e-08	0.1	1.757696e-11	3.042461e-08	0.1	1.757696e-11	2.992976e-08	0.1	1.757696e-11	2.106158e-11	0.1	1.757696e-11	9.278408e-11	0.1	1.757696e-11	2.643389e-12	0.1	1.757696e-11	3.438259e-12	0.1	1.757696e-11	8.33102e-13	0.1	1.757696e-11	1.432366e-13	0.1	1.757696e-11	6.04369e-14	0.1	1.757696e-11	3.041337e-12	0.1	1.757696e-11	5.205595e-14	0.1	1.757696e-11	1.520253e-14	0.1	1.757696e-11	3.169868e-17	0.1	1.757696e-11	4.335397e-16	0.1	1.757696e-11	9.886887e-17	0.1
3.761372e-11	9.451667472460322e-06	0.1	3.761372e-11	3.720585e-07	0.1	3.761372e-11	7.200179e-09	0.1	3.761372e-11	5.378338e-08	0.1	3.761372e-11	9.309767e-08	0.1	3.761372e-11	8.081153e-08	0.1	3.761372e-11	6.427123e-08	0.1	3.761372e-11	6.269018e-08	0.1	3.761372e-11	4.437839e-11	0.1	3.761372e-11	1.95657e-10	0.1	3.761372e-11	5.568083e-12	0.1	3.761372e-11	7.286303e-12	0.1	3.761372e-11	1.760308e-12	0.1	3.761372e-11	3.022621e-13	0.1	3.761372e-11	1.28189e-13	0.1	3.761372e-11	6.418736e-12	0.1	3.761372e-11	1.096657e-13	0.1	3.761372e-11	3.170576e-14	0.1	3.761372e-11	1.428401e-16	0.1	3.761372e-11	1.941811e-15	0.1	3.761372e-11	4.455451e-16	0.1
8.401461e-11	8.816748934652481e-06	0.1	8.401461e-11	8.03745e-07	0.1	8.401461e-11	1.539974e-08	0.1	8.401461e-11	1.143372e-07	0.1	8.401461e-11	2.025152e-07	0.1	8.401461e-11	1.757246e-07	0.1	8.401461e-11	1.393608e-07	0.1	8.401461e-11	1.333045e-07	0.1	8.401461e-11	9.565928e-11	0.1	8.401461e-11	4.225306e-10	0.1	8.401461e-11	1.199532e-11	0.1	8.401461e-11	1.591501e-11	0.1	8.401461e-11	3.819452e-12	0.1	8.401461e-11	6.538821e-13	0.1	8.401461e-11	2.80561e-13	0.1	8.401461e-11	1.388974e-11	0.1	8.401461e-11	2.36335e-13	0.1	8.401461e-11	6.676427e-14	0.1	8.401461e-11	6.866521e-16	0.1	8.401461e-11	9.205369e-15	0.1	8.401461e-11	2.142068e-15	0.1
1.675362e-10	7.779564881684639e-06	0.1	1.675362e-10	1.510914e-06	0.1	1.675362e-10	2.842406e-08	0.1	1.675362e-10	2.089092e-07	0.1	1.675362e-10	3.851447e-07	0.1	1.675362e-10	3.339343e-07	0.1	1.675362e-10	2.636819e-07	0.1	1.675362e-10	2.436753e-07	0.1	1.675362e-10	1.790872e-10	0.1	1.675362e-10	7.937908e-10	0.1	1.675362e-10	2.244561e-11	0.1	1.675362e-10	3.050841e-11	0.1	1.675362e-10	7.238899e-12	0.1	1.675362e-10	1.232657e-12	0.1	1.675362e-10	5.397757e-13	0.1	1.675362e-10	2.619835e-11	0.1	1.675362e-10	4.425851e-13	0.1	1.675362e-10	1.200213e-13	0.1	1.675362e-10	2.555409e-15	0.1	1.675362e-10	3.342252e-14	0.1	1.675362e-10	7.973762e-15	0.1
2.719198e-10	6.6533186120151005e-06	0.1	2.719198e-10	2.282357e-06	0.1	2.719198e-10	4.194493e-08	0.1	2.719198e-10	3.048116e-07	0.1	2.719198e-10	5.894199e-07	0.1	2.719198e-10	5.104643e-07	0.1	2.719198e-10	4.013937e-07	0.1	2.719198e-10	3.557473e-07	0.1	2.719198e-10	2.690617e-10	0.1	2.719198e-10	1.198074e-09	0.1	2.719198e-10	3.373411e-11	0.1	2.719198e-10	4.719888e-11	0.1	2.719198e-10	1.105262e-11	0.1	2.719198e-10	1.869541e-12	0.1	2.719198e-10	8.388755e-13	0.1	2.719198e-10	3.976264e-11	0.1	2.719198e-10	6.660579e-13	0.1	2.719198e-10	1.718991e-13	0.1	2.719198e-10	6.203089e-15	0.1	2.719198e-10	7.872261e-14	0.1	2.719198e-10	1.936228e-14	0.1
3.840246e-10	5.6248747625924494e-06	0.1	3.840246e-10	2.991213e-06	0.1	3.840246e-10	5.35841e-08	0.1	3.840246e-10	3.852957e-07	0.1	3.840246e-10	7.820043e-07	0.1	3.840246e-10	6.763158e-07	0.1	3.840246e-10	5.301488e-07	0.1	3.840246e-10	4.499789e-07	0.1	3.840246e-10	3.504546e-10	0.1	3.840246e-10	1.568641e-09	0.1	3.840246e-10	4.40086e-11	0.1	3.840246e-10	6.342055e-11	0.1	3.840246e-10	1.466133e-11	0.1	3.840246e-10	2.4623e-12	0.1	3.840246e-10	1.132766e-12	0.1	3.840246e-10	5.241238e-11	0.1	3.840246e-10	8.70514e-13	0.1	3.840246e-10	2.135108e-13	0.1	3.840246e-10	1.134664e-14	0.1	3.840246e-10	1.395433e-13	0.1	3.840246e-10	3.54314e-14	0.1
5.142341e-10	4.6283920988526e-06	0.1	5.142341e-10	3.683765e-06	0.1	5.142341e-10	6.403282e-08	0.1	5.142341e-10	4.55693e-07	0.1	5.142341e-10	9.748102e-07	0.1	5.142341e-10	8.416032e-07	0.1	5.142341e-10	6.583152e-07	0.1	5.142341e-10	5.326233e-07	0.1	5.142341e-10	4.283186e-10	0.1	5.142341e-10	1.929468e-09	0.1	5.142341e-10	5.397064e-11	0.1	5.142341e-10	8.032889e-11	0.1	5.142341e-10	1.832395e-11	0.1	5.142341e-10	3.052113e-12	0.1	5.142341e-10	1.443209e-12	0.1	5.142341e-10	6.503341e-11	0.1	5.142341e-10	1.070404e-12	0.1	5.142341e-10	2.482742e-13	0.1	5.142341e-10	1.843162e-14	0.1	5.142341e-10	2.188261e-13	0.1	5.142341e-10	5.75847e-14	0.1
6.565134e-10	3.7404383604249196e-06	0.1	6.565134e-10	4.307911e-06	0.1	6.565134e-10	7.244174e-08	0.1	6.565134e-10	5.108838e-07	0.1	6.565134e-10	1.152428e-06	0.1	6.565134e-10	9.929901e-07	0.1	6.565134e-10	7.761231e-07	0.1	6.565134e-10	5.976817e-07	0.1	6.565134e-10	4.964787e-10	0.1	6.565134e-10	2.253134e-09	0.1	6.565134e-10	6.291383e-11	0.1	6.565134e-10	9.676213e-11	0.1	6.565134e-10	2.179426e-11	0.1	6.565134e-10	3.597727e-12	0.1	6.565134e-10	1.749995e-12	0.1	6.565134e-10	7.675291e-11	0.1	6.565134e-10	1.252197e-12	0.1	6.565134e-10	2.744706e-13	0.1	6.565134e-10	2.702426e-14	0.1	6.565134e-10	3.092152e-13	0.1	6.565134e-10	8.448283e-14	0.1
7.987927e-10	3.02302108281088e-06	0.1	7.987927e-10	4.819543e-06	0.1	7.987927e-10	7.840839e-08	0.1	7.987927e-10	5.49141e-07	0.1	7.987927e-10	1.300419e-06	0.1	7.987927e-10	1.118292e-06	0.1	7.987927e-10	8.745014e-07	0.1	7.987927e-10	6.430549e-07	0.1	7.987927e-10	5.502723e-10	0.1	7.987927e-10	2.516836e-09	0.1	7.987927e-10	7.026291e-11	0.1	7.987927e-10	1.113841e-10	0.1	7.987927e-10	2.481795e-11	0.1	7.987927e-10	4.060536e-12	0.1	7.987927e-10	2.02833e-12	0.1	7.987927e-10	8.674271e-11	0.1	7.987927e-10	1.404343e-12	0.1	7.987927e-10	2.9237e-13	0.1	7.987927e-10	3.606705e-14	0.1	7.987927e-10	3.984185e-13	0.1	7.987927e-10	1.128304e-13	0.1
9.41072e-10	2.4433552789226996e-06	0.1	9.41072e-10	5.240322e-06	0.1	9.41072e-10	8.250712e-08	0.1	9.41072e-10	5.749523e-07	0.1	9.41072e-10	1.423206e-06	0.1	9.41072e-10	1.221525e-06	0.1	9.41072e-10	9.566825e-07	0.1	9.41072e-10	6.739482e-07	0.1	9.41072e-10	5.924644e-10	0.1	9.41072e-10	2.732071e-09	0.1	9.41072e-10	7.637117e-11	0.1	9.41072e-10	1.244762e-10	0.1	9.41072e-10	2.748543e-11	0.1	9.41072e-10	4.457408e-12	0.1	9.41072e-10	2.282981e-12	0.1	9.41072e-10	9.536029e-11	0.1	9.41072e-10	1.533811e-12	0.1	9.41072e-10	3.049065e-13	0.1	9.41072e-10	4.522875e-14	0.1	9.41072e-10	4.832088e-13	0.1	9.41072e-10	1.415993e-13	0.1
1.089249e-09	1.95762046523572e-06	0.1	1.089249e-09	5.600763e-06	0.1	1.089249e-09	8.527743e-08	0.1	1.089249e-09	5.922194e-07	0.1	1.089249e-09	1.528422e-06	0.1	1.089249e-09	1.309335e-06	0.1	1.089249e-09	1.027924e-06	0.1	1.089249e-09	6.949246e-07	0.1	1.089249e-09	6.264792e-10	0.1	1.089249e-09	2.91469e-09	0.1	1.089249e-09	8.171188e-11	0.1	1.089249e-09	1.367408e-10	0.1	1.089249e-09	2.996303e-11	0.1	1.089249e-09	4.815116e-12	0.1	1.089249e-09	2.527364e-12	0.1	1.089249e-09	1.031827e-10	0.1	1.089249e-09	1.650397e-12	0.1	1.089249e-09	3.144573e-13	0.1	1.089249e-09	5.464263e-14	0.1	1.089249e-09	5.64904e-13	0.1	1.089249e-09	1.712207e-13	0.1
1.261019e-09	1.5142010725743001e-06	0.1	1.261019e-09	5.939705e-06	0.1	1.261019e-09	8.708928e-08	0.1	1.261019e-09	6.035813e-07	0.1	1.261019e-09	1.626279e-06	0.1	1.261019e-09	1.390341e-06	0.1	1.261019e-09	1.095398e-06	0.1	1.261019e-09	7.091462e-07	0.1	1.261019e-09	6.558579e-10	0.1	1.261019e-09	3.084205e-09	0.1	1.261019e-09	8.691392e-11	0.1	1.261019e-09	1.495012e-10	0.1	1.261019e-09	3.253612e-11	0.1	1.261019e-09	5.174318e-12	0.1	1.261019e-09	2.789028e-12	0.1	1.261019e-09	1.111073e-10	0.1	1.261019e-09	1.76839e-12	0.1	1.261019e-09	3.230659e-13	0.1	1.261019e-09	6.515747e-14	0.1	1.261019e-09	6.500287e-13	0.1	1.261019e-09	2.043947e-13	0.1
1.432789e-09	1.1713398214250717e-06	0.1	1.432789e-09	6.212348e-06	0.1	1.432789e-09	8.784278e-08	0.1	1.432789e-09	6.086304e-07	0.1	1.432789e-09	1.702899e-06	0.1	1.432789e-09	1.45322e-06	0.1	1.432789e-09	1.149624e-06	0.1	1.432789e-09	7.159874e-07	0.1	1.432789e-09	6.768127e-10	0.1	1.432789e-09	3.218215e-09	0.1	1.432789e-09	9.132758e-11	0.1	1.432789e-09	1.609746e-10	0.1	1.432789e-09	3.48641e-11	0.1	1.432789e-09	5.487823e-12	0.1	1.432789e-09	3.032156e-12	0.1	1.432789e-09	1.180953e-10	0.1	1.432789e-09	1.87328e-12	0.1	1.432789e-09	3.305142e-13	0.1	1.432789e-09	7.507567e-14	0.1	1.432789e-09	7.246881e-13	0.1	1.432789e-09	2.357933e-13	0.1
1.604559e-09	9.06212535381408e-07	0.1	1.604559e-09	6.433724e-06	0.1	1.604559e-09	8.788257e-08	0.1	1.604559e-09	6.095645e-07	0.1	1.604559e-09	1.762338e-06	0.1	1.604559e-09	1.5016e-06	0.1	1.604559e-09	1.193121e-06	0.1	1.604559e-09	7.180005e-07	0.1	1.604559e-09	6.91284e-10	0.1	1.604559e-09	3.324719e-09	0.1	1.604559e-09	9.516784e-11	0.1	1.604559e-09	1.714001e-10	0.1	1.604559e-09	3.700875e-11	0.1	1.604559e-09	5.766818e-12	0.1	1.604559e-09	3.260752e-12	0.1	1.604559e-09	1.243803e-10	0.1	1.604559e-09	1.969222e-12	0.1	1.604559e-09	3.377532e-13	0.1	1.604559e-09	8.429832e-14	0.1	1.604559e-09	7.894151e-13	0.1	1.604559e-09	2.651087e-13	0.1
1.776329e-09	7.011804121157251e-07	0.1	1.776329e-09	6.615445e-06	0.1	1.776329e-09	8.745785e-08	0.1	1.776329e-09	6.078966e-07	0.1	1.776329e-09	1.807929e-06	0.1	1.776329e-09	1.538431e-06	0.1	1.776329e-09	1.227911e-06	0.1	1.776329e-09	7.169429e-07	0.1	1.776329e-09	7.007743e-10	0.1	1.776329e-09	3.409901e-09	0.1	1.776329e-09	9.859358e-11	0.1	1.776329e-09	1.809726e-10	0.1	1.776329e-09	3.901751e-11	0.1	1.776329e-09	6.019844e-12	0.1	1.776329e-09	3.478049e-12	0.1	1.776329e-09	1.30139e-10	0.1	1.776329e-09	2.059261e-12	0.1	1.776329e-09	3.453224e-13	0.1	1.776329e-09	9.278379e-14	0.1	1.776329e-09	8.451346e-13	0.1	1.776329e-09	2.922102e-13	0.1
