Batch	m_SP	5	C5H5	T1a_L	T4a_L	N1a_L	N7a_L							
6.283031e-10	0.9897875	0.1	6.283031e-10	0.010175365	0.1	6.283031e-10	1.1501669829999999e-07	0.1	6.283031e-10	1.74836656e-05	0.1	6.283031e-10	1.4518343999999999e-08	0.1
1.013713e-09	0.9836256	0.1	1.013713e-09	0.016314879	0.1	1.013713e-09	1.8945085849999998e-07	0.1	1.013713e-09	2.80327857e-05	0.1	1.013713e-09	2.3323537e-08	0.1
1.564299e-09	0.9749548	0.1	1.564299e-09	0.024954181000000002	0.1	1.564299e-09	3.009157059e-07	0.1	1.564299e-09	4.2877123e-05	0.1	1.564299e-09	3.5774092e-08	0.1
2.314683e-09	0.9633807	0.1	2.314683e-09	0.036486206	0.1	2.314683e-09	4.6255547139999994e-07	0.1	2.314683e-09	6.2691828e-05	0.1	2.314683e-09	5.2508194e-08	0.1
3.185858e-09	0.9502836	0.1	3.185858e-09	0.049535783	0.1	3.185858e-09	6.642765111e-07	0.1	3.185858e-09	8.511404e-05	0.1	3.185858e-09	7.1611575e-08	0.1
4.13756e-09	0.9363769	0.1	4.13756e-09	0.063392016	0.1	4.13756e-09	9.018501198999999e-07	0.1	4.13756e-09	0.000108922274	0.1	4.13756e-09	9.210266300000001e-08	0.1
5.089263e-09	0.9228713	0.1	5.089263e-09	0.07684856100000001	0.1	5.089263e-09	1.157269935e-06	0.1	5.089263e-09	0.00013204373000000002	0.1	5.089263e-09	1.12220188e-07	0.1
6.158667e-09	0.9081529	0.1	6.158667e-09	0.091513597	0.1	6.158667e-09	1.465356146e-06	0.1	6.158667e-09	0.00015724164799999998	0.1	6.158667e-09	1.34405093e-07	0.1
7.30654e-09	0.8928681	0.1	7.30654e-09	0.10674296	0.1	7.30654e-09	1.8205252280000002e-06	0.1	7.30654e-09	0.000183409134	0.1	7.30654e-09	1.5775114999999998e-07	0.1
8.454413e-09	0.8780892	0.1	8.454413e-09	0.12146815999999999	0.1	8.454413e-09	2.200588114e-06	0.1	8.454413e-09	0.000208710508	0.1	8.454413e-09	1.8064322e-07	0.1
9.602286e-09	0.8637917	0.1	9.602286e-09	0.13571385	0.1	9.602286e-09	2.605020725e-06	0.1	9.602286e-09	0.00023318782	0.1	9.602286e-09	2.031081e-07	0.1
1.094326e-08	0.8476676	0.1	1.094326e-08	0.15177948	0.1	1.094326e-08	3.107576223e-06	0.1	1.094326e-08	0.000260792229	0.1	1.094326e-08	2.2884406e-07	0.1
1.233251e-08	0.8315859	0.1	1.233251e-08	0.16780294	0.1	1.233251e-08	3.661397149e-06	0.1	1.233251e-08	0.000288324189	0.1	1.233251e-08	2.5496503e-07	0.1
1.372176e-08	0.816103	0.1	1.372176e-08	0.18322974999999997	0.1	1.372176e-08	4.247807118e-06	0.1	1.372176e-08	0.000314830979	0.1	1.372176e-08	2.8056962000000003e-07	0.1
1.511102e-08	0.8011861	0.1	1.511102e-08	0.1980926	0.1	1.511102e-08	4.865563542e-06	0.1	1.511102e-08	0.000340368787	0.1	1.511102e-08	3.056898e-07	0.1
1.673471e-08	0.7844285	0.1	1.673471e-08	0.21478951000000002	0.1	1.673471e-08	5.625590704000001e-06	0.1	1.673471e-08	0.00036905782	0.1	1.673471e-08	3.3447297999999996e-07	0.1
1.841702e-08	0.7677897	0.1	1.841702e-08	0.23136803	0.1	1.841702e-08	6.454153119e-06	0.1	1.841702e-08	0.00039754353	0.1	1.841702e-08	3.6368126e-07	0.1
2.009933e-08	0.7518422	0.1	2.009933e-08	0.24725785	0.1	2.009933e-08	7.322236685e-06	0.1	2.009933e-08	0.00042484582	0.1	2.009933e-08	3.9230381000000004e-07	0.1
2.178164e-08	0.7365436	0.1	2.178164e-08	0.26250103999999996	0.1	2.178164e-08	8.227502257e-06	0.1	2.178164e-08	0.00045103702	0.1	2.178164e-08	4.2037601000000004e-07	0.1
2.373977e-08	0.7195028	0.1	2.373977e-08	0.27948026000000004	0.1	2.373977e-08	9.324944927e-06	0.1	2.373977e-08	0.00048021115	0.1	2.373977e-08	4.5239871e-07	0.1
2.576685e-08	0.702673	0.1	2.576685e-08	0.29624908000000005	0.1	2.576685e-08	1.0506979934e-05	0.1	2.576685e-08	0.00050902377	0.1	2.576685e-08	4.8485355e-07	0.1
2.779394e-08	0.6866127	0.1	2.779394e-08	0.31225137999999997	0.1	2.779394e-08	1.1731934327e-05	0.1	2.779394e-08	0.00053651948	0.1	2.779394e-08	5.1664228e-07	0.1
2.982102e-08	0.67127	0.1	2.982102e-08	0.32753856000000003	0.1	2.982102e-08	1.2996073983e-05	0.1	2.982102e-08	0.00056278622	0.1	2.982102e-08	5.4780111e-07	0.1
3.217731e-08	0.6542756	0.1	3.217731e-08	0.34447148000000005	0.1	3.217731e-08	1.4510016676e-05	0.1	3.217731e-08	0.00059188086	0.1	3.217731e-08	5.8327076e-07	0.1
3.46159e-08	0.6375707	0.1	3.46159e-08	0.36111608	0.1	3.46159e-08	1.61217825e-05	0.1	3.46159e-08	0.0006204800599999999	0.1	3.46159e-08	6.1917479e-07	0.1
3.705448e-08	0.6216975	0.1	3.705448e-08	0.37693191000000004	0.1	3.705448e-08	1.7773729299e-05	0.1	3.705448e-08	0.00064765519	0.1	3.705448e-08	6.5430215e-07	0.1
3.949307e-08	0.6065954	0.1	3.949307e-08	0.39197935000000006	0.1	3.949307e-08	1.9460606037e-05	0.1	3.949307e-08	0.00067351012	0.1	3.949307e-08	6.8868914e-07	0.1
4.232456e-08	0.5899554	0.1	4.232456e-08	0.40855927	0.1	4.232456e-08	2.1456629538e-05	0.1	4.232456e-08	0.00070199814	0.1	4.232456e-08	7.2772946e-07	0.1
4.525428e-08	0.5736727	0.1	4.525428e-08	0.42478322999999996	0.1	4.525428e-08	2.3556959913e-05	0.1	4.525428e-08	0.0007298746	0.1	4.525428e-08	7.671649900000001e-07	0.1
4.8184e-08	0.5582646	0.1	4.8184e-08	0.44013562000000006	0.1	4.8184e-08	2.5685838777e-05	0.1	4.8184e-08	0.00075625366	0.1	4.8184e-08	8.056662e-07	0.1
5.111372e-08	0.5436625	0.1	5.111372e-08	0.45468494	0.1	5.111372e-08	2.7836718802999997e-05	0.1	5.111372e-08	0.00078125266	0.1	5.111372e-08	8.4326997e-07	0.1
5.441249e-08	0.5281092	0.1	5.441249e-08	0.47018217000000007	0.1	5.441249e-08	3.0277456045999997e-05	0.1	5.441249e-08	0.00080788041	0.1	5.441249e-08	8.845772e-07	0.1
5.795729e-08	0.5123582	0.1	5.795729e-08	0.48587627	0.1	5.795729e-08	3.2914195059999996e-05	0.1	5.795729e-08	0.00083484654	0.1	5.795729e-08	9.277904e-07	0.1
6.150209e-08	0.4975196	0.1	6.150209e-08	0.50066137	0.1	6.150209e-08	3.555718597e-05	0.1	6.150209e-08	0.00086025077	0.1	6.150209e-08	9.6983136e-07	0.1
6.504689e-08	0.4835162	0.1	6.504689e-08	0.51461412	0.1	6.504689e-08	3.819901182e-05	0.1	6.504689e-08	0.0008842248599999999	0.1	6.504689e-08	1.01074095e-06	0.1
6.888579e-08	0.4692139	0.1	6.888579e-08	0.52886494	0.1	6.888579e-08	4.105117064e-05	0.1	6.888579e-08	0.00090871094	0.1	6.888579e-08	1.05381255e-06	0.1
7.316584e-08	0.4542337	0.1	7.316584e-08	0.54379111	0.1	7.316584e-08	4.421169245e-05	0.1	7.316584e-08	0.00093435749	0.1	7.316584e-08	1.10037469e-06	0.1
7.744589e-08	0.4401804	0.1	7.744589e-08	0.55779367	0.1	7.744589e-08	4.734355187e-05	0.1	7.744589e-08	0.0009584171499999999	0.1	7.744589e-08	1.14545258e-06	0.1
8.172594e-08	0.4269707	0.1	8.172594e-08	0.57095588	0.1	8.172594e-08	5.043950734e-05	0.1	8.172594e-08	0.00098103288	0.1	8.172594e-08	1.1890978699999999e-06	0.1
8.618251e-08	0.4140331	0.1	8.618251e-08	0.58384669	0.1	8.618251e-08	5.361854900999999e-05	0.1	8.618251e-08	0.00100318239	0.1	8.618251e-08	1.23307304e-06	0.1
9.134515e-08	0.3999928	0.1	9.134515e-08	0.59783643	0.1	9.134515e-08	5.72370893e-05	0.1	9.134515e-08	0.00102721994	0.1	9.134515e-08	1.2822074100000002e-06	0.1
9.650778e-08	0.3868735	0.1	9.650778e-08	0.6109084499999999	0.1	9.650778e-08	6.078010933000001e-05	0.1	9.650778e-08	0.00104968077	0.1	9.650778e-08	1.32947364e-06	0.1
1.016704e-07	0.3745875	0.1	1.016704e-07	0.6231502999999999	0.1	1.016704e-07	6.42421575e-05	0.1	1.016704e-07	0.00107071506	0.1	1.016704e-07	1.37494363e-06	0.1
1.068331e-07	0.3630578	0.1	1.068331e-07	0.63463848	0.1	1.068331e-07	6.761912331e-05	0.1	1.068331e-07	0.0010904543600000001	0.1	1.068331e-07	1.41868652e-06	0.1
1.130491e-07	0.3500836	0.1	1.130491e-07	0.64756591	0.1	1.130491e-07	7.156811857e-05	0.1	1.130491e-07	0.00111266681	0.1	1.130491e-07	1.46915734e-06	0.1
1.192652e-07	0.3380047	0.1	1.192652e-07	0.6596011900000001	0.1	1.192652e-07	7.538612616000001e-05	0.1	1.192652e-07	0.00113334657	0.1	1.192652e-07	1.51732911e-06	0.1
1.254812e-07	0.3267315	0.1	1.254812e-07	0.6708338099999999	0.1	1.254812e-07	7.907138312e-05	0.1	1.254812e-07	0.0011526467899999999	0.1	1.254812e-07	1.56330913e-06	0.1
1.316973e-07	0.3161861	0.1	1.316973e-07	0.6813413700000001	0.1	1.316973e-07	8.262345228e-05	0.1	1.316973e-07	0.00117070118	0.1	1.316973e-07	1.60719817e-06	0.1
