Batch	m_SP	7	P4	W4_L	W3	R	P1	P2_L	P3											
6.523192e-10	9.796787031150001e-06	0.1	6.523192e-10	3.0250303287526e-08	0.1	6.523192e-10	1.308788e-07	0.1	6.523192e-10	2.439223e-11	0.1	6.523192e-10	4.170285e-08	0.1	6.523192e-10	2.0482921e-10	0.1	6.523192e-10	2.49168e-11	0.1
1.665996e-09	9.4893111569893e-06	0.1	1.665996e-09	7.604333076408001e-08	0.1	1.665996e-09	3.290035e-07	0.1	1.665996e-09	6.131729e-11	0.1	1.665996e-09	1.048328e-07	0.1	1.665996e-09	5.149004700000001e-10	0.1	1.665996e-09	6.263594e-11	0.1
4.239669e-09	8.7513088605903e-06	0.1	4.239669e-09	1.8595610210697e-07	0.1	4.239669e-09	8.045441e-07	0.1	4.239669e-09	1.499451e-10	0.1	4.239669e-09	2.563578e-07	0.1	4.239669e-09	1.25913596e-09	0.1	4.239669e-09	1.531697e-10	0.1
7.842812e-09	7.8135189571895e-06	0.1	7.842812e-09	3.256238371605e-07	0.1	7.842812e-09	1.40882e-06	0.1	7.842812e-09	2.625657e-10	0.1	7.842812e-09	4.489027e-07	0.1	7.842812e-09	2.20484587e-09	0.1	7.842812e-09	2.682123e-10	0.1
1.041648e-08	7.205846617216201e-06	0.1	1.041648e-08	4.1612622807229996e-07	0.1	1.041648e-08	1.800382e-06	0.1	1.041648e-08	3.355421e-10	0.1	1.041648e-08	5.736687e-07	0.1	1.041648e-08	2.81765116e-09	0.1	1.041648e-08	3.42758e-10	0.1
1.40895e-08	6.4195423101623e-06	0.1	1.40895e-08	5.33232931882e-07	0.1	1.40895e-08	2.307047e-06	0.1	1.40895e-08	4.299706e-10	0.1	1.40895e-08	7.35111e-07	0.1	1.40895e-08	3.6105969700000003e-09	0.1	1.40895e-08	4.392173e-10	0.1
1.972043e-08	5.377421847709e-06	0.1	1.972043e-08	6.88438949604e-07	0.1	1.972043e-08	2.97855e-06	0.1	1.972043e-08	5.551205e-10	0.1	1.972043e-08	9.49077e-07	0.1	1.972043e-08	4.6615203e-09	0.1	1.972043e-08	5.670586e-10	0.1
2.584083e-08	4.4356467637744e-06	0.1	2.584083e-08	8.287004255280001e-07	0.1	2.584083e-08	3.585395e-06	0.1	2.584083e-08	6.682199e-10	0.1	2.584083e-08	1.14244e-06	0.1	2.584083e-08	5.6112510999999996e-09	0.1	2.584083e-08	6.825902e-10	0.1
3.355214e-08	3.4802046732428e-06	0.1	3.355214e-08	9.70997363955e-07	0.1	3.355214e-08	4.201046e-06	0.1	3.355214e-08	7.829605e-10	0.1	3.355214e-08	1.33861e-06	0.1	3.355214e-08	6.5747636e-09	0.1	3.355214e-08	7.997984e-10	0.1
4.232405e-08	2.6409646285574995e-06	0.1	4.232405e-08	1.095987744457e-06	0.1	4.232405e-08	4.741821e-06	0.1	4.232405e-08	8.837463e-10	0.1	4.232405e-08	1.510921e-06	0.1	4.232405e-08	7.4210935e-09	0.1	4.232405e-08	9.027516e-10	0.1
5.109596e-08	2.0041055516907002e-06	0.1	5.109596e-08	1.1908374063260002e-06	0.1	5.109596e-08	5.152191e-06	0.1	5.109596e-08	9.602279e-10	0.1	5.109596e-08	1.64168e-06	0.1	5.109596e-08	8.0633334e-09	0.1	5.109596e-08	9.80878e-10	0.1
5.986787e-08	1.520822054088e-06	0.1	5.986787e-08	1.26281441618e-06	0.1	5.986787e-08	5.463601e-06	0.1	5.986787e-08	1.018266e-09	0.1	5.986787e-08	1.740907e-06	0.1	5.986787e-08	8.5506986e-09	0.1	5.986787e-08	1.040164e-09	0.1
6.863979e-08	1.154081381679e-06	0.1	6.863979e-08	1.3174340834899998e-06	0.1	6.863979e-08	5.699915e-06	0.1	6.863979e-08	1.062309e-09	0.1	6.863979e-08	1.816205e-06	0.1	6.863979e-08	8.9205381e-09	0.1	6.863979e-08	1.085154e-09	0.1
7.74117e-08	8.757787781085201e-07	0.1	7.74117e-08	1.3588827075200002e-06	0.1	7.74117e-08	5.879243e-06	0.1	7.74117e-08	1.095731e-09	0.1	7.74117e-08	1.873346e-06	0.1	7.74117e-08	9.201192e-09	0.1	7.74117e-08	1.119295e-09	0.1
8.618361e-08	6.6458789130998e-07	0.1	8.618361e-08	1.39033667495e-06	0.1	8.618361e-08	6.015327e-06	0.1	8.618361e-08	1.121093e-09	0.1	8.618361e-08	1.916707e-06	0.1	8.618361e-08	9.4141673e-09	0.1	8.618361e-08	1.145203e-09	0.1
9.495553e-08	5.043248480292e-07	0.1	9.495553e-08	1.4142045680599998e-06	0.1	9.495553e-08	6.118595e-06	0.1	9.495553e-08	1.140339e-09	0.1	9.495553e-08	1.949612e-06	0.1	9.495553e-08	9.5757849e-09	0.1	9.495553e-08	1.164863e-09	0.1
1.048252e-07	3.6971786333239996e-07	0.1	1.048252e-07	1.43425195695e-06	0.1	1.048252e-07	6.205331e-06	0.1	1.048252e-07	1.156505e-09	0.1	1.048252e-07	1.97725e-06	0.1	1.048252e-07	9.7115294e-09	0.1	1.048252e-07	1.181376e-09	0.1
