Batch	m_SP	4	Pr1	W1	Pr2	Pr3					
2039704.0	9.81516484737e-06	0.1	2039704.0	1.846618e-07	0.1	2039704.0	2.579147e-11	0.1	2039704.0	1.01663e-13	0.1
4139031.0	9.62861871285e-06	0.1	4139031.0	3.711868e-07	0.1	4139031.0	5.18415e-11	0.1	4139031.0	2.043387e-13	0.1
7871169.0	9.30569094216e-06	0.1	7871169.0	6.940768e-07	0.1	7871169.0	9.693623e-11	0.1	7871169.0	3.820787e-13	0.1
14402410.0	8.76641033502e-06	0.1	14402410.0	1.233296e-06	0.1	14402410.0	1.722434e-10	0.1	14402410.0	6.789002e-13	0.1
25523170.0	7.919104808160001e-06	0.1	25523170.0	2.080504e-06	0.1	25523170.0	2.905642e-10	0.1	25523170.0	1.145259e-12	0.1
43805620.0	6.700402995300001e-06	0.1	43805620.0	3.299066e-06	0.1	43805620.0	4.607483e-10	0.1	43805620.0	1.816036e-12	0.1
65243470.0	5.5080749187e-06	0.1	65243470.0	4.491257e-06	0.1	65243470.0	6.272493e-10	0.1	65243470.0	2.472297e-12	0.1
88784910.0	4.44168958266e-06	0.1	88784910.0	5.557519e-06	0.1	88784910.0	7.761632e-10	0.1	88784910.0	3.059238e-12	0.1
112326400.0	3.5817601820400002e-06	0.1	112326400.0	6.417349e-06	0.1	112326400.0	8.962468e-10	0.1	112326400.0	3.532545e-12	0.1
135867800.0	2.8883171165400002e-06	0.1	135867800.0	7.110713e-06	0.1	135867800.0	9.930818e-10	0.1	135867800.0	3.914218e-12	0.1
159409200.0	2.3291277084900005e-06	0.1	159409200.0	7.669838e-06	0.1	159409200.0	1.071169e-09	0.1	159409200.0	4.221997e-12	0.1
182950700.0	1.87819921782e-06	0.1	182950700.0	8.120715e-06	0.1	182950700.0	1.134138e-09	0.1	182950700.0	4.47019e-12	0.1
210321500.0	1.4624753751e-06	0.1	210321500.0	8.536391e-06	0.1	210321500.0	1.192191e-09	0.1	210321500.0	4.699005e-12	0.1
238649700.0	1.12884771141e-06	0.1	238649700.0	8.86998e-06	0.1	238649700.0	1.238781e-09	0.1	238649700.0	4.882635e-12	0.1
266977800.0	8.71328786625e-07	0.1	266977800.0	9.12747e-06	0.1	266977800.0	1.274741e-09	0.1	266977800.0	5.024374e-12	0.1
295306000.0	6.72556474368e-07	0.1	295306000.0	9.326219e-06	0.1	295306000.0	1.302499e-09	0.1	295306000.0	5.133778e-12	0.1
325941900.0	5.082932170170001e-07	0.1	325941900.0	9.490463e-06	0.1	325941900.0	1.325437e-09	0.1	325941900.0	5.224189e-12	0.1
360039600.0	3.72184478118e-07	0.1	360039600.0	9.626556e-06	0.1	360039600.0	1.344444e-09	0.1	360039600.0	5.299104e-12	0.1
394137200.0	2.72522374749e-07	0.1	394137200.0	9.726207e-06	0.1	394137200.0	1.358361e-09	0.1	394137200.0	5.353958e-12	0.1
428234800.0	1.99547404506e-07	0.1	428234800.0	9.799174e-06	0.1	428234800.0	1.368551e-09	0.1	428234800.0	5.394124e-12	0.1
466663100.0	1.40442495561e-07	0.1	466663100.0	9.858272e-06	0.1	466663100.0	1.376805e-09	0.1	466663100.0	5.426655e-12	0.1
