Batch	m_SP	5	N1a_L	C5H5	T1a_L	T4a_L	N7a_L							
1.866146e-11	9.737205778229851e-06	0.1	1.866146e-11	2.090497e-07	0.1	1.866146e-11	1.57900466e-07	0.1	1.866146e-11	1.5787673010000002e-11	0.1	1.866146e-11	1.8778016e-15	0.1
3.994346e-11	9.446145983996639e-06	0.1	3.994346e-11	4.407505e-07	0.1	3.994346e-11	3.3292309299999994e-07	0.1	3.994346e-11	3.3407175880000006e-11	0.1	3.994346e-11	8.5154235e-15	0.1
8.921566e-11	8.805246988736251e-06	0.1	8.921566e-11	9.509028e-07	0.1	8.921566e-11	7.1833393e-07	0.1	8.921566e-11	7.26897918e-11	0.1	8.921566e-11	4.1494994e-14	0.1
1.779056e-10	7.75925672814499e-06	0.1	1.779056e-10	1.783378e-06	0.1	1.779056e-10	1.34741552e-06	0.1	1.779056e-10	1.3846673129999997e-10	0.1	1.779056e-10	1.582772e-13	0.1
2.892763e-10	6.6199954310938286e-06	0.1	2.892763e-10	2.689884e-06	0.1	2.892763e-10	2.03269549e-06	0.1	2.892763e-10	2.1307781090000003e-10	0.1	2.892763e-10	3.9763334e-13	0.1
4.091978e-10	5.57962971142057e-06	0.1	4.091978e-10	3.51749e-06	0.1	4.091978e-10	2.6585963299999994e-06	0.1	4.091978e-10	2.848670165e-10	0.1	4.091978e-10	7.5416081e-13	0.1
5.486258e-10	4.5738440084087905e-06	0.1	5.486258e-10	4.317362e-06	0.1	5.486258e-10	3.26380791e-06	0.1	5.486258e-10	3.589725371e-10	0.1	5.486258e-10	1.27614308e-12	0.1
7.010583e-10	3.6805595055478e-06	0.1	7.010583e-10	5.027544e-06	0.1	7.010583e-10	3.80143905e-06	0.1	7.010583e-10	4.3049928650000005e-10	0.1	7.010583e-10	1.954789e-12	0.1
8.534908e-10	2.961789259665188e-06	0.1	8.534908e-10	5.598798e-06	0.1	8.534908e-10	4.23413119e-06	0.1	8.534908e-10	4.93980241e-10	0.1	8.534908e-10	2.7238536000000004e-12	0.1
1.005923e-09	2.38343034984109e-06	0.1	1.005923e-09	6.058313e-06	0.1	1.005923e-09	4.582373390000001e-06	0.1	1.005923e-09	5.509685265e-10	0.1	1.005923e-09	3.5647021e-12	0.1
1.16461e-09	1.9010236452282e-06	0.1	1.16461e-09	6.441469e-06	0.1	1.16461e-09	4.87290367e-06	0.1	1.16461e-09	6.047395114e-10	0.1	1.16461e-09	4.5001814e-12	0.1
1.348316e-09	1.463182450729454e-06	0.1	1.348316e-09	6.78911e-06	0.1	1.348316e-09	5.1366575199999995e-06	0.1	1.348316e-09	6.613582475e-10	0.1	1.348316e-09	5.6422944e-12	0.1
1.532022e-09	1.126213123369635e-06	0.1	1.532022e-09	7.056562e-06	0.1	1.532022e-09	5.33969834e-06	0.1	1.532022e-09	7.132329908999999e-10	0.1	1.532022e-09	6.8321929e-12	0.1
1.715727e-09	8.668691694047791e-07	0.1	1.715727e-09	7.26233e-06	0.1	1.715727e-09	5.49600609e-06	0.1	1.715727e-09	7.61418361e-10	0.1	1.715727e-09	8.057083399999999e-12	0.1
1.899433e-09	6.67263535479405e-07	0.1	1.899433e-09	7.420645e-06	0.1	1.899433e-09	5.616337400000001e-06	0.1	1.899433e-09	8.067239090000001e-10	0.1	1.899433e-09	9.3070934e-12	0.1
2.113348e-09	4.919993221374384e-07	0.1	2.113348e-09	7.559603e-06	0.1	2.113348e-09	5.7220245e-06	0.1	2.113348e-09	8.56669326e-10	0.1	2.113348e-09	1.07842859e-11	0.1
2.334815e-09	3.589009659537096e-07	0.1	2.334815e-09	7.665088e-06	0.1	2.334815e-09	5.802310200000001e-06	0.1	2.334815e-09	9.05933481e-10	0.1	2.334815e-09	1.23289969e-11	0.1
2.556282e-09	2.6181825739409153e-07	0.1	2.556282e-09	7.742e-06	0.1	2.556282e-09	5.8608884e-06	0.1	2.556282e-09	9.533026950000001e-10	0.1	2.556282e-09	1.3881970999999999e-11	0.1
2.786693e-09	1.885861546831782e-07	0.1	2.786693e-09	7.799995e-06	0.1	2.786693e-09	5.9050908e-06	0.1	2.786693e-09	1.001041109e-09	0.1	2.786693e-09	1.5500554e-11	0.1
3.052876e-09	1.29097224502591e-07	0.1	3.052876e-09	7.847088e-06	0.1	3.052876e-09	5.9410102e-06	0.1	3.052876e-09	1.054682534e-09	0.1	3.052876e-09	1.7368357000000002e-11	0.1
