# T[K]         W1         Pr1         Pr2         Pr3         sum_k_Pr_i
3.00e+02	3.65e+11	2.56e+07	4.88e+07	3.66e+11	3.66e+11
4.00e+02	9.47e+11	1.26e+08	2.18e+08	9.48e+11	9.48e+11
5.00e+02	1.72e+12	4.36e+08	6.81e+08	1.72e+12	1.72e+12
6.00e+02	2.57e+12	1.25e+09	1.77e+09	2.57e+12	2.57e+12
7.00e+02	3.42e+12	3.22e+09	4.08e+09	3.44e+12	3.43e+12
8.00e+02	4.24e+12	7.55e+09	8.65e+09	4.27e+12	4.26e+12
9.00e+02	5.00e+12	1.64e+10	1.71e+10	5.05e+12	5.04e+12
1.00e+03	5.68e+12	3.31e+10	3.16e+10	5.77e+12	5.75e+12
1.10e+03	6.26e+12	6.17e+10	5.45e+10	6.41e+12	6.37e+12
1.20e+03	6.70e+12	1.07e+11	8.83e+10	6.95e+12	6.90e+12
1.30e+03	7.01e+12	1.73e+11	1.34e+11	7.38e+12	7.31e+12
1.40e+03	7.15e+12	2.63e+11	1.93e+11	7.69e+12	7.61e+12
1.50e+03	7.13e+12	3.74e+11	2.65e+11	7.87e+12	7.77e+12
1.60e+03	6.97e+12	5.07e+11	3.46e+11	7.93e+12	7.82e+12
1.70e+03	6.67e+12	6.57e+11	4.34e+11	7.88e+12	7.76e+12
1.80e+03	6.28e+12	8.18e+11	5.25e+11	7.75e+12	7.62e+12
1.90e+03	5.79e+12	9.86e+11	6.16e+11	7.52e+12	7.39e+12
2.00e+03	5.27e+12	1.15e+12	7.02e+11	7.25e+12	7.12e+12
2.10e+03	4.72e+12	1.31e+12	7.83e+11	6.94e+12	6.82e+12
2.20e+03	4.18e+12	1.46e+12	8.56e+11	6.62e+12	6.50e+12
2.30e+03	3.66e+12	1.59e+12	9.20e+11	6.29e+12	6.18e+12
2.40e+03	3.17e+12	1.72e+12	9.75e+11	5.97e+12	5.87e+12
2.50e+03	2.74e+12	1.84e+12	1.02e+12	5.68e+12	5.60e+12
