Batch	m_SP	2	P2_L	W4_L	
2.445496e-11	9.742182203944199e-06	0.1	2.445496e-11	7.283765e-08	0.1
5.180548e-11	9.4625099071494e-06	0.1	5.180548e-11	1.523946e-07	0.1
1.172176e-10	8.8280802549559e-06	0.1	1.172176e-10	3.347933e-07	0.1
2.188913e-10	7.9309580669949e-06	0.1	2.188913e-10	5.975315e-07	0.1
2.821708e-10	7.422341673956801e-06	0.1	2.821708e-10	7.491561e-07	0.1
3.713196e-10	6.764152185378e-06	0.1	3.713196e-10	9.484325e-07	0.1
5.025911e-10	5.9058625244903995e-06	0.1	5.025911e-10	1.213857e-06	0.1
6.576327e-10	5.0387756015948e-06	0.1	6.576327e-10	1.488984e-06	0.1
8.387066e-10	4.1935896095707e-06	0.1	8.387066e-10	1.764645e-06	0.1
1.058829e-09	3.3625932869975e-06	0.1	1.058829e-09	2.043738e-06	0.1
1.278951e-09	2.7023042514363e-06	0.1	1.278951e-09	2.271886e-06	0.1
1.499073e-09	2.1758103857885e-06	0.1	1.499073e-09	2.458335e-06	0.1
1.719195e-09	1.7547165290680602e-06	0.1	1.719195e-09	2.610655e-06	0.1
1.939317e-09	1.41703212304896e-06	0.1	1.939317e-09	2.735047e-06	0.1
2.177597e-09	1.12575585474958e-06	0.1	2.177597e-09	2.844083e-06	0.1
2.443115e-09	8.722332213466001e-07	0.1	2.443115e-09	2.940401e-06	0.1
2.708632e-09	6.7651997471226e-07	0.1	2.708632e-09	3.015719e-06	0.1
2.996019e-09	5.1433057275017e-07	0.1	2.996019e-09	3.07881e-06	0.1
3.31621e-09	3.793069860312001e-07	0.1	3.31621e-09	3.131816e-06	0.1
3.636402e-09	2.799189819504e-07	0.1	3.636402e-09	3.171114e-06	0.1
3.995439e-09	1.99213670697825e-07	0.1	3.995439e-09	3.203188e-06	0.1
4.380374e-09	1.3841233813386802e-07	0.1	4.380374e-09	3.227423e-06	0.1
