	T[K]	W4	W5	W1
600 0.44255 0.55489 0.00125
700 0.42957 0.56614 0.00287
800 0.41886 0.57441 0.00533
900 0.40962 0.58038 0.00861
1000 0.40179 0.58425 0.01264
1100 0.00021 0.00029 0.99950
1200 0.37569 0.00000 0.62422
1300 0.19838 0.00000 0.80162
1400 0.54020 0.00000 0.45952
1500 0.01150 0.00000 0.98850
1600 0.35713 0.00000 0.64287
1700 0.39958 0.00000 0.60042
1800 0.27012 0.00000 0.72988
1900 0.75458 0.00000 0.24542
2000 0.54190 0.00000 0.45810
2100 0.47329 0.00000 0.52669
