Batch	m_SP	5	P1	R	P2_L	P3	P4	
0.000000000000e+00	9.999900000000e-06	1.000000000000e-01	0.000000000000e+00	0.000000000000e+00	1.000000000000e-01	0.000000000000e+00	0.000000000000e+00	1.000000000000e-01	0.000000000000e+00	0.000000000000e+00	1.000000000000e-01	0.000000000000e+00	0.000000000000e+00	1.000000000000e-01
8.641849000000e-10	9.999893000070e-06	1.000000000000e-01	8.641849000000e-10	3.609881000000e-17	1.000000000000e-01	8.641849000000e-10	7.648613740000e-15	1.000000000000e-01	8.641849000000e-10	5.339206000000e-17	1.000000000000e-01	8.641849000000e-10	1.064669000000e-17	1.000000000000e-01
9.122315000000e-09	9.999834000660e-06	1.000000000000e-01	9.122315000000e-09	3.949320000000e-16	1.000000000000e-01	9.122315000000e-09	8.464143740000e-14	1.000000000000e-01	9.122315000000e-09	5.804090000000e-16	1.000000000000e-01	9.122315000000e-09	1.157414000000e-16	1.000000000000e-01
2.883578000000e-08	9.999740001600e-06	1.000000000000e-01	2.883578000000e-08	1.360909000000e-15	1.000000000000e-01	2.883578000000e-08	2.917918595000e-13	1.000000000000e-01	2.883578000000e-08	1.970411000000e-15	1.000000000000e-01	2.883578000000e-08	3.951708000000e-16	1.000000000000e-01
5.183946000000e-08	9.999679002210e-06	1.000000000000e-01	5.183946000000e-08	2.691240000000e-15	1.000000000000e-01	5.183946000000e-08	5.598251000000e-13	1.000000000000e-01	5.183946000000e-08	3.836127000000e-15	1.000000000000e-01	5.183946000000e-08	7.789270000000e-16	1.000000000000e-01
7.867784000000e-08	9.999644002560e-06	1.000000000000e-01	7.867784000000e-08	4.527071000000e-15	1.000000000000e-01	7.867784000000e-08	8.917657250000e-13	1.000000000000e-01	7.867784000000e-08	6.351978000000e-15	1.000000000000e-01	7.867784000000e-08	1.312445000000e-15	1.000000000000e-01
1.111398000000e-07	9.999626002740e-06	1.000000000000e-01	1.111398000000e-07	7.158848000000e-15	1.000000000000e-01	1.111398000000e-07	1.307067004000e-12	1.000000000000e-01	1.111398000000e-07	9.885500000000e-15	1.000000000000e-01	1.111398000000e-07	2.087151000000e-15	1.000000000000e-01
1.514867000000e-07	9.999616002840e-06	1.000000000000e-01	1.514867000000e-07	1.105361000000e-14	1.000000000000e-01	1.514867000000e-07	1.833297107000e-12	1.000000000000e-01	1.514867000000e-07	1.502039000000e-14	1.000000000000e-01	1.514867000000e-07	3.251962000000e-15	1.000000000000e-01
2.042655000000e-07	9.999612002880e-06	1.000000000000e-01	2.042655000000e-07	1.717458000000e-14	1.000000000000e-01	2.042655000000e-07	2.530154259000e-12	1.000000000000e-01	2.042655000000e-07	2.295935000000e-14	1.000000000000e-01	2.042655000000e-07	5.116312000000e-15	1.000000000000e-01
2.788818000000e-07	9.999610002900e-06	1.000000000000e-01	2.788818000000e-07	2.775895000000e-14	1.000000000000e-01	2.788818000000e-07	3.525759724000e-12	1.000000000000e-01	2.788818000000e-07	3.648186000000e-14	1.000000000000e-01	2.788818000000e-07	8.411081000000e-15	1.000000000000e-01
3.995861000000e-07	9.999606002940e-06	1.000000000000e-01	3.995861000000e-07	4.946902000000e-14	1.000000000000e-01	3.995861000000e-07	5.157616020000e-12	1.000000000000e-01	3.995861000000e-07	6.381886000000e-14	1.000000000000e-01	3.995861000000e-07	1.536859000000e-14	1.000000000000e-01
6.305078000000e-07	9.999601002990e-06	1.000000000000e-01	6.305078000000e-07	1.056838000000e-13	1.000000000000e-01	6.305078000000e-07	8.346082470000e-12	1.000000000000e-01	6.305078000000e-07	1.335952000000e-13	1.000000000000e-01	6.305078000000e-07	3.423638000000e-14	1.000000000000e-01
1.150082000000e-06	9.999587003130e-06	1.000000000000e-01	1.150082000000e-06	2.927474000000e-13	1.000000000000e-01	1.150082000000e-06	1.579431060000e-11	1.000000000000e-01	1.150082000000e-06	3.627121000000e-13	1.000000000000e-01	1.150082000000e-06	1.028886000000e-13	1.000000000000e-01
2.304690000000e-06	9.999559003410e-06	1.000000000000e-01	2.304690000000e-06	9.268484000000e-13	1.000000000000e-01	2.304690000000e-06	3.333444980000e-11	1.000000000000e-01	2.304690000000e-06	1.131867000000e-12	1.000000000000e-01	2.304690000000e-06	3.802880000000e-13	1.000000000000e-01
4.613907000000e-06	9.999504003960e-06	1.000000000000e-01	4.613907000000e-06	2.669137000000e-12	1.000000000000e-01	4.613907000000e-06	7.056063780000e-11	1.000000000000e-01	4.613907000000e-06	3.234538000000e-12	1.000000000000e-01	4.613907000000e-06	1.410462000000e-12	1.000000000000e-01
8.653832000000e-06	9.999410004900e-06	1.000000000000e-01	8.653832000000e-06	6.193656000000e-12	1.000000000000e-01	8.653832000000e-06	1.378418370000e-10	1.000000000000e-01	8.653832000000e-06	7.479992000000e-12	1.000000000000e-01	8.653832000000e-06	4.516522000000e-12	1.000000000000e-01
1.486971000000e-05	9.999271006290e-06	1.000000000000e-01	1.486971000000e-05	1.180291000000e-11	1.000000000000e-01	1.486971000000e-05	2.421873210000e-10	1.000000000000e-01	1.486971000000e-05	1.423234000000e-11	1.000000000000e-01	1.486971000000e-05	1.179185000000e-11	1.000000000000e-01
2.694543000000e-05	9.999007008930e-06	1.000000000000e-01	2.694543000000e-05	2.275124000000e-11	1.000000000000e-01	2.694543000000e-05	4.449834190000e-10	1.000000000000e-01	2.694543000000e-05	2.739995000000e-11	1.000000000000e-01	2.694543000000e-05	3.141712000000e-11	1.000000000000e-01
