Batch	m_SP	5	N1a_L	N7a_L	Nphln	Flvln	Azln							
1.167885e-11	0.989898197	0.1	1.167885e-11	0.0078065859	0.1	1.167885e-11	3.08713e-06	0.1	1.167885e-11	0.000990612	0.1	1.167885e-11	5.344997e-08	0.1
1.383183e-11	0.9880463621	0.1	1.383183e-11	0.0092698434	0.1	1.383183e-11	3.900857e-06	0.1	1.383183e-11	0.001172176	0.1	1.383183e-11	6.326557e-08	0.1
1.676463e-11	0.9855290942999999	0.1	1.676463e-11	0.011258889300000002	0.1	1.676463e-11	5.128277e-06	0.1	1.676463e-11	0.001418975	0.1	1.676463e-11	7.660827e-08	0.1
2.063616e-11	0.9822153744	0.1	2.063616e-11	0.013877137099999999	0.1	2.063616e-11	6.95703e-06	0.1	2.063616e-11	0.001743832	0.1	2.063616e-11	9.417184e-08	0.1
2.670342e-11	0.9770434722000001	0.1	2.670342e-11	0.017963224	0.1	2.670342e-11	1.029478e-05	0.1	2.670342e-11	0.002250787	0.1	2.670342e-11	1.215821e-07	0.1
3.277069e-11	0.9718975122	0.1	3.277069e-11	0.0220283958	0.1	3.277069e-11	1.420052e-05	0.1	3.277069e-11	0.002755119	0.1	3.277069e-11	1.488524e-07	0.1
3.883796e-11	0.9667776809999999	0.1	3.883796e-11	0.026072615400000002	0.1	3.883796e-11	1.866516e-05	0.1	3.883796e-11	0.003256826	0.1	3.883796e-11	1.759823e-07	0.1
4.490522e-11	0.9616839266000001	0.1	4.490522e-11	0.030095874100000003	0.1	4.490522e-11	2.367973e-05	0.1	4.490522e-11	0.003755906	0.1	4.490522e-11	2.029717e-07	0.1
5.122169e-11	0.9564088704	0.1	5.122169e-11	0.0342620967	0.1	5.122169e-11	2.947496e-05	0.1	5.122169e-11	0.004272697	0.1	5.122169e-11	2.309202e-07	0.1
5.853497e-11	0.9503364535000001	0.1	5.853497e-11	0.0390574129	0.1	5.853497e-11	3.690422e-05	0.1	5.853497e-11	0.004867494	0.1	5.853497e-11	2.630889e-07	0.1
6.584825e-11	0.9443021019	0.1	6.584825e-11	0.043822304	0.1	6.584825e-11	4.509108e-05	0.1	6.584825e-11	0.005458486	0.1	6.584825e-11	2.950535e-07	0.1
