	T[K]	W4	W5	W1
600 0.44254 0.55488 0.00125
700 0.42953 0.56609 0.00287
800 0.41885 0.57440 0.00533
900 0.40962 0.58039 0.00861
1000 0.40180 0.58427 0.01264
1100 0.41214 0.58651 0.00000
1200 0.00000 0.99875 0.00000
1300 0.00000 0.99888 0.00000
1400 0.00000 0.99879 0.00000
1500 0.00000 0.99869 0.00000
1600 0.00000 0.99847 0.00000
1700 0.00000 0.99835 0.00000
1800 0.00000 0.99872 0.00000
1900 0.00000 0.99823 0.00000
2000 0.00000 0.99856 0.00000
2100 0.00000 0.99837 0.00000
