Batch	m_SP	7	W3	W4_L	R	P1	P2_L	P3	P4	
1.246906000000e-06	9.899405000000e-01	1.000000000000e-01	1.246906000000e-06	2.159976500000e-05	1.000000000000e-01	1.246906000000e-06	5.641051000000e-07	1.000000000000e-01	1.246906000000e-06	4.455821000000e-03	1.000000000000e-01	1.246906000000e-06	8.648184800000e-06	1.000000000000e-01	1.246906000000e-06	6.484565000000e-07	1.000000000000e-01	1.246906000000e-06	2.521301000000e-04	1.000000000000e-01
1.388934000000e-06	9.888251000000e-01	1.000000000000e-01	1.388934000000e-06	2.412056200000e-05	1.000000000000e-01	1.388934000000e-06	6.336750000000e-07	1.000000000000e-01	1.388934000000e-06	5.005617000000e-03	1.000000000000e-01	1.388934000000e-06	9.509618400000e-06	1.000000000000e-01	1.388934000000e-06	7.162843000000e-07	1.000000000000e-01	1.388934000000e-06	2.540331000000e-04	1.000000000000e-01
1.530962000000e-06	9.877111000000e-01	1.000000000000e-01	1.530962000000e-06	2.665332000000e-05	1.000000000000e-01	1.530962000000e-06	7.042292000000e-07	1.000000000000e-01	1.530962000000e-06	5.556767000000e-03	1.000000000000e-01	1.530962000000e-06	1.033207790000e-05	1.000000000000e-01	1.530962000000e-06	7.816555000000e-07	1.000000000000e-01	1.530962000000e-06	2.550831000000e-04	1.000000000000e-01
1.672990000000e-06	9.865983000000e-01	1.000000000000e-01	1.672990000000e-06	2.919879000000e-05	1.000000000000e-01	1.672990000000e-06	7.757676000000e-07	1.000000000000e-01	1.672990000000e-06	6.108641000000e-03	1.000000000000e-01	1.672990000000e-06	1.111391600000e-05	1.000000000000e-01	1.672990000000e-06	8.444144000000e-07	1.000000000000e-01	1.672990000000e-06	2.556217000000e-04	1.000000000000e-01
1.821138000000e-06	9.854390000000e-01	1.000000000000e-01	1.821138000000e-06	3.186798000000e-05	1.000000000000e-01	1.821138000000e-06	8.514368000000e-07	1.000000000000e-01	1.821138000000e-06	6.684578000000e-03	1.000000000000e-01	1.821138000000e-06	1.188510360000e-05	1.000000000000e-01	1.821138000000e-06	9.069798000000e-07	1.000000000000e-01	1.821138000000e-06	2.558602000000e-04	1.000000000000e-01
1.993766000000e-06	9.840901000000e-01	1.000000000000e-01	1.993766000000e-06	3.499655000000e-05	1.000000000000e-01	1.993766000000e-06	9.409557000000e-07	1.000000000000e-01	1.993766000000e-06	7.355572000000e-03	1.000000000000e-01	1.993766000000e-06	1.272601170000e-05	1.000000000000e-01	1.993766000000e-06	9.760616000000e-07	1.000000000000e-01	1.993766000000e-06	2.558997000000e-04	1.000000000000e-01
2.166394000000e-06	9.827434000000e-01	1.000000000000e-01	2.166394000000e-06	3.814463000000e-05	1.000000000000e-01	2.166394000000e-06	1.031912000000e-06	1.000000000000e-01	2.166394000000e-06	8.026066000000e-03	1.000000000000e-01	2.166394000000e-06	1.350508690000e-05	1.000000000000e-01	2.166394000000e-06	1.040999000000e-06	1.000000000000e-01	2.166394000000e-06	2.557981000000e-04	1.000000000000e-01
2.367859000000e-06	9.811747000000e-01	1.000000000000e-01	2.367859000000e-06	4.184227000000e-05	1.000000000000e-01	2.367859000000e-06	1.139853000000e-06	1.000000000000e-01	2.367859000000e-06	8.807573000000e-03	1.000000000000e-01	2.367859000000e-06	1.433770720000e-05	1.000000000000e-01	2.367859000000e-06	1.111590000000e-06	1.000000000000e-01	2.367859000000e-06	2.555878000000e-04	1.000000000000e-01
2.576534000000e-06	9.795535000000e-01	1.000000000000e-01	2.576534000000e-06	4.569729000000e-05	1.000000000000e-01	2.576534000000e-06	1.253645000000e-06	1.000000000000e-01	2.576534000000e-06	9.615643000000e-03	1.000000000000e-01	2.576534000000e-06	1.511638710000e-05	1.000000000000e-01	2.576534000000e-06	1.178968000000e-06	1.000000000000e-01	2.576534000000e-06	2.553187000000e-04	1.000000000000e-01
2.818756000000e-06	9.776763000000e-01	1.000000000000e-01	2.818756000000e-06	5.020055000000e-05	1.000000000000e-01	2.818756000000e-06	1.388190000000e-06	1.000000000000e-01	2.818756000000e-06	1.055158000000e-02	1.000000000000e-01	2.818756000000e-06	1.591950100000e-05	1.000000000000e-01	2.818756000000e-06	1.250197000000e-06	1.000000000000e-01	2.818756000000e-06	2.549771000000e-04	1.000000000000e-01
3.069365000000e-06	9.757397000000e-01	1.000000000000e-01	3.069365000000e-06	5.488697000000e-05	1.000000000000e-01	3.069365000000e-06	1.530056000000e-06	1.000000000000e-01	3.069365000000e-06	1.151744000000e-02	1.000000000000e-01	3.069365000000e-06	1.664520700000e-05	1.000000000000e-01	3.069365000000e-06	1.316521000000e-06	1.000000000000e-01	3.069365000000e-06	2.546100000000e-04	1.000000000000e-01
3.363754000000e-06	9.734719000000e-01	1.000000000000e-01	3.363754000000e-06	6.041966000000e-05	1.000000000000e-01	3.363754000000e-06	1.699979000000e-06	1.000000000000e-01	3.363754000000e-06	1.264866000000e-02	1.000000000000e-01	3.363754000000e-06	1.737483630000e-05	1.000000000000e-01	3.363754000000e-06	1.385725000000e-06	1.000000000000e-01	3.363754000000e-06	2.541728000000e-04	1.000000000000e-01
3.669088000000e-06	9.711279000000e-01	1.000000000000e-01	3.669088000000e-06	6.617969000000e-05	1.000000000000e-01	3.669088000000e-06	1.879714000000e-06	1.000000000000e-01	3.669088000000e-06	1.381798000000e-02	1.000000000000e-01	3.669088000000e-06	1.800872630000e-05	1.000000000000e-01	3.669088000000e-06	1.448691000000e-06	1.000000000000e-01	3.669088000000e-06	2.537177000000e-04	1.000000000000e-01
4.040016000000e-06	9.682918000000e-01	1.000000000000e-01	4.040016000000e-06	7.319210000000e-05	1.000000000000e-01	4.040016000000e-06	2.102463000000e-06	1.000000000000e-01	4.040016000000e-06	1.523305000000e-02	1.000000000000e-01	4.040016000000e-06	1.863652790000e-05	1.000000000000e-01	4.040016000000e-06	1.514846000000e-06	1.000000000000e-01	4.040016000000e-06	2.531657000000e-04	1.000000000000e-01
4.456448000000e-06	9.651224000000e-01	1.000000000000e-01	4.456448000000e-06	8.106481000000e-05	1.000000000000e-01	4.456448000000e-06	2.357742000000e-06	1.000000000000e-01	4.456448000000e-06	1.681455000000e-02	1.000000000000e-01	4.456448000000e-06	1.919013870000e-05	1.000000000000e-01	4.456448000000e-06	1.577966000000e-06	1.000000000000e-01	4.456448000000e-06	2.525482000000e-04	1.000000000000e-01
4.924763000000e-06	9.615765000000e-01	1.000000000000e-01	4.924763000000e-06	8.989448000000e-05	1.000000000000e-01	4.924763000000e-06	2.650651000000e-06	1.000000000000e-01	4.924763000000e-06	1.858404000000e-02	1.000000000000e-01	4.924763000000e-06	1.966473430000e-05	1.000000000000e-01	4.924763000000e-06	1.637844000000e-06	1.000000000000e-01	4.924763000000e-06	2.518570000000e-04	1.000000000000e-01
5.479271000000e-06	9.574031000000e-01	1.000000000000e-01	5.479271000000e-06	1.002868900000e-04	1.000000000000e-01	5.479271000000e-06	3.004354000000e-06	1.000000000000e-01	5.479271000000e-06	2.066687000000e-02	1.000000000000e-01	5.479271000000e-06	2.007806350000e-05	1.000000000000e-01	5.479271000000e-06	1.697342000000e-06	1.000000000000e-01	5.479271000000e-06	2.510431000000e-04	1.000000000000e-01
6.170855000000e-06	9.522356000000e-01	1.000000000000e-01	6.170855000000e-06	1.131150700000e-04	1.000000000000e-01	6.170855000000e-06	3.454185000000e-06	1.000000000000e-01	6.170855000000e-06	2.324599000000e-02	1.000000000000e-01	6.170855000000e-06	2.043970660000e-05	1.000000000000e-01	6.170855000000e-06	1.759384000000e-06	1.000000000000e-01	6.170855000000e-06	2.500349000000e-04	1.000000000000e-01
7.006011000000e-06	9.460503000000e-01	1.000000000000e-01	7.006011000000e-06	1.283650700000e-04	1.000000000000e-01	7.006011000000e-06	4.007424000000e-06	1.000000000000e-01	7.006011000000e-06	2.633327000000e-02	1.000000000000e-01	7.006011000000e-06	2.073523760000e-05	1.000000000000e-01	7.006011000000e-06	1.822613000000e-06	1.000000000000e-01	7.006011000000e-06	2.488275000000e-04	1.000000000000e-01
8.005121000000e-06	9.387286000000e-01	1.000000000000e-01	8.005121000000e-06	1.462210200000e-04	1.000000000000e-01	8.005121000000e-06	4.679247000000e-06	1.000000000000e-01	8.005121000000e-06	2.998796000000e-02	1.000000000000e-01	8.005121000000e-06	2.097587080000e-05	1.000000000000e-01	8.005121000000e-06	1.888107000000e-06	1.000000000000e-01	8.005121000000e-06	2.473973000000e-04	1.000000000000e-01
9.208722000000e-06	9.300191000000e-01	1.000000000000e-01	9.208722000000e-06	1.671430000000e-04	1.000000000000e-01	9.208722000000e-06	5.496015000000e-06	1.000000000000e-01	9.208722000000e-06	3.433561000000e-02	1.000000000000e-01	9.208722000000e-06	2.118388430000e-05	1.000000000000e-01	9.208722000000e-06	1.958450000000e-06	1.000000000000e-01	9.208722000000e-06	2.456948000000e-04	1.000000000000e-01
