Batch	m_SP	2	Pr2	Pr1	
1.003003000000e+05	9.999900000000e-06	1.000000000000e-01	1.003003000000e+05	1.033685000000e-17	1.000000000000e-01
3.300300000000e+06	9.999900000000e-06	1.000000000000e-01	3.300300000000e+06	5.124163000000e-14	1.000000000000e-01
8.941804000000e+07	9.999898000020e-06	1.000000000000e-01	8.941804000000e+07	1.780370000000e-12	1.000000000000e-01
3.140730000000e+08	9.999894000060e-06	1.000000000000e-01	3.140730000000e+08	6.288202000000e-12	1.000000000000e-01
4.638430000000e+08	9.999891000090e-06	1.000000000000e-01	4.638430000000e+08	9.292677000000e-12	1.000000000000e-01
9.880380000000e+08	9.999880000200e-06	1.000000000000e-01	9.880380000000e+08	1.980661000000e-11	1.000000000000e-01
2.635508000000e+09	9.999847000530e-06	1.000000000000e-01	2.635508000000e+09	5.285220000000e-11	1.000000000000e-01
7.428148000000e+09	9.999751001490e-06	1.000000000000e-01	7.428148000000e+09	1.489825000000e-10	1.000000000000e-01
2.420239000000e+10	9.999415004850e-06	1.000000000000e-01	2.420239000000e+10	4.854103000000e-10	1.000000000000e-01
7.482775000000e+10	9.998400015000e-06	1.000000000000e-01	7.482775000000e+10	1.500067000000e-09	1.000000000000e-01
1.943659000000e+11	9.996014038860e-06	1.000000000000e-01	1.943659000000e+11	3.886139000000e-09	1.000000000000e-01
3.962740000000e+11	9.992052078480e-06	1.000000000000e-01	3.962740000000e+11	7.848367000000e-09	1.000000000000e-01
7.001578000000e+11	9.986384135160e-06	1.000000000000e-01	7.001578000000e+11	1.351590000000e-08	1.000000000000e-01
1.116008000000e+12	9.979503203970e-06	1.000000000000e-01	1.116008000000e+12	2.039732000000e-08	1.000000000000e-01
1.648121000000e+12	9.972516273840e-06	1.000000000000e-01	1.648121000000e+12	2.738441000000e-08	1.000000000000e-01
2.323761000000e+12	9.966506333940e-06	1.000000000000e-01	2.323761000000e+12	3.339396000000e-08	1.000000000000e-01
2.999401000000e+12	9.962958369420e-06	1.000000000000e-01	2.999401000000e+12	3.694183000000e-08	1.000000000000e-01
3.742110000000e+12	9.960846390540e-06	1.000000000000e-01	3.742110000000e+12	3.905439000000e-08	1.000000000000e-01
4.449802000000e+12	9.959814400860e-06	1.000000000000e-01	4.449802000000e+12	4.008648000000e-08	1.000000000000e-01
5.003530000000e+12	9.959372405280e-06	1.000000000000e-01	5.003530000000e+12	4.052832000000e-08	1.000000000000e-01
5.750192000000e+12	9.959049408510e-06	1.000000000000e-01	5.750192000000e+12	4.085101000000e-08	1.000000000000e-01
6.496853000000e+12	9.958892410080e-06	1.000000000000e-01	6.496853000000e+12	4.100801000000e-08	1.000000000000e-01
7.519857000000e+12	9.958799411010e-06	1.000000000000e-01	7.519857000000e+12	4.110101000000e-08	1.000000000000e-01
8.649882000000e+12	9.958763411370e-06	1.000000000000e-01	8.649882000000e+12	4.113738000000e-08	1.000000000000e-01
1.001675000000e+13	9.958749411510e-06	1.000000000000e-01	1.001675000000e+13	4.115077000000e-08	1.000000000000e-01
1.168883000000e+13	9.958745411550e-06	1.000000000000e-01	1.168883000000e+13	4.115464000000e-08	1.000000000000e-01
1.411596000000e+13	9.958745411550e-06	1.000000000000e-01	1.411596000000e+13	4.115550000000e-08	1.000000000000e-01
1.783980000000e+13	9.958745411550e-06	1.000000000000e-01	1.783980000000e+13	4.115558000000e-08	1.000000000000e-01
2.431662000000e+13	9.958745411550e-06	1.000000000000e-01	2.431662000000e+13	4.115558000000e-08	1.000000000000e-01
3.565105000000e+13	9.958745411550e-06	1.000000000000e-01	3.565105000000e+13	4.115558000000e-08	1.000000000000e-01
5.831991000000e+13	9.958745411550e-06	1.000000000000e-01	5.831991000000e+13	4.115559000000e-08	1.000000000000e-01
1.101344000000e+14	9.958745411550e-06	1.000000000000e-01	1.101344000000e+14	4.115559000000e-08	1.000000000000e-01
2.914853000000e+14	9.958745411550e-06	1.000000000000e-01	2.914853000000e+14	4.115559000000e-08	1.000000000000e-01
7.060017000000e+14	9.958745411550e-06	1.000000000000e-01	7.060017000000e+14	4.115559000000e-08	1.000000000000e-01
1.068703000000e+15	9.958745411550e-06	1.000000000000e-01	1.068703000000e+15	4.115559000000e-08	1.000000000000e-01
2.208623000000e+15	9.958745411550e-06	1.000000000000e-01	2.208623000000e+15	4.115559000000e-08	1.000000000000e-01
5.524754000000e+15	9.958745411550e-06	1.000000000000e-01	5.524754000000e+15	4.115559000000e-08	1.000000000000e-01
1.713121000000e+16	9.958745411550e-06	1.000000000000e-01	1.713121000000e+16	4.115559000000e-08	1.000000000000e-01
5.360865000000e+16	9.958745411550e-06	1.000000000000e-01	5.360865000000e+16	4.115559000000e-08	1.000000000000e-01
1.597248000000e+17	9.958745411550e-06	1.000000000000e-01	1.597248000000e+17	4.115559000000e-08	1.000000000000e-01
5.311315000000e+17	9.958745411550e-06	1.000000000000e-01	5.311315000000e+17	4.115559000000e-08	1.000000000000e-01
1.008654000000e+18	9.958745411550e-06	1.000000000000e-01	1.008654000000e+18	4.115559000000e-08	1.000000000000e-01
1.592293000000e+18	9.958745411550e-06	1.000000000000e-01	1.592293000000e+18	4.115559000000e-08	1.000000000000e-01
3.290152000000e+18	9.958745411550e-06	1.000000000000e-01	3.290152000000e+18	4.115559000000e-08	1.000000000000e-01
9.232658000000e+18	9.958745411550e-06	1.000000000000e-01	9.232658000000e+18	4.115559000000e-08	1.000000000000e-01
2.790911000000e+19	9.958745411550e-06	1.000000000000e-01	2.790911000000e+19	4.115559000000e-08	1.000000000000e-01
8.224059000000e+19	9.958745411550e-06	1.000000000000e-01	8.224059000000e+19	4.115559000000e-08	1.000000000000e-01
2.724008000000e+20	9.958745411550e-06	1.000000000000e-01	2.724008000000e+20	4.115559000000e-08	1.000000000000e-01
8.700471000000e+20	9.958745411550e-06	1.000000000000e-01	8.700471000000e+20	4.115559000000e-08	1.000000000000e-01
2.608655000000e+21	9.958745411550e-06	1.000000000000e-01	2.608655000000e+21	4.115559000000e-08	1.000000000000e-01
