Batch	m_SP	21	N7a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h																																							
1.201798e-11	9.7675290755114e-06	0.1	1.201798e-11	1.227646e-11	0.1	1.201798e-11	2.63772e-20	0.1	1.201798e-11	1.381286e-18	0.1	1.201798e-11	4.084291e-19	0.1	1.201798e-11	1.269624e-13	0.1	1.201798e-11	1.233526e-12	0.1	1.201798e-11	1.43059e-12	0.1	1.201798e-11	1.161945e-12	0.1	1.201798e-11	1.037557e-12	0.1	1.201798e-11	9.447552e-13	0.1	1.201798e-11	6.343075e-12	0.1	1.201798e-11	7.525616e-10	0.1	1.201798e-11	1.452436e-08	0.1	1.201798e-11	3.505145e-08	0.1	1.201798e-11	3.522834e-08	0.1	1.201798e-11	3.654975e-08	0.1	1.201798e-11	4.346325e-08	0.1	1.201798e-11	3.112734e-08	0.1	1.201798e-11	2.405166e-08	0.1	1.201798e-11	1.151033e-08	0.1
2.56213e-11	9.511802830138599e-06	0.1	2.56213e-11	2.580718e-11	0.1	2.56213e-11	1.177293e-19	0.1	2.56213e-11	6.168646e-18	0.1	2.56213e-11	1.824279e-18	0.1	2.56213e-11	2.666315e-13	0.1	2.56213e-11	2.581571e-12	0.1	2.56213e-11	3.017745e-12	0.1	2.56213e-11	2.449302e-12	0.1	2.56213e-11	2.182307e-12	0.1	2.56213e-11	1.979804e-12	0.1	2.56213e-11	1.333991e-11	0.1	2.56213e-11	1.581812e-09	0.1	2.56213e-11	3.051374e-08	0.1	2.56213e-11	7.36679e-08	0.1	2.56213e-11	7.386249e-08	0.1	2.56213e-11	7.665048e-08	0.1	2.56213e-11	9.151208e-08	0.1	2.56213e-11	6.552922e-08	0.1	2.56213e-11	5.055904e-08	0.1	2.56213e-11	2.40962e-08	0.1
5.744585e-11	8.942050375415599e-06	0.1	5.744585e-11	5.601111e-11	0.1	5.744585e-11	5.673417e-19	0.1	5.744585e-11	2.976679e-17	0.1	5.744585e-11	8.806295e-18	0.1	5.744585e-11	5.772955e-13	0.1	5.744585e-11	5.544616e-12	0.1	5.744585e-11	6.602435e-12	0.1	5.744585e-11	5.349891e-12	0.1	5.744585e-11	4.742543e-12	0.1	5.744585e-11	4.265288e-12	0.1	5.744585e-11	2.898198e-11	0.1	5.744585e-11	3.432127e-09	0.1	5.744585e-11	6.61308e-08	0.1	5.744585e-11	1.5981e-07	0.1	5.744585e-11	1.593352e-07	0.1	5.744585e-11	1.654374e-07	0.1	5.744585e-11	1.993534e-07	0.1	5.744585e-11	1.426918e-07	0.1	5.744585e-11	1.097236e-07	0.1	5.744585e-11	5.178273e-08	0.1
1.147301e-10	8.0095962648708e-06	0.1	1.147301e-10	1.056328e-10	0.1	1.147301e-10	2.098739e-18	0.1	1.147301e-10	1.103771e-16	0.1	1.147301e-10	3.267579e-17	0.1	1.147301e-10	1.083686e-12	0.1	1.147301e-10	1.025941e-11	0.1	1.147301e-10	1.263066e-11	0.1	1.147301e-10	1.020472e-11	0.1	1.147301e-10	8.965532e-12	0.1	1.147301e-10	7.936899e-12	0.1	1.147301e-10	5.476132e-11	0.1	1.147301e-10	6.469522e-09	0.1	1.147301e-10	1.243994e-07	0.1	1.147301e-10	3.011659e-07	0.1	1.147301e-10	2.972462e-07	0.1	1.147301e-10	3.089268e-07	0.1	1.147301e-10	3.784822e-07	0.1	1.147301e-10	2.70633e-07	0.1	1.147301e-10	2.069023e-07	0.1	1.147301e-10	9.588028e-08	0.1
1.69504e-10	7.2183283005466e-06	0.1	1.69504e-10	1.479534e-10	0.1	1.69504e-10	4.266357e-18	0.1	1.69504e-10	2.248786e-16	0.1	1.69504e-10	6.661404e-17	0.1	1.69504e-10	1.510561e-12	0.1	1.69504e-10	1.410718e-11	0.1	1.69504e-10	1.792964e-11	0.1	1.69504e-10	1.444679e-11	0.1	1.69504e-10	1.258722e-11	0.1	1.69504e-10	1.097388e-11	0.1	1.69504e-10	7.684505e-11	0.1	1.69504e-10	9.057395e-09	0.1	1.69504e-10	1.738213e-07	0.1	1.69504e-10	4.215846e-07	0.1	1.69504e-10	4.120861e-07	0.1	1.69504e-10	4.286738e-07	0.1	1.69504e-10	5.334954e-07	0.1	1.69504e-10	3.809901e-07	0.1	1.69504e-10	2.897559e-07	0.1	1.69504e-10	1.318677e-07	0.1
2.109651e-10	6.6773830296684004e-06	0.1	2.109651e-10	1.770155e-10	0.1	2.109651e-10	6.265751e-18	0.1	2.109651e-10	3.308161e-16	0.1	2.109651e-10	9.804089e-17	0.1	2.109651e-10	1.800277e-12	0.1	2.109651e-10	1.664217e-11	0.1	2.109651e-10	2.166653e-11	0.1	2.109651e-10	1.742301e-11	0.1	2.109651e-10	1.508741e-11	0.1	2.109651e-10	1.300078e-11	0.1	2.109651e-10	9.207456e-11	0.1	2.109651e-10	1.083303e-08	0.1	2.109651e-10	2.075945e-07	0.1	2.109651e-10	5.042249e-07	0.1	2.109651e-10	4.892675e-07	0.1	2.109651e-10	5.093164e-07	0.1	2.109651e-10	6.413492e-07	0.1	2.109651e-10	4.57486e-07	0.1	2.109651e-10	3.466354e-07	0.1	2.109651e-10	1.555439e-07	0.1
2.675588e-10	6.01085528049e-06	0.1	2.675588e-10	2.129918e-10	0.1	2.675588e-10	9.378742e-18	0.1	2.675588e-10	4.962804e-16	0.1	2.675588e-10	1.47171e-16	0.1	2.675588e-10	2.154026e-12	0.1	2.675588e-10	1.964028e-11	0.1	2.675588e-10	2.642069e-11	0.1	2.675588e-10	2.118989e-11	0.1	2.675588e-10	1.820052e-11	0.1	2.675588e-10	1.543322e-11	0.1	2.675588e-10	1.110165e-10	0.1	2.675588e-10	1.302933e-08	0.1	2.675588e-10	2.491917e-07	0.1	2.675588e-10	6.064997e-07	0.1	2.675588e-10	5.826697e-07	0.1	2.675588e-10	6.071215e-07	0.1	2.675588e-10	7.767135e-07	0.1	2.675588e-10	5.53036e-07	0.1	2.675588e-10	4.17023e-07	0.1	2.675588e-10	1.834596e-07	0.1
3.482785e-10	5.1857628426688e-06	0.1	3.482785e-10	2.578278e-10	0.1	3.482785e-10	1.436444e-17	0.1	3.482785e-10	7.624613e-16	0.1	3.482785e-10	2.263074e-16	0.1	3.482785e-10	2.585035e-12	0.1	3.482785e-10	2.312128e-11	0.1	3.482785e-10	3.258054e-11	0.1	3.482785e-10	2.603581e-11	0.1	3.482785e-10	2.211543e-11	0.1	3.482785e-10	1.832427e-11	0.1	3.482785e-10	1.347983e-10	0.1	3.482785e-10	1.57636e-08	0.1	3.482785e-10	3.006588e-07	0.1	3.482785e-10	7.340046e-07	0.1	3.482785e-10	6.952717e-07	0.1	3.482785e-10	7.254241e-07	0.1	3.482785e-10	9.488303e-07	0.1	3.482785e-10	6.735197e-07	0.1	3.482785e-10	5.046974e-07	0.1	3.482785e-10	2.156233e-07	0.1
4.595125e-10	4.2500854065918e-06	0.1	4.595125e-10	3.091751e-10	0.1	4.595125e-10	2.182309e-17	0.1	4.595125e-10	1.163136e-15	0.1	4.595125e-10	3.456454e-16	0.1	4.595125e-10	3.059671e-12	0.1	4.595125e-10	2.667384e-11	0.1	4.595125e-10	4.003626e-11	0.1	4.595125e-10	3.184422e-11	0.1	4.595125e-10	2.666406e-11	0.1	4.595125e-10	2.139562e-11	0.1	4.595125e-10	1.623624e-10	0.1	4.595125e-10	1.88909e-08	0.1	4.595125e-10	3.589916e-07	0.1	4.595125e-10	8.803191e-07	0.1	4.595125e-10	8.180087e-07	0.1	4.595125e-10	8.550471e-07	0.1	4.595125e-10	1.151833e-06	0.1	4.595125e-10	8.135092e-07	0.1	4.595125e-10	6.050154e-07	0.1	4.595125e-10	2.478051e-07	0.1
5.707465e-10	3.5011815349687996e-06	0.1	5.707465e-10	3.507732e-10	0.1	5.707465e-10	2.948827e-17	0.1	5.707465e-10	1.577841e-15	0.1	5.707465e-10	4.69427e-16	0.1	5.707465e-10	3.422106e-12	0.1	5.707465e-10	2.911149e-11	0.1	5.707465e-10	4.648639e-11	0.1	5.707465e-10	3.681442e-11	0.1	5.707465e-10	3.042241e-11	0.1	5.707465e-10	2.36395e-11	0.1	5.707465e-10	1.850693e-10	0.1	5.707465e-10	2.142146e-08	0.1	5.707465e-10	4.056662e-07	0.1	5.707465e-10	9.99425e-07	0.1	5.707465e-10	9.114185e-07	0.1	5.707465e-10	9.543936e-07	0.1	5.707465e-10	1.32236e-06	0.1	5.707465e-10	9.284839e-07	0.1	5.707465e-10	6.861828e-07	0.1	5.707465e-10	2.689314e-07	0.1
