Batch	m_SP	2	P2_L	W4_L	
1.803457e-13	9.807562844820001e-06	0.1	1.803457e-13	1.6484995e-07	0.1
4.342665e-13	9.54317813262e-06	0.1	4.342665e-13	3.9184214999999996e-07	0.1
9.72837e-13	9.005870978354798e-06	0.1	9.72837e-13	8.541431e-07	0.1
1.950764e-12	8.106709241165399e-06	0.1	1.950764e-12	1.6308268999999999e-06	0.1
3.347802e-12	6.97624417936826e-06	0.1	3.347802e-12	2.6129472e-06	0.1
4.264893e-12	6.32159946892566e-06	0.1	4.264893e-12	3.1847032e-06	0.1
5.35281e-12	5.62445945868632e-06	0.1	5.35281e-12	3.7961326e-06	0.1
6.696964e-12	4.86866277725316e-06	0.1	6.696964e-12	4.462139199999999e-06	0.1
9.131814e-12	3.7493247372672e-06	0.1	9.131814e-12	5.4549063000000005e-06	0.1
1.156666e-11	2.8878244095916598e-06	0.1	1.156666e-11	6.2246765e-06	0.1
1.400151e-11	2.2245903500265204e-06	0.1	1.400151e-11	6.821032e-06	0.1
1.643636e-11	1.71387742200297e-06	0.1	1.643636e-11	7.282704999999999e-06	0.1
1.887121e-11	1.32053723225424e-06	0.1	1.887121e-11	7.639891e-06	0.1
2.130606e-11	1.01754823455648e-06	0.1	2.130606e-11	7.916089e-06	0.1
2.374091e-11	7.84127959799184e-07	0.1	2.374091e-11	8.129566e-06	0.1
2.658458e-11	5.784222885661439e-07	0.1	2.658458e-11	8.318252e-06	0.1
2.953046e-11	4.22064490875984e-07	0.1	2.953046e-11	8.462062e-06	0.1
3.247634e-11	3.07987073735616e-07	0.1	3.247634e-11	8.56722e-06	0.1
3.542222e-11	2.2475126507644799e-07	0.1	3.542222e-11	8.64409e-06	0.1
3.899163e-11	1.53435963121347e-07	0.1	3.899163e-11	8.710055e-06	0.1
4.256105e-11	1.0475369060210801e-07	0.1	4.256105e-11	8.755149000000001e-06	0.1
