Batch	m_SP	5	Azln	N1a_L	N7a_L	Nphln	Flvln							
1.861786e-11	9.89280207099e-06	0.1	1.861786e-11	1.381998848e-12	0.1	1.861786e-11	1.07036201e-07	0.1	1.861786e-11	3.407222e-13	0.1	1.861786e-11	1.62388e-15	0.1
3.816666e-11	9.781584183180002e-06	0.1	3.816666e-11	2.81717576e-12	0.1	3.816666e-11	2.1821763e-07	0.1	3.816666e-11	1.34847e-12	0.1	3.816666e-11	3.310335e-15	0.1
7.726426e-11	9.5628843702e-06	0.1	7.726426e-11	5.63930476e-12	0.1	7.726426e-11	4.3684480000000003e-07	0.1	7.726426e-11	5.277182e-12	0.1	7.726426e-11	6.62658e-15	0.1
1.454691e-10	9.193008069e-06	0.1	1.454691e-10	1.0412235380000001e-11	0.1	1.454691e-10	8.0659881e-07	0.1	1.454691e-10	1.784071e-11	0.1	1.454691e-10	1.223519e-14	0.1
2.136739e-10	8.83743862473e-06	0.1	2.136739e-10	1.500055559e-11	0.1	2.136739e-10	1.1620519e-06	0.1	2.136739e-10	3.700492e-11	0.1	2.136739e-10	1.762686e-14	0.1
3.228016e-10	8.296910030069999e-06	0.1	3.228016e-10	2.197560373e-11	0.1	3.228016e-10	1.70240307e-06	0.1	3.228016e-10	7.964053e-11	0.1	3.228016e-10	2.582316e-14	0.1
5.137751e-10	7.42931670609e-06	0.1	5.137751e-10	3.31711359e-11	0.1	5.137751e-10	2.569716e-06	0.1	5.137751e-10	1.828751e-10	0.1	5.137751e-10	3.897892e-14	0.1
7.865943e-10	6.3448855505100006e-06	0.1	7.865943e-10	4.7164774e-11	0.1	7.865943e-10	3.6538012999999997e-06	0.1	7.865943e-10	3.742635e-10	0.1	7.865943e-10	5.542273e-14	0.1
1.13748e-09	5.17953120417e-06	0.1	1.13748e-09	6.22026613e-11	0.1	1.13748e-09	4.8187902e-06	0.1	1.13748e-09	6.609241e-10	0.1	1.13748e-09	7.309367e-14	0.1
1.507883e-09	4.180758192e-06	0.1	1.507883e-09	7.50909509e-11	0.1	1.507883e-09	5.8172566e-06	0.1	1.507883e-09	9.774047e-10	0.1	1.507883e-09	8.823868e-14	0.1
1.878286e-09	3.37457925387e-06	0.1	1.878286e-09	8.54939959e-11	0.1	1.878286e-09	6.6231926e-06	0.1	1.878286e-09	1.283717e-09	0.1	1.878286e-09	1.004633e-13	0.1
2.248688e-09	2.72385676116e-06	0.1	2.248688e-09	9.389101329999999e-11	0.1	2.248688e-09	7.2737211e-06	0.1	2.248688e-09	1.56637e-09	0.1	2.248688e-09	1.103306e-13	0.1
2.619091e-09	2.19861301365e-06	0.1	2.619091e-09	1.006688225e-10	0.1	2.619091e-09	7.7988101e-06	0.1	2.619091e-09	1.819167e-09	0.1	2.619091e-09	1.182953e-13	0.1
2.989494e-09	1.7746522533e-06	0.1	2.989494e-09	1.0613965159999999e-10	0.1	2.989494e-09	8.2226471e-06	0.1	2.989494e-09	2.040377e-09	0.1	2.989494e-09	1.247241e-13	0.1
3.359896e-09	1.43244467541e-06	0.1	3.359896e-09	1.1055555369999999e-10	0.1	3.359896e-09	8.564756e-06	0.1	3.359896e-09	2.230878e-09	0.1	3.359896e-09	1.299132e-13	0.1
3.806206e-09	1.1065649342400002e-06	0.1	3.806206e-09	1.1476075749999999e-10	0.1	3.806206e-09	8.890543500000001e-06	0.1	3.806206e-09	2.42293e-09	0.1	3.806206e-09	1.348548e-13	0.1
4.252515e-09	8.54821851696e-07	0.1	4.252515e-09	1.1800927180000001e-10	0.1	4.252515e-09	9.1422152e-06	0.1	4.252515e-09	2.578947e-09	0.1	4.252515e-09	1.386722e-13	0.1
4.698824e-09	6.603503964300001e-07	0.1	4.698824e-09	1.20518761e-10	0.1	4.698824e-09	9.3366324e-06	0.1	4.698824e-09	2.70442e-09	0.1	4.698824e-09	1.416211e-13	0.1
5.145134e-09	5.10121098738e-07	0.1	5.145134e-09	1.2245734420000002e-10	0.1	5.145134e-09	9.4868201e-06	0.1	5.145134e-09	2.804547e-09	0.1	5.145134e-09	1.438991e-13	0.1
5.645511e-09	3.81936980592e-07	0.1	5.645511e-09	1.241114331e-10	0.1	5.645511e-09	9.6149677e-06	0.1	5.645511e-09	2.892376e-09	0.1	5.645511e-09	1.458429e-13	0.1
6.181933e-09	2.8006339933800006e-07	0.1	6.181933e-09	1.254260216e-10	0.1	6.181933e-09	9.7168136e-06	0.1	6.181933e-09	2.963893e-09	0.1	6.181933e-09	1.473877e-13	0.1
6.718356e-09	2.05362546354e-07	0.1	6.718356e-09	1.263899782e-10	0.1	6.718356e-09	9.7914944e-06	0.1	6.718356e-09	3.017395e-09	0.1	6.718356e-09	1.485204e-13	0.1
7.254778e-09	1.5058649412e-07	0.1	7.254778e-09	1.2709681289999999e-10	0.1	7.254778e-09	9.8462551e-06	0.1	7.254778e-09	3.057254e-09	0.1	7.254778e-09	1.493511e-13	0.1
7.881451e-09	1.04805051939e-07	0.1	7.881451e-09	1.276875832e-10	0.1	7.881451e-09	9.8920239e-06	0.1	7.881451e-09	3.091019e-09	0.1	7.881451e-09	1.500453e-13	0.1
