Batch	m_SP	2	P2_L	W4_L	
1.441509e-13	9.81248224643e-06	0.1	1.441509e-13	1.8090403999999998e-07	0.1
3.449163e-13	9.557447747222e-06	0.1	3.449163e-13	4.2726709e-07	0.1
7.680175e-13	9.04154616546e-06	0.1	7.680175e-13	9.2584912e-07	0.1
1.535209e-12	8.17628697099e-06	0.1	1.535209e-12	1.7627454e-06	0.1
2.676957e-12	7.03991169895e-06	0.1	2.676957e-12	2.8632406000000003e-06	0.1
4.001741e-12	5.91829763982634e-06	0.1	4.001741e-12	3.9510806e-06	0.1
5.398605e-12	4.929073923622701e-06	0.1	5.398605e-12	4.9119863000000004e-06	0.1
7.083789e-12	3.95356413176364e-06	0.1	7.083789e-12	5.8610616e-06	0.1
8.768973e-12	3.171480521960173e-06	0.1	8.768973e-12	6.6231344e-06	0.1
1.045416e-11	2.5443687271606126e-06	0.1	1.045416e-11	7.2350521e-06	0.1
1.213934e-11	2.04145066601683e-06	0.1	1.213934e-11	7.726396e-06	0.1
1.410007e-11	1.580174697850154e-06	0.1	1.410007e-11	8.1775924e-06	0.1
1.612969e-11	1.2123000122799622e-06	0.1	1.612969e-11	8.537845999999999e-06	0.1
1.81593e-11	9.30159173424813e-07	0.1	1.81593e-11	8.8144253e-06	0.1
2.018892e-11	7.137424234889231e-07	0.1	2.018892e-11	9.0267689e-06	0.1
2.238692e-11	5.35821939762529e-07	0.1	2.238692e-11	9.201483700000001e-06	0.1
2.483751e-11	3.892513018915674e-07	0.1	2.483751e-11	9.345524400000001e-06	0.1
2.728809e-11	2.827978866482229e-07	0.1	2.728809e-11	9.4502141e-06	0.1
2.973868e-11	2.0547237992214902e-07	0.1	2.973868e-11	9.5263035e-06	0.1
3.258859e-11	1.4172923818505132e-07	0.1	3.258859e-11	9.5890622e-06	0.1
