Batch	m_SP	5	Flvln	N1a_L	N7a_L	Nphln	Azln							
9.573055e-12	9.86029239609e-06	0.1	9.573055e-12	1.395241625e-07	0.1	9.573055e-12	6.8012863e-11	0.1	9.573055e-12	1.162701e-11	0.1	9.573055e-12	2.969891e-13	0.1
1.684124e-11	9.75560144301e-06	0.1	1.684124e-11	2.44153414e-07	0.1	1.684124e-11	1.22933381e-10	0.1	1.684124e-11	2.034641e-11	0.1	1.684124e-11	5.197013e-13	0.1
3.011107e-11	9.56732032584e-06	0.1	3.011107e-11	4.32321755e-07	0.1	3.011107e-11	2.2200529600000002e-10	0.1	3.011107e-11	3.602824e-11	0.1	3.011107e-11	9.202339e-13	0.1
5.665071e-11	9.20158998318e-06	0.1	5.665071e-11	7.978339740000001e-07	0.1	5.665071e-11	4.1447091000000004e-10	0.1	5.665071e-11	6.6492e-11	0.1	5.665071e-11	1.698258e-12	0.1
1.008834e-10	8.6228437707e-06	0.1	1.008834e-10	1.376235718e-06	0.1	1.008834e-10	7.1903494e-10	0.1	1.008834e-10	1.147056e-10	0.1	1.008834e-10	2.929435e-12	0.1
1.783405e-10	7.69568104242e-06	0.1	1.783405e-10	2.30284574e-06	0.1	1.783405e-10	1.2069519e-09	0.1	1.783405e-10	1.919639e-10	0.1	1.783405e-10	4.901803e-12	0.1
2.80727e-10	6.62129978634e-06	0.1	2.80727e-10	3.37658562e-06	0.1	2.80727e-10	1.77234215e-09	0.1	2.80727e-10	2.81526e-10	0.1	2.80727e-10	7.187352e-12	0.1
3.99733e-10	5.5595444040000004e-06	0.1	3.99733e-10	4.437708150000001e-06	0.1	3.99733e-10	2.33108857e-09	0.1	3.99733e-10	3.700869e-10	0.1	3.99733e-10	9.446041e-12	0.1
5.435461e-10	4.501038989160001e-06	0.1	5.435461e-10	5.49558342e-06	0.1	5.435461e-10	2.88812519e-09	0.1	5.435461e-10	4.584486e-10	0.1	5.435461e-10	1.169782e-11	0.1
7.245699e-10	3.45026749698e-06	0.1	7.245699e-10	6.5457279e-06	0.1	7.245699e-10	3.4410922999999997e-09	0.1	7.245699e-10	5.462729e-10	0.1	7.245699e-10	1.393314e-11	0.1
9.055937e-10	2.64479955174e-06	0.1	9.055937e-10	7.35071529e-06	0.1	9.055937e-10	3.8649694999999996e-09	0.1	9.055937e-10	6.137131e-10	0.1	9.055937e-10	1.564663e-11	0.1
1.086617e-09	2.0273687261100005e-06	0.1	1.086617e-09	7.96777801e-06	0.1	1.086617e-09	4.1898914e-09	0.1	1.086617e-09	6.655265e-10	0.1	1.086617e-09	1.69601e-11	0.1
1.267641e-09	1.5540774590700002e-06	0.1	1.267641e-09	8.440786689999999e-06	0.1	1.267641e-09	4.4389616e-09	0.1	1.267641e-09	7.0536e-10	0.1	1.267641e-09	1.796694e-11	0.1
1.448665e-09	1.19127708711e-06	0.1	1.448665e-09	8.80337209e-06	0.1	1.448665e-09	4.6298863e-09	0.1	1.448665e-09	7.360092e-10	0.1	1.448665e-09	1.873873e-11	0.1
1.629689e-09	9.13172168187e-07	0.1	1.629689e-09	9.081309769999999e-06	0.1	1.629689e-09	4.7762398e-09	0.1	1.629689e-09	7.59617e-10	0.1	1.629689e-09	1.933034e-11	0.1
1.810713e-09	6.999913000170001e-07	0.1	1.810713e-09	9.29436415e-06	0.1	1.810713e-09	4.8884277999999995e-09	0.1	1.810713e-09	7.778259e-10	0.1	1.810713e-09	1.978385e-11	0.1
1.991736e-09	5.36577734169e-07	0.1	1.991736e-09	9.457680350000002e-06	0.1	1.991736e-09	4.9744265e-09	0.1	1.991736e-09	7.918952e-10	0.1	1.991736e-09	2.013148e-11	0.1
2.17276e-09	4.1131318682700005e-07	0.1	2.17276e-09	9.582869680000001e-06	0.1	2.17276e-09	5.0403493e-09	0.1	2.17276e-09	8.027902e-10	0.1	2.17276e-09	2.039796e-11	0.1
2.38289e-09	3.0209817898800003e-07	0.1	2.38289e-09	9.6920202e-06	0.1	2.38289e-09	5.0978252e-09	0.1	2.38289e-09	8.124241e-10	0.1	2.38289e-09	2.063029e-11	0.1
2.600297e-09	2.19524204736e-07	0.1	2.600297e-09	9.77454508e-06	0.1	2.600297e-09	5.1412819e-09	0.1	2.600297e-09	8.198571e-10	0.1	2.600297e-09	2.080595e-11	0.1
2.817704e-09	1.59520604778e-07	0.1	2.817704e-09	9.83451284e-06	0.1	2.817704e-09	5.1728613e-09	0.1	2.817704e-09	8.254079e-10	0.1	2.817704e-09	2.09336e-11	0.1
3.043974e-09	1.14418955799e-07	0.1	3.043974e-09	9.879587800000002e-06	0.1	3.043974e-09	5.1965981e-09	0.1	3.043974e-09	8.297364e-10	0.1	3.043974e-09	2.102954e-11	0.1
