Batch	m_SP	4	N1a_L	T1a_L	T4a_L	N7a_L					
1.857736e-11	9.738119159870509e-06	0.1	1.857736e-11	1.56855588e-07	0.1	1.857736e-11	1.57427347e-11	0.1	1.857736e-11	3.0516737000000003e-15	0.1
3.970574e-11	9.448822529929321e-06	0.1	3.970574e-11	3.3007216399999995e-07	0.1	3.970574e-11	3.3272218820000006e-11	0.1	3.970574e-11	1.3669531699999999e-14	0.1
8.878727e-11	8.809544800629299e-06	0.1	8.878727e-11	7.120669400000001e-07	0.1	8.878727e-11	7.251784979999999e-11	0.1	8.878727e-11	6.5321606e-14	0.1
1.77134e-10	7.76593838849537e-06	0.1	1.77134e-10	1.33302753e-06	0.1	1.77134e-10	1.383442724e-10	0.1	1.77134e-10	2.3983676e-13	0.1
2.618027e-10	6.882071508754469e-06	0.1	2.618027e-10	1.85581568e-06	0.1	2.618027e-10	1.962131502e-10	0.1	2.618027e-10	4.8547281e-13	0.1
3.262299e-10	6.277590628899601e-06	0.1	3.262299e-10	2.2113051700000002e-06	0.1	3.262299e-10	2.372012635e-10	0.1	3.262299e-10	7.1187477e-13	0.1
4.148656e-10	5.531839103278541e-06	0.1	4.148656e-10	2.6470271e-06	0.1	4.148656e-10	2.897589608e-10	0.1	4.148656e-10	1.06518933e-12	0.1
5.397472e-10	4.629102291647668e-06	0.1	5.397472e-10	3.1690545800000003e-06	0.1	5.397472e-10	3.57226512e-10	0.1	5.397472e-10	1.6193984e-12	0.1
7.099193e-10	3.631494956359122e-06	0.1	7.099193e-10	3.73616245e-06	0.1	7.099193e-10	4.3886541030000003e-10	0.1	7.099193e-10	2.4296766e-12	0.1
8.800915e-10	2.84906299004404e-06	0.1	8.800915e-10	4.16993648e-06	0.1	8.800915e-10	5.110309008e-10	0.1	8.800915e-10	3.2532929e-12	0.1
1.050264e-09	2.235378804460263e-06	0.1	1.050264e-09	4.499289600000001e-06	0.1	1.050264e-09	5.758180699e-10	0.1	1.050264e-09	4.054893999999999e-12	0.1
1.220436e-09	1.75403461921776e-06	0.1	1.220436e-09	4.74687893e-06	0.1	1.220436e-09	6.348623194e-10	0.1	1.220436e-09	4.8139006e-12	0.1
1.390608e-09	1.376479606660149e-06	0.1	1.390608e-09	4.93045833e-06	0.1	1.390608e-09	6.894394704000001e-10	0.1	1.390608e-09	5.5196689e-12	0.1
1.56078e-09	1.08032623762359e-06	0.1	1.56078e-09	5.06394333e-06	0.1	1.56078e-09	7.405449917e-10	0.1	1.56078e-09	6.1680858e-12	0.1
1.752011e-09	8.229946576541599e-07	0.1	1.752011e-09	5.167630179999999e-06	0.1	1.752011e-09	7.947895766000001e-10	0.1	1.752011e-09	6.8284797e-12	0.1
1.957282e-09	6.147211698627615e-07	0.1	1.957282e-09	5.23737326e-06	0.1	1.957282e-09	8.501847874e-10	0.1	1.957282e-09	7.4612736e-12	0.1
2.162553e-09	4.5931363640740856e-07	0.1	2.162553e-09	5.2749456400000005e-06	0.1	2.162553e-09	9.034105596000001e-10	0.1	2.162553e-09	8.0224887e-12	0.1
2.367824e-09	3.433473511202124e-07	0.1	2.367824e-09	5.288672730000001e-06	0.1	2.367824e-09	9.55046985e-10	0.1	2.367824e-09	8.5205487e-12	0.1
2.606538e-09	2.449561754266635e-07	0.1	2.606538e-09	5.28278483e-06	0.1	2.606538e-09	1.013659407e-09	0.1	2.606538e-09	9.031563000000001e-12	0.1
2.853613e-09	1.7289951256735638e-07	0.1	2.853613e-09	5.259083360000001e-06	0.1	2.853613e-09	1.073184048e-09	0.1	2.853613e-09	9.495871500000001e-12	0.1
3.100688e-09	1.22230253061804e-07	0.1	3.100688e-09	5.222981729999999e-06	0.1	3.100688e-09	1.131918626e-09	0.1	3.100688e-09	9.9065004e-12	0.1
