Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0	9.9999e-06	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
0.2003	9.9999e-06	0.1	0.2003	9.685435210000001e-22	0.1	0.2003	7.72976e-22	0.1	0.2003	5.044632e-28	0.1	0.2003	1.3954202992340002e-23	0.1	0.2003	6.061696e-28	0.1	0.2003	8.990838e-33	0.1
729.4778	9.99975900141e-06	0.1	729.4778	3.729080503e-18	0.1	729.4778	2.924723e-18	0.1	729.4778	1.837605e-24	0.1	729.4778	5.0985632316e-20	0.1	729.4778	2.208357e-24	0.1	729.4778	3.276853e-29	0.1
4805.214	9.99904400856e-06	0.1	4805.214	3.127699452e-17	0.1	4805.214	2.290996e-17	0.1	4805.214	1.211884e-23	0.1	4805.214	3.4135989376299997e-19	0.1	4805.214	1.45738e-23	0.1	4805.214	2.16876e-28	0.1
11074.14	9.99815701743e-06	0.1	11074.14	9.28672868e-17	0.1	11074.14	6.406929e-17	0.1	11074.14	2.798189e-23	0.1	11074.14	8.0375770358e-19	0.1	11074.14	3.36875e-23	0.1	11074.14	5.043784e-28	0.1
18615.4	9.99735702543e-06	0.1	18615.4	1.9107538119999998e-16	0.1	18615.4	1.26624e-16	0.1	18615.4	4.714862e-23	0.1	18615.4	1.379799757046e-18	0.1	18615.4	5.684232e-23	0.1	18615.4	8.591815e-28	0.1
31742.06	9.99644503455e-06	0.1	31742.06	4.0553710640000003e-16	0.1	31742.06	2.589166e-16	0.1	31742.06	8.07444e-23	0.1	31742.06	2.4182302848500003e-18	0.1	31742.06	9.75981e-23	0.1	31742.06	1.505799e-27	0.1
47943.09	9.99583204068e-06	0.1	47943.09	7.165365342e-16	0.1	47943.09	4.46824e-16	0.1	47943.09	1.226388e-22	0.1	47943.09	3.7379531788e-18	0.1	47943.09	1.487357e-22	0.1	47943.09	2.36348e-27	0.1
64912.71	9.9955100439e-06	0.1	64912.71	1.071315282e-15	0.1	64912.71	6.586892e-16	0.1	64912.71	1.670491e-22	0.1	64912.71	5.1442094875800005e-18	0.1	64912.71	2.033298e-22	0.1	64912.71	3.339942e-27	0.1
83394.42	9.99534204558e-06	0.1	83394.42	1.4742337089999999e-15	0.1	83394.42	8.975022e-16	0.1	83394.42	2.160445e-22	0.1	83394.42	6.68944355186e-18	0.1	83394.42	2.640137e-22	0.1	83394.42	4.499108e-27	0.1
105059.2	9.99525704643e-06	0.1	105059.2	1.9565601689999996e-15	0.1	105059.2	1.181636e-15	0.1	105059.2	2.743208e-22	0.1	105059.2	8.50914214477e-18	0.1	105059.2	3.367924e-22	0.1	105059.2	5.987966e-27	0.1
130384.0	9.99521904681e-06	0.1	130384.0	2.525972978e-15	0.1	130384.0	1.515084e-15	0.1	130384.0	3.436006e-22	0.1	130384.0	1.064093655025e-17	0.1	130384.0	4.241242e-22	0.1	130384.0	7.907816e-27	0.1
