Batch	m_SP	5	Flvln	N1a_L	N7a_L	Nphln	Azln							
1.111703e-11	9.873316265850001e-06	0.1	1.111703e-11	1.209674664e-07	0.1	1.111703e-11	6.3918955e-10	0.1	1.111703e-11	3.86047e-09	0.1	1.111703e-11	1.061451e-09	0.1
1.812404e-11	9.794355055470002e-06	0.1	1.812404e-11	1.964248262e-07	0.1	1.812404e-11	1.0594483e-09	0.1	1.812404e-11	6.269233e-09	0.1	1.812404e-11	1.723574e-09	0.1
3.049488e-11	9.656489434140001e-06	0.1	3.049488e-11	3.28174079e-07	0.1	3.049488e-11	1.7952476e-09	0.1	3.049488e-11	1.047595e-08	0.1	3.049488e-11	2.879646e-09	0.1
5.398158e-11	9.40005999846e-06	0.1	5.398158e-11	5.73225783e-07	0.1	5.398158e-11	3.1680397e-09	0.1	5.398158e-11	1.830336e-08	0.1	5.398158e-11	5.029926e-09	0.1
1.00955e-10	8.90744992461e-06	0.1	1.00955e-10	1.043979958e-06	0.1	1.00955e-10	5.8172474999999996e-09	0.1	1.00955e-10	3.334888e-08	0.1	1.00955e-10	9.160702e-09	0.1
1.754514e-10	8.17859521323e-06	0.1	1.754514e-10	1.7404956840000001e-06	0.1	1.754514e-10	9.756787000000001e-09	0.1	1.754514e-10	5.562425e-08	0.1	1.754514e-10	1.52725e-08	0.1
2.795139e-10	7.25921840709e-06	0.1	2.795139e-10	2.619080947e-06	0.1	2.795139e-10	1.4744904e-08	0.1	2.795139e-10	8.373605e-08	0.1	2.795139e-10	2.298193e-08	0.1
4.220927e-10	6.1649943494400006e-06	0.1	4.220927e-10	3.664756024e-06	0.1	4.220927e-10	2.0693622e-08	0.1	4.220927e-10	1.172029e-07	0.1	4.220927e-10	3.215755e-08	0.1
5.743004e-10	5.17825521693e-06	0.1	5.743004e-10	4.60771594e-06	0.1	5.743004e-10	2.6061904e-08	0.1	5.743004e-10	1.473851e-07	0.1	5.743004e-10	4.043186e-08	0.1
7.779683e-10	4.1003789958000005e-06	0.1	7.779683e-10	5.63776797e-06	0.1	7.779683e-10	3.1927168e-08	0.1	7.779683e-10	1.803558e-07	0.1	7.779683e-10	4.947039e-08	0.1
1.015943e-09	3.12169978269e-06	0.1	1.015943e-09	6.57302401e-06	0.1	1.015943e-09	3.7252886000000006e-08	0.1	1.015943e-09	2.102924e-07	0.1	1.015943e-09	5.767711e-08	0.1
1.253917e-09	2.37661223364e-06	0.1	1.253917e-09	7.28505383e-06	0.1	1.253917e-09	4.1307477e-08	0.1	1.253917e-09	2.330838e-07	0.1	1.253917e-09	6.392505e-08	0.1
1.491892e-09	1.8093619062000002e-06	0.1	1.491892e-09	7.827136249999999e-06	0.1	1.491892e-09	4.4394328e-08	0.1	1.491892e-09	2.504353e-07	0.1	1.491892e-09	6.868173e-08	0.1
1.729867e-09	1.37750322483e-06	0.1	1.729867e-09	8.239833869999999e-06	0.1	1.729867e-09	4.6744407999999996e-08	0.1	1.729867e-09	2.636453e-07	0.1	1.729867e-09	7.230308e-08	0.1
1.967841e-09	1.0487205126900001e-06	0.1	1.967841e-09	8.55402891e-06	0.1	1.967841e-09	4.8533573e-08	0.1	1.967841e-09	2.737024e-07	0.1	1.967841e-09	7.506009e-08	0.1
2.205816e-09	7.984119158010001e-07	0.1	2.205816e-09	8.793232120000001e-06	0.1	2.205816e-09	4.9895688e-08	0.1	2.205816e-09	2.813591e-07	0.1	2.205816e-09	7.715906e-08	0.1
2.44379e-09	6.07846821471e-07	0.1	2.44379e-09	8.975341950000001e-06	0.1	2.44379e-09	5.0932703000000005e-08	0.1	2.44379e-09	2.871882e-07	0.1	2.44379e-09	7.875704e-08	0.1
2.681765e-09	4.6276587229500004e-07	0.1	2.681765e-09	9.11398672e-06	0.1	2.681765e-09	5.17222e-08	0.1	2.681765e-09	2.916261e-07	0.1	2.681765e-09	7.997362e-08	0.1
2.919739e-09	3.52312876836e-07	0.1	2.919739e-09	9.21953801e-06	0.1	2.919739e-09	5.2323265e-08	0.1	2.919739e-09	2.950047e-07	0.1	2.919739e-09	8.089982e-08	0.1
3.197057e-09	2.56398835986e-07	0.1	3.197057e-09	9.31119736e-06	0.1	3.197057e-09	5.2845205e-08	0.1	3.197057e-09	2.979386e-07	0.1	3.197057e-09	8.170411e-08	0.1
3.484209e-09	1.84505254929e-07	0.1	3.484209e-09	9.37990027e-06	0.1	3.484209e-09	5.3236436e-08	0.1	3.484209e-09	3.001377e-07	0.1	3.484209e-09	8.230697e-08	0.1
3.771362e-09	1.3277047228200001e-07	0.1	3.771362e-09	9.429340510000002e-06	0.1	3.771362e-09	5.3517967e-08	0.1	3.771362e-09	3.017202e-07	0.1	3.771362e-09	8.27408e-08	0.1
