Batch	m_SP	5	Flvln	N1a_L	N7a_L	Nphln	Azln							
1.154874e-11	9.87194527956e-06	0.1	1.154874e-11	1.204846262e-07	0.1	1.154874e-11	6.833813799999999e-10	0.1	1.154874e-11	5.179098e-09	0.1	1.154874e-11	1.540532e-09	0.1
1.837573e-11	9.79707702825e-06	0.1	1.837573e-11	1.9098235369999998e-07	0.1	1.837573e-11	1.1082067e-09	0.1	1.837573e-11	8.210229e-09	0.1	1.837573e-11	2.441939e-09	0.1
2.973767e-11	9.67373226171e-06	0.1	2.973767e-11	3.071259886e-07	0.1	2.973767e-11	1.8106821e-09	0.1	2.973767e-11	1.320489e-08	0.1	2.973767e-11	3.926992e-09	0.1
5.049822e-11	9.45235447551e-06	0.1	5.049822e-11	5.155801420000001e-07	0.1	5.049822e-11	3.0758485e-09	0.1	5.049822e-11	2.217182e-08	0.1	5.049822e-11	6.592361e-09	0.1
9.201932e-11	9.024681752280001e-06	0.1	9.201932e-11	9.182865130000001e-07	0.1	9.201932e-11	5.5319202000000005e-09	0.1	9.201932e-11	3.950218e-08	0.1	9.201932e-11	1.174152e-08	0.1
1.588746e-10	8.376349235670001e-06	0.1	1.588746e-10	1.528770861e-06	0.1	1.588746e-10	9.275632e-09	0.1	1.588746e-10	6.578689e-08	0.1	1.588746e-10	1.95474e-08	0.1
2.558874e-10	7.51748782437e-06	0.1	2.558874e-10	2.337494193e-06	0.1	2.558874e-10	1.425577e-08	0.1	2.558874e-10	1.006198e-07	0.1	2.558874e-10	2.988806e-08	0.1
3.909175e-10	6.46665133284e-06	0.1	3.909175e-10	3.32698429e-06	0.1	3.909175e-10	2.0362642e-08	0.1	3.909175e-10	1.43247e-07	0.1	3.909175e-10	4.25401e-08	0.1
5.354519e-10	5.504061958830001e-06	0.1	5.354519e-10	4.233379348e-06	0.1	5.354519e-10	2.596096e-08	0.1	5.354519e-10	1.822971e-07	0.1	5.354519e-10	5.412964e-08	0.1
7.038208e-10	4.56188638068e-06	0.1	7.038208e-10	5.12055336e-06	0.1	7.038208e-10	3.14416e-08	0.1	7.038208e-10	2.205198e-07	0.1	7.038208e-10	6.54734e-08	0.1
8.781484e-10	3.75595144011e-06	0.1	8.781484e-10	5.87944022e-06	0.1	8.781484e-10	3.6129928e-08	0.1	8.781484e-10	2.532155e-07	0.1	8.781484e-10	7.517684e-08	0.1
1.052476e-09	3.09239807571e-06	0.1	1.052476e-09	6.50425718e-06	0.1	1.052476e-09	3.9989993999999994e-08	0.1	1.052476e-09	2.801349e-07	0.1	1.052476e-09	8.3166e-08	0.1
1.241121e-09	2.50574694228e-06	0.1	1.241121e-09	7.056660499999999e-06	0.1	1.241121e-09	4.3402708e-08	0.1	1.241121e-09	3.039346e-07	0.1	1.241121e-09	9.022927e-08	0.1
1.451242e-09	1.9823411763899997e-06	0.1	1.451242e-09	7.549510729999999e-06	0.1	1.451242e-09	4.6447511e-08	0.1	1.451242e-09	3.251685e-07	0.1	1.451242e-09	9.653106e-08	0.1
1.661363e-09	1.56826531719e-06	0.1	1.661363e-09	7.93941459e-06	0.1	1.661363e-09	4.8856312e-08	0.1	1.661363e-09	3.41967e-07	0.1	1.661363e-09	1.015165e-07	0.1
1.871484e-09	1.24068259305e-06	0.1	1.871484e-09	8.2478733e-06	0.1	1.871484e-09	5.0761949e-08	0.1	1.871484e-09	3.552566e-07	0.1	1.871484e-09	1.054606e-07	0.1
2.081605e-09	9.81525884643e-07	0.1	2.081605e-09	8.491901009999998e-06	0.1	2.081605e-09	5.2269526999999996e-08	0.1	2.081605e-09	3.657703e-07	0.1	2.081605e-09	1.085808e-07	0.1
2.309134e-09	7.61575184172e-07	0.1	2.309134e-09	8.699010620000001e-06	0.1	2.309134e-09	5.3549048e-08	0.1	2.309134e-09	3.746934e-07	0.1	2.309134e-09	1.11229e-07	0.1
2.562773e-09	5.739559603830001e-07	0.1	2.562773e-09	8.875677409999999e-06	0.1	2.562773e-09	5.4640489999999996e-08	0.1	2.562773e-09	3.823048e-07	0.1	2.562773e-09	1.13488e-07	0.1
2.816413e-09	4.32558074376e-07	0.1	2.816413e-09	9.00882052e-06	0.1	2.816413e-09	5.5463034e-08	0.1	2.816413e-09	3.880412e-07	0.1	2.816413e-09	1.151904e-07	0.1
3.070052e-09	3.25994440023e-07	0.1	3.070052e-09	9.10916325e-06	0.1	3.070052e-09	5.6082947999999997e-08	0.1	3.070052e-09	3.923643e-07	0.1	3.070052e-09	1.164734e-07	0.1
3.344075e-09	2.40162098355e-07	0.1	3.344075e-09	9.189984919999999e-06	0.1	3.344075e-09	5.6582258000000006e-08	0.1	3.344075e-09	3.958464e-07	0.1	3.344075e-09	1.175068e-07	0.1
3.648673e-09	1.70998190001e-07	0.1	3.648673e-09	9.255111569999999e-06	0.1	3.648673e-09	5.6984605e-08	0.1	3.648673e-09	3.986523e-07	0.1	3.648673e-09	1.183396e-07	0.1
3.953272e-09	1.2175278246e-07	0.1	3.953272e-09	9.301481969999999e-06	0.1	3.953272e-09	5.7271079999999996e-08	0.1	3.953272e-09	4.006501e-07	0.1	3.953272e-09	1.189325e-07	0.1
