Batch	m_SP	4	W1_L	Pr1	Pr2	Pr3					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.447553e-13	1.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1
1.356637e-10	1.0	0.1	1.356637e-10	0.0	0.1	1.356637e-10	0.0	0.1	1.356637e-10	0.0	0.1
1.205444e-09	1.0	0.1	1.205444e-09	0.0	0.1	1.205444e-09	0.0	0.1	1.205444e-09	0.0	0.1
3.353159e-09	1.0	0.1	3.353159e-09	0.0	0.1	3.353159e-09	0.0	0.1	3.353159e-09	0.0	0.1
6.923451e-09	1.0	0.1	6.923451e-09	0.0	0.1	6.923451e-09	0.0	0.1	6.923451e-09	0.0	0.1
1.248833e-08	1.0	0.1	1.248833e-08	0.0	0.1	1.248833e-08	0.0	0.1	1.248833e-08	0.0	0.1
1.805321e-08	1.0	0.1	1.805321e-08	0.0	0.1	1.805321e-08	0.0	0.1	1.805321e-08	0.0	0.1
2.790435e-08	1.0	0.1	2.790435e-08	0.0	0.1	2.790435e-08	0.0	0.1	2.790435e-08	0.0	0.1
4.538068e-08	1.0	0.1	4.538068e-08	0.0	0.1	4.538068e-08	0.0	0.1	4.538068e-08	0.0	0.1
6.854263e-08	1.0	0.1	6.854263e-08	0.0	0.1	6.854263e-08	0.0	0.1	6.854263e-08	0.0	0.1
9.697068e-08	1.0	0.1	9.697068e-08	0.0	0.1	9.697068e-08	0.0	0.1	9.697068e-08	0.0	0.1
1.315985e-07	1.0	0.1	1.315985e-07	0.0	0.1	1.315985e-07	0.0	0.1	1.315985e-07	0.0	0.1
1.677764e-07	1.0	0.1	1.677764e-07	0.0	0.1	1.677764e-07	0.0	0.1	1.677764e-07	0.0	0.1
2.039542e-07	1.0	0.1	2.039542e-07	0.0	0.1	2.039542e-07	0.0	0.1	2.039542e-07	0.0	0.1
2.40132e-07	1.0	0.1	2.40132e-07	0.0	0.1	2.40132e-07	0.0	0.1	2.40132e-07	0.0	0.1
2.763098e-07	1.0	0.1	2.763098e-07	0.0	0.1	2.763098e-07	0.0	0.1	2.763098e-07	0.0	0.1
3.124876e-07	1.0	0.1	3.124876e-07	0.0	0.1	3.124876e-07	0.0	0.1	3.124876e-07	0.0	0.1
3.486655e-07	1.0	0.1	3.486655e-07	0.0	0.1	3.486655e-07	0.0	0.1	3.486655e-07	0.0	0.1
3.848433e-07	1.0	0.1	3.848433e-07	0.0	0.1	3.848433e-07	0.0	0.1	3.848433e-07	0.0	0.1
4.210211e-07	1.0	0.1	4.210211e-07	0.0	0.1	4.210211e-07	0.0	0.1	4.210211e-07	0.0	0.1
4.571989e-07	1.0	0.1	4.571989e-07	0.0	0.1	4.571989e-07	0.0	0.1	4.571989e-07	0.0	0.1
4.933767e-07	1.0	0.1	4.933767e-07	0.0	0.1	4.933767e-07	0.0	0.1	4.933767e-07	0.0	0.1
5.295546e-07	1.0	0.1	5.295546e-07	0.0	0.1	5.295546e-07	0.0	0.1	5.295546e-07	0.0	0.1
5.657324e-07	1.0	0.1	5.657324e-07	0.0	0.1	5.657324e-07	0.0	0.1	5.657324e-07	0.0	0.1
6.019102e-07	1.00000004	0.1	6.019102e-07	0.0	0.1	6.019102e-07	0.0	0.1	6.019102e-07	0.0	0.1
6.38088e-07	1.00000002	0.1	6.38088e-07	0.0	0.1	6.38088e-07	0.0	0.1	6.38088e-07	0.0	0.1
6.742658e-07	1.00000003	0.1	6.742658e-07	0.0	0.1	6.742658e-07	0.0	0.1	6.742658e-07	0.0	0.1
7.104436e-07	0.99999997	0.1	7.104436e-07	0.0	0.1	7.104436e-07	0.0	0.1	7.104436e-07	0.0	0.1
7.466215e-07	0.99999999	0.1	7.466215e-07	0.0	0.1	7.466215e-07	0.0	0.1	7.466215e-07	0.0	0.1
7.827993e-07	0.9999999599999999	0.1	7.827993e-07	0.0	0.1	7.827993e-07	0.0	0.1	7.827993e-07	0.0	0.1
8.189771e-07	0.99999998	0.1	8.189771e-07	0.0	0.1	8.189771e-07	0.0	0.1	8.189771e-07	0.0	0.1
8.551549e-07	1.00000001	0.1	8.551549e-07	0.0	0.1	8.551549e-07	0.0	0.1	8.551549e-07	0.0	0.1
8.913327e-07	0.99999997	0.1	8.913327e-07	0.0	0.1	8.913327e-07	0.0	0.1	8.913327e-07	0.0	0.1
9.275106e-07	0.99999997	0.1	9.275106e-07	0.0	0.1	9.275106e-07	0.0	0.1	9.275106e-07	0.0	0.1
9.636884e-07	0.99999996	0.1	9.636884e-07	0.0	0.1	9.636884e-07	0.0	0.1	9.636884e-07	0.0	0.1
9.998662e-07	1.00000005	0.1	9.998662e-07	0.0	0.1	9.998662e-07	0.0	0.1	9.998662e-07	0.0	0.1
1.036044e-06	0.99999997	0.1	1.036044e-06	0.0	0.1	1.036044e-06	0.0	0.1	1.036044e-06	0.0	0.1
1.072222e-06	1.0	0.1	1.072222e-06	0.0	0.1	1.072222e-06	0.0	0.1	1.072222e-06	0.0	0.1
1.1084e-06	1.00000001	0.1	1.1084e-06	0.0	0.1	1.1084e-06	0.0	0.1	1.1084e-06	0.0	0.1
1.144577e-06	0.99999997	0.1	1.144577e-06	0.0	0.1	1.144577e-06	0.0	0.1	1.144577e-06	0.0	0.1
1.180755e-06	1.00000001	0.1	1.180755e-06	0.0	0.1	1.180755e-06	0.0	0.1	1.180755e-06	0.0	0.1
1.216933e-06	1.0000000199999999	0.1	1.216933e-06	0.0	0.1	1.216933e-06	0.0	0.1	1.216933e-06	0.0	0.1
1.258925e-06	1.00000001	0.1	1.258925e-06	0.0	0.1	1.258925e-06	0.0	0.1	1.258925e-06	0.0	0.1
1.30237e-06	0.999999983	0.1	1.30237e-06	0.0	0.1	1.30237e-06	0.0	0.1	1.30237e-06	0.0	0.1
1.345815e-06	0.99999995	0.1	1.345815e-06	0.0	0.1	1.345815e-06	0.0	0.1	1.345815e-06	0.0	0.1
1.38926e-06	0.999999967	0.1	1.38926e-06	0.0	0.1	1.38926e-06	0.0	0.1	1.38926e-06	0.0	0.1
1.432706e-06	0.99999996	0.1	1.432706e-06	0.0	0.1	1.432706e-06	0.0	0.1	1.432706e-06	0.0	0.1
1.476151e-06	0.9999999869999999	0.1	1.476151e-06	0.0	0.1	1.476151e-06	0.0	0.1	1.476151e-06	0.0	0.1
1.519596e-06	0.999999957	0.1	1.519596e-06	0.0	0.1	1.519596e-06	0.0	0.1	1.519596e-06	0.0	0.1
1.563041e-06	1.0	0.1	1.563041e-06	0.0	0.1	1.563041e-06	0.0	0.1	1.563041e-06	0.0	0.1
1.606486e-06	0.9999999829999999	0.1	1.606486e-06	0.0	0.1	1.606486e-06	0.0	0.1	1.606486e-06	0.0	0.1
1.649931e-06	0.999999964	0.1	1.649931e-06	0.0	0.1	1.649931e-06	0.0	0.1	1.649931e-06	0.0	0.1
1.693377e-06	0.999999974	0.1	1.693377e-06	0.0	0.1	1.693377e-06	0.0	0.1	1.693377e-06	0.0	0.1
1.738568e-06	0.9999999669999999	0.1	1.738568e-06	0.0	0.1	1.738568e-06	0.0	0.1	1.738568e-06	0.0	0.1
