Batch	m_SP	7	W3	R	W4_L	P1	P2_L	P3	P4											
2.85125e-08	0.989746	0.1	2.85125e-08	1.851812e-06	0.1	2.85125e-08	1.682329e-05	0.1	2.85125e-08	0.002342084	0.1	2.85125e-08	1.83580922e-05	0.1	2.85125e-08	2.517538e-06	0.1	2.85125e-08	0.002586881	0.1
3.243529e-08	0.9883616	0.1	3.243529e-08	2.105526e-06	0.1	3.243529e-08	1.919001e-05	0.1	3.243529e-08	0.002669763	0.1	3.243529e-08	2.08681319e-05	0.1	3.243529e-08	2.862247e-06	0.1	3.243529e-08	0.002939747	0.1
3.635808e-08	0.9869798	0.1	3.635808e-08	2.358763e-06	0.1	3.635808e-08	2.155541e-05	0.1	3.635808e-08	0.002998103	0.1	3.635808e-08	2.33733743e-05	0.1	3.635808e-08	3.206297e-06	0.1	3.635808e-08	0.003291875	0.1
4.061164e-08	0.9854843	0.1	4.061164e-08	2.632793e-06	0.1	4.061164e-08	2.41174e-05	0.1	4.061164e-08	0.003354701	0.1	4.061164e-08	2.6084350699999998e-05	0.1	4.061164e-08	3.578591e-06	0.1	4.061164e-08	0.003672862	0.1
4.536135e-08	0.9838174	0.1	4.536135e-08	2.938084e-06	0.1	4.536135e-08	2.697359e-05	0.1	4.536135e-08	0.003753391	0.1	4.536135e-08	2.9104648e-05	0.1	4.536135e-08	3.993348e-06	0.1	4.536135e-08	0.004097267	0.1
5.030324e-08	0.9820865	0.1	5.030324e-08	3.254926e-06	0.1	5.030324e-08	2.993926e-05	0.1	5.030324e-08	0.004168556	0.1	5.030324e-08	3.2239375e-05	0.1	5.030324e-08	4.423795e-06	0.1	5.030324e-08	0.004537703	0.1
5.601384e-08	0.9800909	0.1	5.601384e-08	3.62003e-06	0.1	5.601384e-08	3.335782e-05	0.1	5.601384e-08	0.004648476	0.1	5.601384e-08	3.5851765999999995e-05	0.1	5.601384e-08	4.919804e-06	0.1	5.601384e-08	0.005045203	0.1
6.197423e-08	0.9780131	0.1	6.197423e-08	3.999929e-06	0.1	6.197423e-08	3.691577e-05	0.1	6.197423e-08	0.005149318	0.1	6.197423e-08	3.961076e-05	0.1	6.197423e-08	5.435912e-06	0.1	6.197423e-08	0.005573255	0.1
6.893376e-08	0.9755939	0.1	6.893376e-08	4.441993e-06	0.1	6.893376e-08	4.105665e-05	0.1	6.893376e-08	0.005733701	0.1	6.893376e-08	4.3985097999999995e-05	0.1	6.893376e-08	6.036471e-06	0.1	6.893376e-08	0.006187703	0.1
7.651804e-08	0.9729662	0.1	7.651804e-08	4.921884e-06	0.1	7.651804e-08	4.555243e-05	0.1	7.651804e-08	0.006369673	0.1	7.651804e-08	4.8733994e-05	0.1	7.651804e-08	6.688418e-06	0.1	7.651804e-08	0.006854722	0.1
8.503943e-08	0.9700249	0.1	8.503943e-08	5.458769e-06	0.1	8.503943e-08	5.058265e-05	0.1	8.503943e-08	0.007082741	0.1	8.503943e-08	5.4047167e-05	0.1	8.503943e-08	7.417793e-06	0.1	8.503943e-08	0.007600954	0.1
