Batch	m_SP	5	N7a_L	C5H5	T1a_L	T4a_L	N1a_L							
2.55339e-11	9.758653223032e-06	0.1	2.55339e-11	1.504068e-09	0.1	2.55339e-11	2.21491763e-10	0.1	2.55339e-11	2.2915540400000003e-07	0.1	2.55339e-11	1.45031675e-13	0.1
5.451345e-11	9.492464546912e-06	0.1	5.451345e-11	3.180834e-09	0.1	5.451345e-11	4.722306229999999e-10	0.1	5.451345e-11	4.821637199999999e-07	0.1	5.451345e-11	6.534374100000001e-13	0.1
1.220471e-10	8.901776760904e-06	0.1	1.220471e-10	6.968269e-09	0.1	1.220471e-10	1.05390928e-09	0.1	1.220471e-10	1.04383073e-06	0.1	1.220471e-10	3.1885971000000003e-12	0.1
2.436075e-10	7.935348289859999e-06	0.1	2.436075e-10	1.339042e-08	0.1	2.436075e-10	2.0916212000000002e-09	0.1	2.436075e-10	1.96354843e-06	0.1	2.436075e-10	1.21115336e-11	0.1
3.603209e-10	7.112642144312e-06	0.1	3.603209e-10	1.91221e-08	0.1	3.603209e-10	3.0766057400000002e-09	0.1	3.603209e-10	2.7473992999999997e-06	0.1	3.603209e-10	2.5327256699999998e-11	0.1
4.495036e-10	6.545874579889999e-06	0.1	4.495036e-10	2.32427e-08	0.1	4.495036e-10	3.82163678e-09	0.1	4.495036e-10	3.2879969e-06	0.1	4.495036e-10	3.8096247e-11	0.1
5.718879e-10	5.84586708032e-06	0.1	5.718879e-10	2.85668e-08	0.1	5.718879e-10	4.8330677499999994e-09	0.1	5.718879e-10	3.9564987e-06	0.1	5.718879e-10	5.8884334e-11	0.1
7.450001e-10	4.990164094722e-06	0.1	7.450001e-10	3.551489e-08	0.1	7.450001e-10	6.2414241e-09	0.1	7.450001e-10	4.7752352e-06	0.1	7.450001e-10	9.372507200000001e-11	0.1
9.817532e-10	4.032271752952e-06	0.1	9.817532e-10	4.406814e-08	0.1	9.817532e-10	8.1233808e-09	0.1	9.817532e-10	5.694499200000001e-06	0.1	9.817532e-10	1.49423083e-10	0.1
1.218506e-09	3.270952979632e-06	0.1	1.218506e-09	5.170428e-08	0.1	1.218506e-09	9.9517773e-09	0.1	1.218506e-09	6.4281259e-06	0.1	1.218506e-09	2.1182752600000001e-10	0.1
1.455259e-09	2.6638464220060002e-06	0.1	1.455259e-09	5.857999e-08	0.1	1.455259e-09	1.17240841e-08	0.1	1.455259e-09	7.0160092e-06	0.1	1.455259e-09	2.7869076e-10	0.1
1.692012e-09	2.178024238644e-06	0.1	1.692012e-09	6.481821e-08	0.1	1.692012e-09	1.3438243600000001e-08	0.1	1.692012e-09	7.4891508000000005e-06	0.1	1.692012e-09	3.4827549999999997e-10	0.1
1.928766e-09	1.787849442296e-06	0.1	1.928766e-09	7.051593e-08	0.1	1.928766e-09	1.50927438e-08	0.1	1.928766e-09	7.8716929e-06	0.1	1.928766e-09	4.1924376e-10	0.1
2.165519e-09	1.473323932932e-06	0.1	2.165519e-09	7.575021e-08	0.1	2.165519e-09	1.66866309e-08	0.1	2.165519e-09	8.182465e-06	0.1	2.165519e-09	4.9057069e-10	0.1
2.411954e-09	1.209495909598e-06	0.1	2.411954e-09	8.077258e-08	0.1	2.411954e-09	1.8280854e-08	0.1	2.411954e-09	8.4455301e-06	0.1	2.411954e-09	5.6435771e-10	0.1
2.697118e-09	9.67493549742e-07	0.1	2.697118e-09	8.611371e-08	0.1	2.697118e-09	2.00431667e-08	0.1	2.697118e-09	8.6896257e-06	0.1	2.697118e-09	6.4831576e-10	0.1
2.982281e-09	7.77996239764e-07	0.1	2.982281e-09	9.101535e-08	0.1	2.982281e-09	2.1717882800000002e-08	0.1	2.982281e-09	8.8835177e-06	0.1	2.982281e-09	7.3005271e-10	0.1
3.267445e-09	6.28774324262e-07	0.1	3.267445e-09	9.553214e-08	0.1	3.267445e-09	2.3306575499999997e-08	0.1	3.267445e-09	9.038737500000001e-06	0.1	3.267445e-09	8.090681e-10	0.1
3.587627e-09	4.97883272345072e-07	0.1	3.587627e-09	1.001992e-07	0.1	3.587627e-09	2.49904963e-08	0.1	3.587627e-09	9.1776316e-06	0.1	3.587627e-09	8.941444499999999e-10	0.1
3.931153e-09	3.90029410251275e-07	0.1	3.931153e-09	1.047856e-07	0.1	3.931153e-09	2.6683736399999998e-08	0.1	3.931153e-09	9.2949731e-06	0.1	3.931153e-09	9.808522100000001e-10	0.1
4.27468e-09	3.07389391349043e-07	0.1	4.27468e-09	1.089851e-07	0.1	4.27468e-09	2.82644786e-08	0.1	4.27468e-09	9.3875791e-06	0.1	4.27468e-09	1.06268788e-09	0.1
4.660659e-09	2.3679759027276499e-07	0.1	4.660659e-09	1.132929e-07	0.1	4.660659e-09	2.99131423e-08	0.1	4.660659e-09	9.469528700000001e-06	0.1	4.660659e-09	1.1488147e-09	0.1
5.074939e-09	1.8023794714444302e-07	0.1	5.074939e-09	1.174856e-07	0.1	5.074939e-09	3.15414789e-08	0.1	5.074939e-09	9.5381292e-06	0.1	5.074939e-09	1.23454108e-09	0.1
5.48922e-09	1.38108383965684e-07	0.1	5.48922e-09	1.212808e-07	0.1	5.48922e-09	3.3033396900000004e-08	0.1	5.48922e-09	9.5919034e-06	0.1	5.48922e-09	1.31357826e-09	0.1
5.989721e-09	1.0093518116207899e-07	0.1	5.989721e-09	1.25395e-07	0.1	5.989721e-09	3.46679006e-08	0.1	5.989721e-09	9.6424119e-06	0.1	5.989721e-09	1.40063246e-09	0.1
