Batch	m_SP	5	Pr1	W1	W2	Pr2	Pr3							
0.2453178	9.8739652719435e-06	0.1	0.2453178	1.830371e-09	0.1	0.2453178	4.267245e-13	0.1	0.2453178	9.762508e-08	0.1	0.2453178	2.647916e-08	0.1
0.452339	9.770315341767001e-06	0.1	0.452339	1.812606e-09	0.1	0.452339	4.223426e-13	0.1	0.452339	1.803179e-07	0.1	0.452339	4.745372e-08	0.1
0.6888243	9.6545495571153e-06	0.1	0.6888243	1.793491e-09	0.1	0.6888243	4.174972e-13	0.1	0.6888243	2.746567e-07	0.1	0.6888243	6.890068e-08	0.1
0.9695058	9.521195026402499e-06	0.1	0.9695058	1.771954e-09	0.1	0.9695058	4.11948e-13	0.1	0.9695058	3.868137e-07	0.1	0.9695058	9.011857e-08	0.1
1.316776	9.3623047585176e-06	0.1	1.316776	1.746232e-09	0.1	1.316776	4.053319e-13	0.1	1.316776	5.260089e-07	0.1	1.316776	1.098409e-07	0.1
1.70579	9.1915347303528e-06	0.1	1.70579	1.717839e-09	0.1	1.70579	3.981709e-13	0.1	1.70579	6.821384e-07	0.1	1.70579	1.245092e-07	0.1
1.990227	9.0707591276478e-06	0.1	1.990227	1.697134e-09	0.1	1.990227	3.930644e-13	0.1	1.990227	7.960211e-07	0.1	1.990227	1.314235e-07	0.1
2.377954	8.9106900902421e-06	0.1	2.377954	1.668951e-09	0.1	2.377954	3.862467e-13	0.1	2.377954	9.503138e-07	0.1	2.377954	1.37228e-07	0.1
2.834541	8.7277443753741e-06	0.1	2.834541	1.635937e-09	0.1	2.834541	3.784007e-13	0.1	2.834541	1.129932e-06	0.1	2.834541	1.405889e-07	0.1
3.398773	8.508464151537e-06	0.1	3.398773	1.595642e-09	0.1	3.398773	3.689478e-13	0.1	3.398773	1.347996e-06	0.1	3.398773	1.418458e-07	0.1
3.963005	8.2955969403802e-06	0.1	3.963005	1.556107e-09	0.1	3.963005	3.597432e-13	0.1	3.963005	1.561247e-06	0.1	3.963005	1.41502e-07	0.1
4.575147	8.0711529521369e-06	0.1	4.575147	1.5142e-09	0.1	4.575147	3.500231e-13	0.1	4.575147	1.786929e-06	0.1	4.575147	1.403075e-07	0.1
5.259151	7.8278034996322e-06	0.1	5.259151	1.468643e-09	0.1	5.259151	3.394762e-13	0.1	5.259151	2.032087e-06	0.1	5.259151	1.385456e-07	0.1
6.080068	7.545572679162501e-06	0.1	6.080068	1.415741e-09	0.1	6.080068	3.272398e-13	0.1	6.080068	2.316697e-06	0.1	6.080068	1.362194e-07	0.1
7.023299	7.233927404544e-06	0.1	7.023299	1.357295e-09	0.1	7.023299	3.137261e-13	0.1	7.023299	2.63114e-06	0.1	7.023299	1.334826e-07	0.1
8.119231	6.8880257656804e-06	0.1	8.119231	1.292412e-09	0.1	8.119231	2.98726e-13	0.1	8.119231	2.980264e-06	0.1	8.119231	1.303278e-07	0.1
9.499796	6.475799575525501e-06	0.1	9.499796	1.215084e-09	0.1	9.499796	2.808494e-13	0.1	9.499796	3.396453e-06	0.1	9.499796	1.264447e-07	0.1
11.35426	5.9607325485760005e-06	0.1	11.35426	1.118462e-09	0.1	11.35426	2.585129e-13	0.1	11.35426	3.916656e-06	0.1	11.35426	1.214089e-07	0.1
13.77888	5.3487553721402e-06	0.1	13.77888	1.003658e-09	0.1	13.77888	2.319737e-13	0.1	13.77888	4.53503e-06	0.1	13.77888	1.151321e-07	0.1
16.88103	4.6567417507611e-06	0.1	16.88103	8.738386e-10	0.1	16.88103	2.019634e-13	0.1	16.88103	5.234729e-06	0.1	16.88103	1.075839e-07	0.1
21.76522	3.7445749624332e-06	0.1	21.76522	7.027144e-10	0.1	21.76522	1.624056e-13	0.1	21.76522	6.157946e-06	0.1	21.76522	9.67155e-08	0.1
26.64942	3.0116088017799998e-06	0.1	26.64942	5.65204e-10	0.1	26.64942	1.306189e-13	0.1	26.64942	6.900798e-06	0.1	26.64942	8.697597e-08	0.1
31.53362	2.4225843617648003e-06	0.1	31.53362	4.546939e-10	0.1	31.53362	1.050742e-13	0.1	31.53362	7.498671e-06	0.1	31.53362	7.824781e-08	0.1
36.41781	1.9491827191542e-06	0.1	36.41781	3.65873e-10	0.1	36.41781	8.454359e-14	0.1	36.41781	7.97999e-06	0.1	36.41781	7.042577e-08	0.1
41.30201	1.5686651360304e-06	0.1	41.30201	2.944759e-10	0.1	41.30201	6.804098e-14	0.1	41.30201	8.367595e-06	0.1	41.30201	6.341559e-08	0.1
47.1702	1.2088132738832e-06	0.1	47.1702	2.269525e-10	0.1	47.1702	5.243436e-14	0.1	47.1702	8.734988e-06	0.1	47.1702	5.594806e-08	0.1
53.03839	9.3191810002431e-07	0.1	53.03839	1.749916e-10	0.1	53.03839	4.042526e-14	0.1	53.03839	9.018488e-06	0.1	53.03839	4.94009e-08	0.1
58.90657	7.188043268087399e-07	0.1	58.90657	1.349964e-10	0.1	58.90657	3.11822e-14	0.1	58.90657	9.237387e-06	0.1	58.90657	4.366015e-08	0.1
64.77476	5.547366379004399e-07	0.1	64.77476	1.04203e-10	0.1	64.77476	2.406616e-14	0.1	64.77476	9.406522e-06	0.1	64.77476	3.862594e-08	0.1
71.62482	4.1028555824544e-07	0.1	71.62482	7.708838e-11	0.1	71.62482	1.780074e-14	0.1	71.62482	9.556102e-06	0.1	71.62482	3.352683e-08	0.1
78.72034	3.0050317997073e-07	0.1	78.72034	5.647844e-11	0.1	78.72034	1.303884e-14	0.1	78.72034	9.670428e-06	0.1	78.72034	2.900604e-08	0.1
85.81586	2.2036923660272e-07	0.1	85.81586	4.143201e-11	0.1	85.81586	9.562795e-15	0.1	85.81586	9.754439e-06	0.1	85.81586	2.514633e-08	0.1
92.91138	1.6183649557393999e-07	0.1	92.91138	3.043943e-11	0.1	92.91138	7.023624e-15	0.1	92.91138	9.81628e-06	0.1	92.91138	2.184975e-08	0.1
101.1104	1.1351544099776999e-07	0.1	101.1104	2.136246e-11	0.1	101.1104	4.927297e-15	0.1	101.1104	9.867828e-06	0.1	101.1104	1.863309e-08	0.1
