Batch	m_SP	4	W1_L	Pr1	Pr2	Pr3					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.447553e-13	1.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1
7.482232e-11	1.0	0.1	7.482232e-11	0.0	0.1	7.482232e-11	0.0	0.1	7.482232e-11	0.0	0.1
2.810927e-10	1.0	0.1	2.810927e-10	0.0	0.1	2.810927e-10	0.0	0.1	2.810927e-10	0.0	0.1
6.293569e-10	1.0	0.1	6.293569e-10	0.0	0.1	6.293569e-10	0.0	0.1	6.293569e-10	0.0	0.1
1.257939e-09	1.0	0.1	1.257939e-09	0.0	0.1	1.257939e-09	0.0	0.1	1.257939e-09	0.0	0.1
1.88652e-09	1.0	0.1	1.88652e-09	0.0	0.1	1.88652e-09	0.0	0.1	1.88652e-09	0.0	0.1
2.875578e-09	1.0	0.1	2.875578e-09	0.0	0.1	2.875578e-09	0.0	0.1	2.875578e-09	0.0	0.1
4.596704e-09	1.0	0.1	4.596704e-09	0.0	0.1	4.596704e-09	0.0	0.1	4.596704e-09	0.0	0.1
7.055455e-09	1.0	0.1	7.055455e-09	0.0	0.1	7.055455e-09	0.0	0.1	7.055455e-09	0.0	0.1
1.019186e-08	1.0	0.1	1.019186e-08	0.0	0.1	1.019186e-08	0.0	0.1	1.019186e-08	0.0	0.1
1.379882e-08	1.0	0.1	1.379882e-08	0.0	0.1	1.379882e-08	0.0	0.1	1.379882e-08	0.0	0.1
1.771949e-08	1.0	0.1	1.771949e-08	0.0	0.1	1.771949e-08	0.0	0.1	1.771949e-08	0.0	0.1
2.164016e-08	1.0	0.1	2.164016e-08	0.0	0.1	2.164016e-08	0.0	0.1	2.164016e-08	0.0	0.1
2.556082e-08	1.0	0.1	2.556082e-08	0.0	0.1	2.556082e-08	0.0	0.1	2.556082e-08	0.0	0.1
2.948149e-08	1.0	0.1	2.948149e-08	0.0	0.1	2.948149e-08	0.0	0.1	2.948149e-08	0.0	0.1
3.340216e-08	1.0	0.1	3.340216e-08	0.0	0.1	3.340216e-08	0.0	0.1	3.340216e-08	0.0	0.1
3.732283e-08	1.0	0.1	3.732283e-08	0.0	0.1	3.732283e-08	0.0	0.1	3.732283e-08	0.0	0.1
4.12435e-08	1.0	0.1	4.12435e-08	0.0	0.1	4.12435e-08	0.0	0.1	4.12435e-08	0.0	0.1
4.516416e-08	1.0	0.1	4.516416e-08	0.0	0.1	4.516416e-08	0.0	0.1	4.516416e-08	0.0	0.1
4.908483e-08	1.0	0.1	4.908483e-08	0.0	0.1	4.908483e-08	0.0	0.1	4.908483e-08	0.0	0.1
5.30055e-08	1.0	0.1	5.30055e-08	0.0	0.1	5.30055e-08	0.0	0.1	5.30055e-08	0.0	0.1
5.692617e-08	1.00000003	0.1	5.692617e-08	0.0	0.1	5.692617e-08	0.0	0.1	5.692617e-08	0.0	0.1
6.084684e-08	1.0	0.1	6.084684e-08	0.0	0.1	6.084684e-08	0.0	0.1	6.084684e-08	0.0	0.1
6.47675e-08	0.99999997	0.1	6.47675e-08	0.0	0.1	6.47675e-08	0.0	0.1	6.47675e-08	0.0	0.1
6.868817e-08	0.9999999900000001	0.1	6.868817e-08	0.0	0.1	6.868817e-08	0.0	0.1	6.868817e-08	0.0	0.1
7.260884e-08	1.00000003	0.1	7.260884e-08	0.0	0.1	7.260884e-08	0.0	0.1	7.260884e-08	0.0	0.1
7.652951e-08	0.99999996	0.1	7.652951e-08	0.0	0.1	7.652951e-08	0.0	0.1	7.652951e-08	0.0	0.1
8.045018e-08	0.99999999	0.1	8.045018e-08	0.0	0.1	8.045018e-08	0.0	0.1	8.045018e-08	0.0	0.1
8.437085e-08	1.00000003	0.1	8.437085e-08	0.0	0.1	8.437085e-08	0.0	0.1	8.437085e-08	0.0	0.1
8.829151e-08	0.99999998	0.1	8.829151e-08	0.0	0.1	8.829151e-08	0.0	0.1	8.829151e-08	0.0	0.1
9.221218e-08	0.9999999700000001	0.1	9.221218e-08	0.0	0.1	9.221218e-08	0.0	0.1	9.221218e-08	0.0	0.1
9.613285e-08	1.00000003	0.1	9.613285e-08	0.0	0.1	9.613285e-08	0.0	0.1	9.613285e-08	0.0	0.1
1.000535e-07	1.00000004	0.1	1.000535e-07	0.0	0.1	1.000535e-07	0.0	0.1	1.000535e-07	0.0	0.1
1.039742e-07	0.99999998	0.1	1.039742e-07	0.0	0.1	1.039742e-07	0.0	0.1	1.039742e-07	0.0	0.1
1.078949e-07	1.00000004	0.1	1.078949e-07	0.0	0.1	1.078949e-07	0.0	0.1	1.078949e-07	0.0	0.1
1.118155e-07	1.0	0.1	1.118155e-07	0.0	0.1	1.118155e-07	0.0	0.1	1.118155e-07	0.0	0.1
1.157362e-07	1.00000002	0.1	1.157362e-07	0.0	0.1	1.157362e-07	0.0	0.1	1.157362e-07	0.0	0.1
1.196569e-07	0.9999999900000001	0.1	1.196569e-07	0.0	0.1	1.196569e-07	0.0	0.1	1.196569e-07	0.0	0.1
1.235775e-07	0.99999996	0.1	1.235775e-07	0.0	0.1	1.235775e-07	0.0	0.1	1.235775e-07	0.0	0.1
1.274982e-07	0.99999999	0.1	1.274982e-07	0.0	0.1	1.274982e-07	0.0	0.1	1.274982e-07	0.0	0.1
1.317362e-07	0.9999999900000001	0.1	1.317362e-07	0.0	0.1	1.317362e-07	0.0	0.1	1.317362e-07	0.0	0.1
1.364503e-07	1.000000018	0.1	1.364503e-07	0.0	0.1	1.364503e-07	0.0	0.1	1.364503e-07	0.0	0.1
1.411643e-07	0.9999999860000001	0.1	1.411643e-07	0.0	0.1	1.411643e-07	0.0	0.1	1.411643e-07	0.0	0.1
1.458784e-07	1.00000001	0.1	1.458784e-07	0.0	0.1	1.458784e-07	0.0	0.1	1.458784e-07	0.0	0.1
1.505924e-07	1.000000006	0.1	1.505924e-07	0.0	0.1	1.505924e-07	0.0	0.1	1.505924e-07	0.0	0.1
1.553065e-07	1.0000000420000001	0.1	1.553065e-07	0.0	0.1	1.553065e-07	0.0	0.1	1.553065e-07	0.0	0.1
1.600205e-07	1.000000045	0.1	1.600205e-07	0.0	0.1	1.600205e-07	0.0	0.1	1.600205e-07	0.0	0.1
1.647346e-07	0.9999999709999999	0.1	1.647346e-07	0.0	0.1	1.647346e-07	0.0	0.1	1.647346e-07	0.0	0.1
1.694486e-07	1.000000011	0.1	1.694486e-07	0.0	0.1	1.694486e-07	0.0	0.1	1.694486e-07	0.0	0.1
1.741627e-07	1.000000042	0.1	1.741627e-07	0.0	0.1	1.741627e-07	0.0	0.1	1.741627e-07	0.0	0.1
1.788767e-07	1.000000007	0.1	1.788767e-07	0.0	0.1	1.788767e-07	0.0	0.1	1.788767e-07	0.0	0.1
1.841576e-07	0.9999999620000001	0.1	1.841576e-07	0.0	0.1	1.841576e-07	0.0	0.1	1.841576e-07	0.0	0.1
1.898164e-07	1.000000024	0.1	1.898164e-07	0.0	0.1	1.898164e-07	0.0	0.1	1.898164e-07	0.0	0.1
1.954752e-07	0.999999965	0.1	1.954752e-07	0.0	0.1	1.954752e-07	0.0	0.1	1.954752e-07	0.0	0.1
