Batch	m_SP	12	N7a_L	N1b	N1c	N1a	N_2	N3	N4	N5	N6	Flvln	Nphln	Azln																					
0.0	1.00000002	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
1.144421e-15	0.9999999900000001	0.1	1.144421e-15	0.0	0.1	1.144421e-15	0.0	0.1	1.144421e-15	0.0	0.1	1.144421e-15	0.0	0.1	1.144421e-15	0.0	0.1	1.144421e-15	0.0	0.1	1.144421e-15	0.0	0.1	1.144421e-15	0.0	0.1	1.144421e-15	0.0	0.1	1.144421e-15	0.0	0.1	1.144421e-15	0.0	0.1
8.643441e-15	0.99999996	0.1	8.643441e-15	0.0	0.1	8.643441e-15	0.0	0.1	8.643441e-15	0.0	0.1	8.643441e-15	0.0	0.1	8.643441e-15	0.0	0.1	8.643441e-15	0.0	0.1	8.643441e-15	0.0	0.1	8.643441e-15	0.0	0.1	8.643441e-15	0.0	0.1	8.643441e-15	0.0	0.1	8.643441e-15	0.0	0.1
2.250786e-14	1.0	0.1	2.250786e-14	0.0	0.1	2.250786e-14	0.0	0.1	2.250786e-14	0.0	0.1	2.250786e-14	0.0	0.1	2.250786e-14	0.0	0.1	2.250786e-14	0.0	0.1	2.250786e-14	0.0	0.1	2.250786e-14	0.0	0.1	2.250786e-14	0.0	0.1	2.250786e-14	0.0	0.1	2.250786e-14	0.0	0.1
4.614692e-14	1.0	0.1	4.614692e-14	0.0	0.1	4.614692e-14	0.0	0.1	4.614692e-14	0.0	0.1	4.614692e-14	0.0	0.1	4.614692e-14	0.0	0.1	4.614692e-14	0.0	0.1	4.614692e-14	0.0	0.1	4.614692e-14	0.0	0.1	4.614692e-14	0.0	0.1	4.614692e-14	0.0	0.1	4.614692e-14	0.0	0.1
7.8032e-14	1.0	0.1	7.8032e-14	0.0	0.1	7.8032e-14	0.0	0.1	7.8032e-14	0.0	0.1	7.8032e-14	0.0	0.1	7.8032e-14	0.0	0.1	7.8032e-14	0.0	0.1	7.8032e-14	0.0	0.1	7.8032e-14	0.0	0.1	7.8032e-14	0.0	0.1	7.8032e-14	0.0	0.1	7.8032e-14	0.0	0.1
1.099171e-13	1.0	0.1	1.099171e-13	0.0	0.1	1.099171e-13	0.0	0.1	1.099171e-13	0.0	0.1	1.099171e-13	0.0	0.1	1.099171e-13	0.0	0.1	1.099171e-13	0.0	0.1	1.099171e-13	0.0	0.1	1.099171e-13	0.0	0.1	1.099171e-13	0.0	0.1	1.099171e-13	0.0	0.1	1.099171e-13	0.0	0.1
1.72248e-13	1.0	0.1	1.72248e-13	0.0	0.1	1.72248e-13	0.0	0.1	1.72248e-13	0.0	0.1	1.72248e-13	0.0	0.1	1.72248e-13	0.0	0.1	1.72248e-13	0.0	0.1	1.72248e-13	0.0	0.1	1.72248e-13	0.0	0.1	1.72248e-13	0.0	0.1	1.72248e-13	0.0	0.1	1.72248e-13	0.0	0.1
2.844436e-13	0.9999999799999999	0.1	2.844436e-13	0.0	0.1	2.844436e-13	0.0	0.1	2.844436e-13	0.0	0.1	2.844436e-13	0.0	0.1	2.844436e-13	0.0	0.1	2.844436e-13	0.0	0.1	2.844436e-13	0.0	0.1	2.844436e-13	0.0	0.1	2.844436e-13	0.0	0.1	2.844436e-13	0.0	0.1	2.844436e-13	0.0	0.1
4.21635e-13	1.00000001	0.1	4.21635e-13	0.0	0.1	4.21635e-13	0.0	0.1	4.21635e-13	0.0	0.1	4.21635e-13	0.0	0.1	4.21635e-13	0.0	0.1	4.21635e-13	0.0	0.1	4.21635e-13	0.0	0.1	4.21635e-13	0.0	0.1	4.21635e-13	0.0	0.1	4.21635e-13	0.0	0.1	4.21635e-13	0.0	0.1
5.776208e-13	1.00000007	0.1	5.776208e-13	0.0	0.1	5.776208e-13	0.0	0.1	5.776208e-13	0.0	0.1	5.776208e-13	0.0	0.1	5.776208e-13	0.0	0.1	5.776208e-13	0.0	0.1	5.776208e-13	0.0	0.1	5.776208e-13	0.0	0.1	5.776208e-13	0.0	0.1	5.776208e-13	0.0	0.1	5.776208e-13	0.0	0.1
7.692582e-13	0.9999999100000001	0.1	7.692582e-13	0.0	0.1	7.692582e-13	0.0	0.1	7.692582e-13	0.0	0.1	7.692582e-13	0.0	0.1	7.692582e-13	0.0	0.1	7.692582e-13	0.0	0.1	7.692582e-13	0.0	0.1	7.692582e-13	0.0	0.1	7.692582e-13	0.0	0.1	7.692582e-13	0.0	0.1	7.692582e-13	0.0	0.1
9.608955e-13	1.00000006	0.1	9.608955e-13	0.0	0.1	9.608955e-13	0.0	0.1	9.608955e-13	0.0	0.1	9.608955e-13	0.0	0.1	9.608955e-13	0.0	0.1	9.608955e-13	0.0	0.1	9.608955e-13	0.0	0.1	9.608955e-13	0.0	0.1	9.608955e-13	0.0	0.1	9.608955e-13	0.0	0.1	9.608955e-13	0.0	0.1
1.152533e-12	0.99999999	0.1	1.152533e-12	0.0	0.1	1.152533e-12	0.0	0.1	1.152533e-12	0.0	0.1	1.152533e-12	0.0	0.1	1.152533e-12	0.0	0.1	1.152533e-12	0.0	0.1	1.152533e-12	0.0	0.1	1.152533e-12	0.0	0.1	1.152533e-12	0.0	0.1	1.152533e-12	0.0	0.1	1.152533e-12	0.0	0.1
1.34417e-12	0.99999998	0.1	1.34417e-12	0.0	0.1	1.34417e-12	0.0	0.1	1.34417e-12	0.0	0.1	1.34417e-12	0.0	0.1	1.34417e-12	0.0	0.1	1.34417e-12	0.0	0.1	1.34417e-12	0.0	0.1	1.34417e-12	0.0	0.1	1.34417e-12	0.0	0.1	1.34417e-12	0.0	0.1	1.34417e-12	0.0	0.1
