Batch	m_SP	5	Nphln	N1a_L	N7a_L	Flvln	Azln							
7.01129e-08	9.803660962410002e-06	0.1	7.01129e-08	5.985099299999999e-12	0.1	7.01129e-08	1.9317946800000002e-07	0.1	7.01129e-08	4.662783e-13	0.1	7.01129e-08	1.369338e-12	0.1
1.412048e-07	9.6108938901e-06	0.1	1.412048e-07	1.193578882e-11	0.1	1.412048e-07	3.8600297099999997e-07	0.1	1.412048e-07	9.315952e-13	0.1	1.412048e-07	2.736252e-12	0.1
2.833886e-07	9.236655632520001e-06	0.1	2.833886e-07	2.348844418e-11	0.1	2.833886e-07	7.603501399999999e-07	0.1	2.833886e-07	1.834961e-12	0.1	2.833886e-07	5.389977e-12	0.1
5.322102e-07	8.61646183452e-06	0.1	5.322102e-07	4.2633719799999994e-11	0.1	5.322102e-07	1.38072512e-06	0.1	5.322102e-07	3.332034e-12	0.1	5.322102e-07	9.787777e-12	0.1
8.876696e-07	7.80200797914e-06	0.1	8.876696e-07	6.77757401e-11	0.1	8.876696e-07	2.19541596e-06	0.1	8.876696e-07	5.298026e-12	0.1	8.876696e-07	1.556307e-11	0.1
1.476434e-06	6.61881781116e-06	0.1	1.476434e-06	1.043005965e-10	0.1	1.476434e-06	3.3789499199999998e-06	0.1	1.476434e-06	8.154103e-12	0.1	1.476434e-06	2.395308e-11	0.1
2.113868e-06	5.53923960705e-06	0.1	2.113868e-06	1.376269692e-10	0.1	2.113868e-06	4.45884309e-06	0.1	2.113868e-06	1.076007e-11	0.1	2.113868e-06	3.160838e-11	0.1
2.824306e-06	4.54217057784e-06	0.1	2.824306e-06	1.6840632419999998e-10	0.1	2.824306e-06	5.45620311e-06	0.1	2.824306e-06	1.316688e-11	0.1	2.824306e-06	3.86786e-11	0.1
3.534744e-06	3.7245737538900002e-06	0.1	3.534744e-06	1.936453155e-10	0.1	3.534744e-06	6.2740369700000005e-06	0.1	3.534744e-06	1.514046e-11	0.1	3.534744e-06	4.447618e-11	0.1
4.245182e-06	3.0541464582300002e-06	0.1	4.245182e-06	2.143413298e-10	0.1	4.245182e-06	6.9446604e-06	0.1	4.245182e-06	1.675879e-11	0.1	4.245182e-06	4.923019e-11	0.1
4.955619e-06	2.50439695578e-06	0.1	4.955619e-06	2.313120207e-10	0.1	4.955619e-06	7.4945711e-06	0.1	4.955619e-06	1.808582e-11	0.1	4.955619e-06	5.312847e-11	0.1
5.724392e-06	2.0204097957e-06	0.1	5.724392e-06	2.462526089e-10	0.1	5.724392e-06	7.9786988e-06	0.1	5.724392e-06	1.92541e-11	0.1	5.724392e-06	5.656042e-11	0.1
6.580667e-06	1.5905980938600002e-06	0.1	6.580667e-06	2.59520826e-10	0.1	6.580667e-06	8.408635e-06	0.1	6.580667e-06	2.029162e-11	0.1	6.580667e-06	5.960822e-11	0.1
7.436942e-06	1.2522224776500001e-06	0.1	7.436942e-06	2.69966355e-10	0.1	7.436942e-06	8.7471091e-06	0.1	7.436942e-06	2.110841e-11	0.1	7.436942e-06	6.200765e-11	0.1
8.293217e-06	9.85831041591e-07	0.1	8.293217e-06	2.7818978e-10	0.1	8.293217e-06	9.013578e-06	0.1	8.293217e-06	2.175145e-11	0.1	8.293217e-06	6.389663e-11	0.1
9.149492e-06	7.761103388190001e-07	0.1	9.149492e-06	2.84663841e-10	0.1	9.149492e-06	9.223360200000001e-06	0.1	9.149492e-06	2.225769e-11	0.1	9.149492e-06	6.538376e-11	0.1
1.011088e-05	5.93325366687e-07	0.1	1.011088e-05	2.9030637500000004e-10	0.1	1.011088e-05	9.406198e-06	0.1	1.011088e-05	2.269891e-11	0.1	1.011088e-05	6.667989e-11	0.1
1.114234e-05	4.44796451991e-07	0.1	1.114234e-05	2.94891497e-10	0.1	1.114234e-05	9.5547702e-06	0.1	1.114234e-05	2.305744e-11	0.1	1.114234e-05	6.773311e-11	0.1
1.21738e-05	3.3344926547400005e-07	0.1	1.21738e-05	2.98328732e-10	0.1	1.21738e-05	9.666150199999999e-06	0.1	1.21738e-05	2.332622e-11	0.1	1.21738e-05	6.852267e-11	0.1
1.320526e-05	2.49976000215e-07	0.1	1.320526e-05	3.0090556600000004e-10	0.1	1.320526e-05	9.7496483e-06	0.1	1.320526e-05	2.352772e-11	0.1	1.320526e-05	6.911458e-11	0.1
1.436394e-05	1.8085589142299999e-07	0.1	1.436394e-05	3.03039225e-10	0.1	1.436394e-05	9.818787599999999e-06	0.1	1.436394e-05	2.369456e-11	0.1	1.436394e-05	6.960471e-11	0.1
1.560744e-05	1.27784522142e-07	0.1	1.560744e-05	3.04677533e-10	0.1	1.560744e-05	9.871875300000001e-06	0.1	1.560744e-05	2.382267e-11	0.1	1.560744e-05	6.998104e-11	0.1
