Batch	m_SP	2	P2_L	W4_L	
2.19546e-13	9.8217175795085e-06	0.1	2.19546e-13	8.124208e-08	0.1
5.300051e-13	9.5756705675472e-06	0.1	5.300051e-13	1.942353e-07	0.1
1.210736e-12	9.0589621934012e-06	0.1	1.210736e-12	4.343984e-07	0.1
2.342328e-12	8.2648119148519e-06	0.1	2.342328e-12	8.113941e-07	0.1
3.833522e-12	7.3297023400173e-06	0.1	3.833522e-12	1.268241e-06	0.1
5.459766e-12	6.436502255904e-06	0.1	5.459766e-12	1.718598e-06	0.1
6.476168e-12	5.9373027514904e-06	0.1	6.476168e-12	1.97664e-06	0.1
7.899147e-12	5.3058707988847e-06	0.1	7.899147e-12	2.309937e-06	0.1
9.689585e-12	4.609987656002e-06	0.1	9.689585e-12	2.686697e-06	0.1
1.187875e-11	3.8865895497675e-06	0.1	1.187875e-11	3.089566e-06	0.1
1.416042e-11	3.2571777346543997e-06	0.1	1.416042e-11	3.450065e-06	0.1
1.681215e-11	2.656196906066e-06	0.1	1.681215e-11	3.803583e-06	0.1
1.946388e-11	2.16877336640313e-06	0.1	1.946388e-11	4.097439e-06	0.1
2.211562e-11	1.7726157198215202e-06	0.1	2.211562e-11	4.341281e-06	0.1
2.520544e-11	1.40283109240488e-06	0.1	2.520544e-11	4.573165e-06	0.1
2.840479e-11	1.1020976694511798e-06	0.1	2.840479e-11	4.764933e-06	0.1
3.160414e-11	8.665269895099699e-07	0.1	3.160414e-11	4.917209e-06	0.1
3.533711e-11	6.550527783559999e-07	0.1	3.533711e-11	5.055468e-06	0.1
3.920347e-11	4.906281246424e-07	0.1	3.920347e-11	5.16396e-06	0.1
4.306984e-11	3.6771403787811e-07	0.1	4.306984e-11	5.245571e-06	0.1
4.760249e-11	2.6243524891328e-07	0.1	4.760249e-11	5.315725e-06	0.1
5.230171e-11	1.8516778883106599e-07	0.1	5.230171e-11	5.367235e-06	0.1
5.700093e-11	1.30806994394128e-07	0.1	5.700093e-11	5.403346e-06	0.1
