Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
1.378596e-09	9.87263727264e-06	0.1	1.378596e-09	1.1610053800000001e-07	0.1	1.378596e-09	6.64942e-12	0.1	1.378596e-09	7.178035e-09	0.1	1.378596e-09	3.76318252e-09	0.1	1.378596e-09	2.156193e-10	0.1	1.378596e-09	7.428432e-17	0.1
3.811874e-09	9.65195147952e-06	0.1	3.811874e-09	3.1742872899999995e-07	0.1	3.811874e-09	1.818008e-11	0.1	3.811874e-09	1.962536e-08	0.1	3.811874e-09	1.028886478e-08	0.1	3.811874e-09	5.895215e-10	0.1	3.811874e-09	2.030997e-16	0.1
7.831099e-09	9.2981800874326e-06	0.1	7.831099e-09	6.401693299999999e-07	0.1	7.831099e-09	3.666439e-11	0.1	7.831099e-09	3.957913e-08	0.1	7.831099e-09	2.0749893400000003e-08	0.1	7.831099e-09	1.188908e-09	0.1	7.831099e-09	4.09598e-16	0.1
1.452981e-08	8.737141753977e-06	0.1	1.452981e-08	1.15199781e-06	0.1	1.452981e-08	6.597831e-11	0.1	1.452981e-08	7.122345e-08	0.1	1.452981e-08	3.73398554e-08	0.1	1.452981e-08	2.139464e-09	0.1	1.452981e-08	7.370799e-16	0.1
2.765015e-08	7.7344621076818e-06	0.1	2.765015e-08	2.06672855e-06	0.1	2.765015e-08	1.183676e-10	0.1	2.765015e-08	1.277776e-07	0.1	2.765015e-08	6.69891502e-08	0.1	2.765015e-08	3.838281e-09	0.1	2.765015e-08	1.32235e-15	0.1
4.492228e-08	6.5877761452068e-06	0.1	4.492228e-08	3.11283578e-06	0.1	4.492228e-08	1.782812e-10	0.1	4.492228e-08	1.924542e-07	0.1	4.492228e-08	1.008967327e-07	0.1	4.492228e-08	5.781086e-09	0.1	4.492228e-08	1.991678e-15	0.1
6.496228e-08	5.46864312552e-06	0.1	6.496228e-08	4.1338064999999996e-06	0.1	6.496228e-08	2.367553e-10	0.1	6.496228e-08	2.555768e-07	0.1	6.496228e-08	1.33989566e-07	0.1	6.496228e-08	7.67721e-09	0.1	6.496228e-08	2.644923e-15	0.1
8.916288e-08	4.3674971407985e-06	0.1	8.916288e-08	5.1383669999999995e-06	0.1	8.916288e-08	2.942894e-10	0.1	8.916288e-08	3.176849e-07	0.1	8.916288e-08	1.66550584e-07	0.1	8.916288e-08	9.542856e-09	0.1	8.916288e-08	3.287669e-15	0.1
1.196044e-07	3.2915801088810005e-06	0.1	1.196044e-07	6.119914e-06	0.1	1.196044e-07	3.505055e-10	0.1	1.196044e-07	3.7837e-07	0.1	1.196044e-07	1.98365453e-07	0.1	1.196044e-07	1.136576e-08	0.1	1.196044e-07	3.915689e-15	0.1
1.500459e-07	2.4807104561141e-06	0.1	1.500459e-07	6.859660199999999e-06	0.1	1.500459e-07	3.928729e-10	0.1	1.500459e-07	4.241055e-07	0.1	1.500459e-07	2.22342912e-07	0.1	1.500459e-07	1.273959e-08	0.1	1.500459e-07	4.388999e-15	0.1
1.804874e-07	1.8695969950980998e-06	0.1	1.804874e-07	7.4171712e-06	0.1	1.804874e-07	4.248033e-10	0.1	1.804874e-07	4.585743e-07	0.1	1.804874e-07	2.40413547e-07	0.1	1.804874e-07	1.377499e-08	0.1	1.804874e-07	4.74571e-15	0.1
2.109289e-07	1.4090287823247999e-06	0.1	2.109289e-07	7.8373424e-06	0.1	2.109289e-07	4.488677e-10	0.1	2.109289e-07	4.845519e-07	0.1	2.109289e-07	2.54032514e-07	0.1	2.109289e-07	1.455532e-08	0.1	2.109289e-07	5.014547e-15	0.1
2.413704e-07	1.0619195311452e-06	0.1	2.413704e-07	8.1540063e-06	0.1	2.413704e-07	4.670039e-10	0.1	2.413704e-07	5.041299e-07	0.1	2.413704e-07	2.6429642699999996e-07	0.1	2.413704e-07	1.514341e-08	0.1	2.413704e-07	5.217157e-15	0.1
2.718119e-07	8.003193564576e-07	0.1	2.718119e-07	8.3926609e-06	0.1	2.718119e-07	4.806724e-10	0.1	2.718119e-07	5.18885e-07	0.1	2.718119e-07	2.72031886e-07	0.1	2.718119e-07	1.558663e-08	0.1	2.718119e-07	5.369855e-15	0.1
3.022535e-07	6.0316358576292e-07	0.1	3.022535e-07	8.5725236e-06	0.1	3.022535e-07	4.909737e-10	0.1	3.022535e-07	5.300053e-07	0.1	3.022535e-07	2.7786169300000003e-07	0.1	3.022535e-07	1.592066e-08	0.1	3.022535e-07	5.484936e-15	0.1
3.32695e-07	4.5457649052088e-07	0.1	3.32695e-07	8.708079e-06	0.1	3.32695e-07	4.987373e-10	0.1	3.32695e-07	5.383861e-07	0.1	3.32695e-07	2.82255322e-07	0.1	3.32695e-07	1.61724e-08	0.1	3.32695e-07	5.571667e-15	0.1
3.668453e-07	3.309894252756e-07	0.1	3.668453e-07	8.8208253e-06	0.1	3.668453e-07	5.051946e-10	0.1	3.668453e-07	5.453568e-07	0.1	3.668453e-07	2.85909765e-07	0.1	3.668453e-07	1.638179e-08	0.1	3.668453e-07	5.643806e-15	0.1
4.034681e-07	2.3552933270229e-07	0.1	4.034681e-07	8.9079126e-06	0.1	4.034681e-07	5.101824e-10	0.1	4.034681e-07	5.507411e-07	0.1	4.034681e-07	2.88732359e-07	0.1	4.034681e-07	1.654352e-08	0.1	4.034681e-07	5.699527e-15	0.1
4.40091e-07	1.6760067313275e-07	0.1	4.40091e-07	8.969882499999999e-06	0.1	4.40091e-07	5.137316e-10	0.1	4.40091e-07	5.545726e-07	0.1	4.40091e-07	2.9074087e-07	0.1	4.40091e-07	1.66586e-08	0.1	4.40091e-07	5.739177e-15	0.1
4.782165e-07	1.1760971804009998e-07	0.1	4.782165e-07	9.0154894e-06	0.1	4.782165e-07	5.163436e-10	0.1	4.782165e-07	5.573923e-07	0.1	4.782165e-07	2.9221893899999997e-07	0.1	4.782165e-07	1.674329e-08	0.1	4.782165e-07	5.768357e-15	0.1
