Batch	m_SP	2	P2_L	W4_L	
1.043229e-13	9.8149292074898e-06	0.1	1.043229e-13	1.84709459e-07	0.1
2.483853e-13	9.565241967334479e-06	0.1	2.483853e-13	4.3418005e-07	0.1
5.508006e-13	9.061573655902181e-06	0.1	5.508006e-13	9.374179799999999e-07	0.1
1.09872e-12	8.215622914255401e-06	0.1	1.09872e-12	1.78266452e-06	0.1
1.915738e-12	7.0986362224360394e-06	0.1	1.915738e-12	2.8987601e-06	0.1
2.869857e-12	5.98496068639224e-06	0.1	2.869857e-12	4.0115926e-06	0.1
3.87581e-12	4.999464380712559e-06	0.1	3.87581e-12	4.9963834e-06	0.1
5.089093e-12	4.02423941460198e-06	0.1	5.089093e-12	5.970954e-06	0.1
6.302376e-12	3.23926509740232e-06	0.1	6.302376e-12	6.7554324e-06	0.1
7.51566e-12	2.6074236254844997e-06	0.1	7.51566e-12	7.3869e-06	0.1
8.728943e-12	2.09883605143942e-06	0.1	8.728943e-12	7.8952029e-06	0.1
1.014181e-11	1.6302211959239802e-06	0.1	1.014181e-11	8.3635695e-06	0.1
1.160457e-11	1.2549929655386819e-06	0.1	1.160457e-11	8.7386107e-06	0.1
1.306734e-11	9.66136079791942e-07	0.1	1.306734e-11	9.027332600000001e-06	0.1
1.45301e-11	7.437669088643099e-07	0.1	1.45301e-11	9.2496023e-06	0.1
1.611264e-11	5.6044731832945e-07	0.1	1.611264e-11	9.4328439e-06	0.1
1.787485e-11	4.0896043992761403e-07	0.1	1.787485e-11	9.584269100000001e-06	0.1
1.963706e-11	2.98420960761414e-07	0.1	1.963706e-11	9.6947649e-06	0.1
2.139927e-11	2.177602493279076e-07	0.1	2.139927e-11	9.775395899999999e-06	0.1
2.344464e-11	1.5105635174254138e-07	0.1	2.344464e-11	9.842077099999999e-06	0.1
2.55608e-11	1.034674111003902e-07	0.1	2.55608e-11	9.889649399999998e-06	0.1
