Batch	m_SP	5	Nphln	N1a_L	N7a_L	Flvln	Azln							
3.167069e-08	9.85783342068e-06	0.1	3.167069e-08	3.96131689e-10	0.1	3.167069e-08	1.4072073e-07	0.1	3.167069e-08	1.695524e-10	0.1	3.167069e-08	2.573216e-11	0.1
6.3961e-08	9.71541784485e-06	0.1	6.3961e-08	7.94240876e-10	0.1	6.3961e-08	2.8255537e-07	0.1	6.3961e-08	3.403737e-10	0.1	6.3961e-08	5.16765e-11	0.1
1.285416e-07	9.43672963176e-06	0.1	1.285416e-07	1.573287808e-09	0.1	1.285416e-07	5.6010686e-07	0.1	1.285416e-07	6.746484e-10	0.1	1.285416e-07	1.024461e-10	0.1
2.433516e-07	8.960874390359999e-06	0.1	2.433516e-07	2.9034933570000003e-09	0.1	2.433516e-07	1.03402001e-06	0.1	2.433516e-07	1.245415e-09	0.1	2.433516e-07	1.891342e-10	0.1
4.225608e-07	8.26560834309e-06	0.1	4.225608e-07	4.84704132e-09	0.1	4.225608e-07	1.7264496e-06	0.1	4.225608e-07	2.079356e-09	0.1	4.225608e-07	3.157931e-10	0.1
6.845957e-07	7.34493954987e-06	0.1	6.845957e-07	7.420681849999999e-09	0.1	6.845957e-07	2.6433616e-06	0.1	6.845957e-07	3.183657e-09	0.1	6.845957e-07	4.835144e-10	0.1
1.063754e-06	6.19124208696e-06	0.1	1.063754e-06	1.064572927e-08	0.1	1.063754e-06	3.7923519e-06	0.1	1.063754e-06	4.567466e-09	0.1	1.063754e-06	6.936872e-10	0.1
1.442912e-06	5.2187608118699996e-06	0.1	1.442912e-06	1.336420648e-08	0.1	1.442912e-06	4.760865e-06	0.1	1.442912e-06	5.733914e-09	0.1	1.442912e-06	8.708474e-10	0.1
2.014946e-06	4.0327976716200005e-06	0.1	2.014946e-06	1.667944874e-08	0.1	2.014946e-06	5.941989e-06	0.1	2.014946e-06	7.156424e-09	0.1	2.014946e-06	1.086898e-09	0.1
2.58698e-06	3.11634483624e-06	0.1	2.58698e-06	1.924130382e-08	0.1	2.58698e-06	6.854702099999999e-06	0.1	2.58698e-06	8.255668e-09	0.1	2.58698e-06	1.253851e-09	0.1
3.159014e-06	2.4081559182e-06	0.1	3.159014e-06	2.122097067e-08	0.1	3.159014e-06	7.560001799999999e-06	0.1	3.159014e-06	9.105109e-09	0.1	3.159014e-06	1.382864e-09	0.1
3.731047e-06	1.8609023907900001e-06	0.1	3.731047e-06	2.275077303e-08	0.1	3.731047e-06	8.1050221e-06	0.1	3.731047e-06	9.761515e-09	0.1	3.731047e-06	1.482559e-09	0.1
4.303081e-06	1.43801261973e-06	0.1	4.303081e-06	2.3932913009999997e-08	0.1	4.303081e-06	8.5261869e-06	0.1	4.303081e-06	1.026875e-08	0.1	4.303081e-06	1.559599e-09	0.1
4.875115e-06	1.1112248876400001e-06	0.1	4.875115e-06	2.4846417999999997e-08	0.1	4.875115e-06	8.8516415e-06	0.1	4.875115e-06	1.066072e-08	0.1	4.875115e-06	1.619131e-09	0.1
5.447149e-06	8.58699012924e-07	0.1	5.447149e-06	2.555232728e-08	0.1	5.447149e-06	9.103136499999999e-06	0.1	5.447149e-06	1.096361e-08	0.1	5.447149e-06	1.665134e-09	0.1
6.019183e-06	6.63559764336e-07	0.1	6.019183e-06	2.609782574e-08	0.1	6.019183e-06	9.2974802e-06	0.1	6.019183e-06	1.119767e-08	0.1	6.019183e-06	1.700683e-09	0.1
6.591217e-06	5.1276587229e-07	0.1	6.591217e-06	2.6519351359999998e-08	0.1	6.591217e-06	9.4476584e-06	0.1	6.591217e-06	1.137855e-08	0.1	6.591217e-06	1.728154e-09	0.1
7.234543e-06	3.8371126284900003e-07	0.1	7.234543e-06	2.688010962e-08	0.1	7.234543e-06	9.5761861e-06	0.1	7.234543e-06	1.153334e-08	0.1	7.234543e-06	1.751664e-09	0.1
7.925398e-06	2.81052589446e-07	0.1	7.925398e-06	2.716708496e-08	0.1	7.925398e-06	9.6784258e-06	0.1	7.925398e-06	1.165647e-08	0.1	7.925398e-06	1.770366e-09	0.1
8.616253e-06	2.05859341386e-07	0.1	8.616253e-06	2.7377284359999996e-08	0.1	8.616253e-06	9.7533124e-06	0.1	8.616253e-06	1.174667e-08	0.1	8.616253e-06	1.784064e-09	0.1
9.307107e-06	1.50783392151e-07	0.1	9.307107e-06	2.7531242580000002e-08	0.1	9.307107e-06	9.808163699999999e-06	0.1	9.307107e-06	1.181273e-08	0.1	9.307107e-06	1.794097e-09	0.1
1.01145e-05	1.04791852071e-07	0.1	1.01145e-05	2.7659798810000004e-08	0.1	1.01145e-05	9.8539671e-06	0.1	1.01145e-05	1.186789e-08	0.1	1.01145e-05	1.802476e-09	0.1
