Batch	m_SP	5	Nphln	N1a_L	N7a_L	Flvln	Azln							
8.491148e-08	9.820250796510002e-06	0.1	8.491148e-08	1.611663317e-12	0.1	8.491148e-08	1.7529106699999998e-07	0.1	8.491148e-08	7.631328e-14	0.1	8.491148e-08	4.908246e-13	0.1
1.683068e-07	9.650378495250001e-06	0.1	1.683068e-07	3.16714281e-12	0.1	1.683068e-07	3.45239757e-07	0.1	1.683068e-07	1.502858e-13	0.1	1.683068e-07	9.667167e-13	0.1
3.350975e-07	9.31939880508e-06	0.1	3.350975e-07	6.19784709e-12	0.1	3.350975e-07	6.76368637e-07	0.1	3.350975e-07	2.944143e-13	0.1	3.350975e-07	1.893947e-12	0.1
6.316142e-07	8.75877041142e-06	0.1	6.316142e-07	1.133140121e-11	0.1	6.316142e-07	1.23725008e-06	0.1	6.316142e-07	5.385461e-13	0.1	6.316142e-07	3.464535e-12	0.1
1.051679e-06	8.02179278127e-06	0.1	1.051679e-06	1.80797397e-11	0.1	1.051679e-06	1.9745609400000003e-06	0.1	1.051679e-06	8.594707e-13	0.1	1.051679e-06	5.529158e-12	0.1
1.613886e-06	7.13153568393e-06	0.1	1.613886e-06	2.62316241e-11	0.1	1.613886e-06	2.8652200299999997e-06	0.1	1.613886e-06	1.247143e-12	0.1	1.613886e-06	8.023192e-12	0.1
2.448156e-06	5.98924610694e-06	0.1	2.448156e-06	3.66913185e-11	0.1	2.448156e-06	4.00802605e-06	0.1	2.448156e-06	1.744565e-12	0.1	2.448156e-06	1.122329e-11	0.1
3.282426e-06	5.0299217002800006e-06	0.1	3.282426e-06	4.5475645e-11	0.1	3.282426e-06	4.9677834299999995e-06	0.1	3.282426e-06	2.162313e-12	0.1	3.282426e-06	1.391081e-11	0.1
4.475766e-06	3.918511814490001e-06	0.1	4.475766e-06	5.5652575100000006e-11	0.1	4.475766e-06	6.07969417e-06	0.1	4.475766e-06	2.646288e-12	0.1	4.475766e-06	1.70244e-11	0.1
5.669106e-06	3.0526794729e-06	0.1	5.669106e-06	6.358081339999999e-11	0.1	5.669106e-06	6.94591812e-06	0.1	5.669106e-06	3.023324e-12	0.1	5.669106e-06	1.945001e-11	0.1
6.862445e-06	2.3781612181500003e-06	0.1	6.862445e-06	6.975723380000001e-11	0.1	6.862445e-06	7.62074145e-06	0.1	6.862445e-06	3.317051e-12	0.1	6.862445e-06	2.133966e-11	0.1
8.055785e-06	1.85268347298e-06	0.1	8.055785e-06	7.456890640000001e-11	0.1	8.055785e-06	8.14645649e-06	0.1	8.055785e-06	3.545875e-12	0.1	8.055785e-06	2.281177e-11	0.1
9.249125e-06	1.4433155667e-06	0.1	9.249125e-06	7.83174023e-11	0.1	9.249125e-06	8.55600898e-06	0.1	9.249125e-06	3.724139e-12	0.1	9.249125e-06	2.39586e-11	0.1
1.044246e-05	1.1244007558800002e-06	0.1	1.044246e-05	8.123762950000001e-11	0.1	1.044246e-05	8.875067379999999e-06	0.1	1.044246e-05	3.863014e-12	0.1	1.044246e-05	2.485203e-11	0.1
1.16358e-05	8.75953940373e-07	0.1	1.16358e-05	8.351260730000001e-11	0.1	1.16358e-05	9.12362663e-06	0.1	1.16358e-05	3.971203e-12	0.1	1.16358e-05	2.554805e-11	0.1
1.282914e-05	6.82403575896e-07	0.1	1.282914e-05	8.52849082e-11	0.1	1.282914e-05	9.31726385e-06	0.1	1.282914e-05	4.055486e-12	0.1	1.282914e-05	2.609028e-11	0.1
1.402248e-05	5.31619983747e-07	0.1	1.402248e-05	8.666558920000001e-11	0.1	1.402248e-05	9.468116269999999e-06	0.1	1.402248e-05	4.121147e-12	0.1	1.402248e-05	2.65127e-11	0.1
1.546018e-05	3.9351096485100006e-07	0.1	1.546018e-05	8.793022669999999e-11	0.1	1.546018e-05	9.6062874e-06	0.1	1.546018e-05	4.181288e-12	0.1	1.546018e-05	2.68996e-11	0.1
1.689787e-05	2.91281187159e-07	0.1	1.689787e-05	8.88663209e-11	0.1	1.689787e-05	9.70856349e-06	0.1	1.689787e-05	4.225805e-12	0.1	1.689787e-05	2.7186e-11	0.1
1.833556e-05	2.1560954388300002e-07	0.1	1.833556e-05	8.955922609999999e-11	0.1	1.833556e-05	9.78426879e-06	0.1	1.833556e-05	4.258757e-12	0.1	1.833556e-05	2.739799e-11	0.1
1.98317e-05	1.5765662341800002e-07	0.1	1.98317e-05	9.0089898e-11	0.1	1.98317e-05	9.84224812e-06	0.1	1.98317e-05	4.283993e-12	0.1	1.98317e-05	2.756034e-11	0.1
2.156164e-05	1.0977690222e-07	0.1	2.156164e-05	9.052831720000001e-11	0.1	2.156164e-05	9.890149219999999e-06	0.1	2.156164e-05	4.304843e-12	0.1	2.156164e-05	2.769448e-11	0.1
