Batch	m_SP	5	W1	W2	Pr1	Pr2	Pr3							
5.225212e+33	0.9837924	0.1	5.225212e+33	2.8684e-20	0.1	5.225212e+33	7.825902e-09	0.1	5.225212e+33	0.008103816	0.1	5.225212e+33	2.046814e-25	0.1
9.061752e+33	0.9721411	0.1	9.061752e+33	2.834429e-20	0.1	9.061752e+33	7.756543e-09	0.1	9.061752e+33	0.01392946	0.1	9.061752e+33	0.0	0.1
1.57757e+34	0.9522411	0.1	1.57757e+34	2.776407e-20	0.1	1.57757e+34	7.637914e-09	0.1	1.57757e+34	0.02387946	0.1	1.57757e+34	7.387136e-25	0.1
2.728532e+34	0.9195085	0.1	2.728532e+34	2.68097e-20	0.1	2.728532e+34	7.442305e-09	0.1	2.728532e+34	0.04024573	0.1	2.728532e+34	0.0	0.1
4.646802e+34	0.8685352	0.1	4.646802e+34	2.53235e-20	0.1	4.646802e+34	7.136396e-09	0.1	4.646802e+34	0.0657324	0.1	4.646802e+34	3.715006e-35	0.1
7.120873e+34	0.8086864	0.1	7.120873e+34	2.357851e-20	0.1	7.120873e+34	6.774953e-09	0.1	7.120873e+34	0.09565679	0.1	7.120873e+34	1.290901e-32	0.1
1.058457e+35	0.7344484	0.1	1.058457e+35	2.141399e-20	0.1	1.058457e+35	6.322603e-09	0.1	1.058457e+35	0.1327758	0.1	1.058457e+35	2.458123e-31	0.1
1.553271e+35	0.6441885	0.1	1.553271e+35	1.878232e-20	0.1	1.553271e+35	5.765233e-09	0.1	1.553271e+35	0.1779057	0.1	1.553271e+35	1.430969e-30	0.1
2.212061e+35	0.5463094	0.1	2.212061e+35	1.59285e-20	0.1	2.212061e+35	5.148754e-09	0.1	2.212061e+35	0.2268453	0.1	2.212061e+35	9.291916e-30	0.1
2.911845e+35	0.4631426	0.1	2.911845e+35	1.350364e-20	0.1	2.911845e+35	4.611426e-09	0.1	2.911845e+35	0.2684287	0.1	2.911845e+35	3.298786e-29	0.1
3.611629e+35	0.3958779	0.1	3.611629e+35	1.154244e-20	0.1	3.611629e+35	4.16427e-09	0.1	3.611629e+35	0.302061	0.1	3.611629e+35	1.004509e-28	0.1
4.311413e+35	0.340657	0.1	4.311413e+35	9.932384e-21	0.1	4.311413e+35	3.785751e-09	0.1	4.311413e+35	0.3296715	0.1	4.311413e+35	2.787904e-28	0.1
5.011197e+35	0.2947654	0.1	5.011197e+35	8.594343e-21	0.1	5.011197e+35	3.460734e-09	0.1	5.011197e+35	0.3526173	0.1	5.011197e+35	8.643605e-29	0.1
5.710981e+35	0.2562377	0.1	5.710981e+35	7.471008e-21	0.1	5.710981e+35	3.17828e-09	0.1	5.710981e+35	0.3718812	0.1	5.710981e+35	9.567592e-30	0.1
6.410765e+35	0.2236155	0.1	6.410765e+35	6.519858e-21	0.1	6.410765e+35	2.930268e-09	0.1	6.410765e+35	0.3881923	0.1	6.410765e+35	0.0	0.1
7.110549e+35	0.1957938	0.1	7.110549e+35	5.708674e-21	0.1	7.110549e+35	2.710603e-09	0.1	7.110549e+35	0.4021031	0.1	7.110549e+35	2.060365e-29	0.1
7.810332e+35	0.17192	0.1	7.810332e+35	5.012596e-21	0.1	7.810332e+35	2.514476e-09	0.1	7.810332e+35	0.41404	0.1	7.810332e+35	1.874127e-29	0.1
8.510116e+35	0.1513256	0.1	8.510116e+35	4.412133e-21	0.1	8.510116e+35	2.337491e-09	0.1	8.510116e+35	0.4243372	0.1	8.510116e+35	0.0	0.1
9.2099e+35	0.1334792	0.1	9.2099e+35	3.891794e-21	0.1	9.2099e+35	2.177741e-09	0.1	9.2099e+35	0.4332604	0.1	9.2099e+35	2.961538e-28	0.1
