Batch	m_SP	13	W2	W1	W3	W4	W5	W6	R	P1	P2	P3	P4	P5	P6																							
1.014867e-07	0.9848731	0.1	1.014867e-07	1.014853e-107	0.1	1.014867e-07	0.01510747	0.1	1.014867e-07	6.219681e-07	0.1	1.014867e-07	8.928305e-07	0.1	1.014867e-07	1.381079e-07	0.1	1.014867e-07	1.501558e-09	0.1	1.014867e-07	8.825907e-06	0.1	1.014867e-07	1.834147e-08	0.1	1.014867e-07	1.511646e-09	0.1	1.014867e-07	1.846773e-08	0.1	1.014867e-07	2.892494e-10	0.1	1.014867e-07	1.715551e-17	0.1
1.899103e-07	0.9718801	0.1	1.899103e-07	1.899056e-107	0.1	1.899103e-07	0.02808378	0.1	1.899103e-07	1.156934e-06	0.1	1.899103e-07	1.659014e-06	0.1	1.899103e-07	2.585772e-07	0.1	1.899103e-07	2.792733e-09	0.1	1.899103e-07	1.644467e-05	0.1	1.899103e-07	3.411358e-08	0.1	1.899103e-07	2.811511e-09	0.1	1.899103e-07	3.438988e-08	0.1	1.899103e-07	5.380097e-10	0.1	1.899103e-07	3.194582e-17	0.1
3.524445e-07	0.9484429	0.1	3.524445e-07	3.524284e-107	0.1	3.524445e-07	0.05149065	0.1	3.524445e-07	2.123161e-06	0.1	3.524445e-07	3.03991e-06	0.1	3.524445e-07	4.803403e-07	0.1	3.524445e-07	5.125252e-09	0.1	3.524445e-07	3.027927e-05	0.1	3.524445e-07	6.260713e-08	0.1	3.524445e-07	5.159764e-09	0.1	3.524445e-07	6.325474e-08	0.1	3.524445e-07	9.874878e-10	0.1	3.524445e-07	5.875772e-17	0.1
5.954252e-07	0.9144556	0.1	5.954252e-07	5.953797e-107	0.1	5.954252e-07	0.08543342	0.1	5.954252e-07	3.526164e-06	0.1	5.954252e-07	5.040738e-06	0.1	5.954252e-07	8.126167e-07	0.1	5.954252e-07	8.516039e-09	0.1	5.954252e-07	5.056146e-05	0.1	5.954252e-07	1.040307e-07	0.1	5.954252e-07	8.573497e-09	0.1	5.954252e-07	1.054586e-07	0.1	5.954252e-07	1.641111e-09	0.1	5.954252e-07	9.79576e-17	0.1
9.815697e-07	0.8629322	0.1	9.815697e-07	9.81448e-107	0.1	9.815697e-07	0.1368884	0.1	9.815697e-07	5.655204e-06	0.1	9.815697e-07	8.072207e-06	0.1	9.815697e-07	1.342393e-06	0.1	9.815697e-07	1.367666e-08	0.1	9.815697e-07	8.184629e-05	0.1	9.815697e-07	1.670809e-07	0.1	9.815697e-07	1.376918e-08	0.1	9.815697e-07	1.702828e-07	0.1	9.815697e-07	2.636415e-09	0.1	9.815697e-07	1.581631e-16	0.1
1.449749e-06	0.8043421	0.1	1.449749e-06	1.449489e-106	0.1	1.449749e-06	0.1953986	0.1	1.449749e-06	8.077614e-06	0.1	1.449749e-06	1.151878e-05	0.1	1.449749e-06	1.987274e-06	0.1	1.449749e-06	1.957826e-08	0.1	1.449749e-06	0.0001183007	0.1	1.449749e-06	2.391922e-07	0.1	1.449749e-06	1.971104e-08	0.1	1.449749e-06	2.453774e-07	0.1	1.449749e-06	3.775469e-09	0.1	1.449749e-06	2.279019e-16	0.1
2.113619e-06	0.7280193	0.1	2.113619e-06	2.11308e-106	0.1	2.113619e-06	0.2716142	0.1	2.113619e-06	1.123417e-05	0.1	2.113619e-06	1.600878e-05	0.1	2.113619e-06	2.905822e-06	0.1	2.113619e-06	2.732768e-08	0.1	2.113619e-06	0.0001674204	0.1	2.113619e-06	3.338943e-07	0.1	2.113619e-06	2.751344e-08	0.1	2.113619e-06	3.457612e-07	0.1	2.113619e-06	5.272697e-09	0.1	2.113619e-06	3.211212e-16	0.1
2.806547e-06	0.6560722	0.1	2.806547e-06	2.805622e-106	0.1	2.806547e-06	0.3434561	0.1	2.806547e-06	1.421051e-05	0.1	2.806547e-06	2.024223e-05	0.1	2.806547e-06	3.868783e-06	0.1	2.806547e-06	3.470953e-08	0.1	2.806547e-06	0.0002157535	0.1	2.806547e-06	4.241166e-07	0.1	2.806547e-06	3.494566e-08	0.1	2.806547e-06	4.435722e-07	0.1	2.806547e-06	6.700763e-09	0.1	2.806547e-06	4.119519e-16	0.1
3.615702e-06	0.5810082	0.1	3.615702e-06	3.614212e-106	0.1	3.615702e-06	0.418405	0.1	3.615702e-06	1.731665e-05	0.1	3.615702e-06	2.466027e-05	0.1	3.615702e-06	4.997396e-06	0.1	3.615702e-06	4.250971e-08	0.1	3.615702e-06	0.0002687877	0.1	3.615702e-06	5.194637e-07	0.1	3.615702e-06	4.279865e-08	0.1	3.615702e-06	5.497061e-07	0.1	3.615702e-06	8.212086e-09	0.1	3.615702e-06	5.105209e-16	0.1
4.424857e-06	0.5145351	0.1	4.424857e-06	4.422689e-106	0.1	4.424857e-06	0.4847703	0.1	4.424857e-06	2.006822e-05	0.1	4.424857e-06	2.857397e-05	0.1	4.424857e-06	6.129119e-06	0.1	4.424857e-06	4.952309e-08	0.1	4.424857e-06	0.0003185537	0.1	4.424857e-06	6.052018e-07	0.1	4.424857e-06	4.985878e-08	0.1	4.424857e-06	6.4808e-07	0.1	4.424857e-06	9.573394e-09	0.1	4.424857e-06	6.019011e-16	0.1
