Batch	m_SP	5	Flvln	N1a_L	N7a_L	Nphln	Azln							
7.629736e-12	9.89203207869e-06	0.1	7.629736e-12	1.078366055e-07	0.1	7.629736e-12	2.47778974e-11	0.1	7.629736e-12	3.267823e-12	0.1	7.629736e-12	4.667993e-14	0.1
1.96568e-11	9.7243527555e-06	0.1	1.96568e-11	2.7546664700000003e-07	0.1	1.96568e-11	6.895562400000001e-11	0.1	1.96568e-11	8.347684e-12	0.1	1.96568e-11	1.19243e-13	0.1
3.508845e-11	9.513363865410001e-06	0.1	3.508845e-11	4.86393752e-07	0.1	3.508845e-11	1.27477542e-10	0.1	3.508845e-11	1.473969e-11	0.1	3.508845e-11	2.105484e-13	0.1
5.738383e-11	9.216588833190001e-06	0.1	5.738383e-11	7.8308133e-07	0.1	5.738383e-11	2.10843029e-10	0.1	5.738383e-11	2.373073e-11	0.1	5.738383e-11	3.389775e-13	0.1
8.476114e-11	8.86480235109e-06	0.1	8.476114e-11	1.1347646829999998e-06	0.1	8.476114e-11	3.0984514399999996e-10	0.1	8.476114e-11	3.438862e-11	0.1	8.476114e-11	4.912129e-13	0.1
1.121385e-10	8.52644273472e-06	0.1	1.121385e-10	1.473024546e-06	0.1	1.121385e-10	4.05079806e-10	0.1	1.121385e-10	4.463994e-11	0.1	1.121385e-10	6.376377e-13	0.1
1.614176e-10	7.94960950311e-06	0.1	1.614176e-10	2.04968849e-06	0.1	1.614176e-10	5.6743685e-10	0.1	1.614176e-10	6.21169e-11	0.1	1.614176e-10	8.872621e-13	0.1
2.49025e-10	7.01878681143e-06	0.1	2.49025e-10	2.9802375800000002e-06	0.1	2.49025e-10	8.2942849e-10	0.1	2.49025e-10	9.032083e-11	0.1	2.49025e-10	1.290075e-12	0.1
3.585342e-10	6.006996929430001e-06	0.1	3.585342e-10	3.991730370000001e-06	0.1	3.585342e-10	1.11420946e-09	0.1	3.585342e-10	1.209812e-10	0.1	3.585342e-10	1.727926e-12	0.1
5.098106e-10	4.844714552370001e-06	0.1	5.098106e-10	5.153672329999999e-06	0.1	5.098106e-10	1.44134885e-09	0.1	5.098106e-10	1.562075e-10	0.1	5.098106e-10	2.230904e-12	0.1
6.610869e-10	3.907319926410001e-06	0.1	6.610869e-10	6.09079117e-06	0.1	6.610869e-10	1.70519026e-09	0.1	6.610869e-10	1.846243e-10	0.1	6.610869e-10	2.636561e-12	0.1
8.123632e-10	3.15130048668e-06	0.1	8.123632e-10	6.84658946e-06	0.1	8.123632e-10	1.91798148e-09	0.1	8.123632e-10	2.075492e-10	0.1	8.123632e-10	2.963728e-12	0.1
9.636395e-10	2.54156158413e-06	0.1	9.636395e-10	7.4561492800000005e-06	0.1	9.636395e-10	2.0895997e-09	0.1	9.636395e-10	2.260447e-10	0.1	9.636395e-10	3.227592e-12	0.1
1.114916e-09	2.0497995018000002e-06	0.1	1.114916e-09	7.94776676e-06	0.1	1.114916e-09	2.22801293e-09	0.1	1.114916e-09	2.409679e-10	0.1	1.114916e-09	3.440402e-12	0.1
1.266192e-09	1.6531874679600001e-06	0.1	1.266192e-09	8.344261779999999e-06	0.1	1.266192e-09	2.3396441499999997e-09	0.1	1.266192e-09	2.5301e-10	0.1	1.266192e-09	3.612035e-12	0.1
1.423668e-09	1.3216167837e-06	0.1	1.423668e-09	8.67573584e-06	0.1	1.423668e-09	2.432969e-09	0.1	1.423668e-09	2.63084e-10	0.1	1.423668e-09	3.755522e-12	0.1
1.605942e-09	1.0199538003600001e-06	0.1	1.605942e-09	8.97731074e-06	0.1	1.605942e-09	2.5178759e-09	0.1	1.605942e-09	2.722577e-10	0.1	1.605942e-09	3.886067e-12	0.1
1.788216e-09	7.871455284660001e-07	0.1	1.788216e-09	9.210049729999998e-06	0.1	1.788216e-09	2.58340247e-09	0.1	1.788216e-09	2.793465e-10	0.1	1.788216e-09	3.986814e-12	0.1
1.97049e-09	6.07476725172e-07	0.1	1.97049e-09	9.389666180000001e-06	0.1	1.97049e-09	2.63397271e-09	0.1	1.97049e-09	2.848261e-10	0.1	1.97049e-09	4.064566e-12	0.1
2.152764e-09	4.68818011773e-07	0.1	2.152764e-09	9.52828397e-06	0.1	2.152764e-09	2.6730002200000003e-09	0.1	2.152764e-09	2.89064e-10	0.1	2.152764e-09	4.12457e-12	0.1
2.36461e-09	3.4691453082e-07	0.1	2.36461e-09	9.650151650000001e-06	0.1	2.36461e-09	2.70731084e-09	0.1	2.36461e-09	2.928008e-10	0.1	2.36461e-09	4.177324e-12	0.1
2.58385e-09	2.54025159723e-07	0.1	2.58385e-09	9.74301506e-06	0.1	2.58385e-09	2.7334561200000003e-09	0.1	2.58385e-09	2.956606e-10	0.1	2.58385e-09	4.217522e-12	0.1
2.80309e-09	1.86007639905e-07	0.1	2.80309e-09	9.811012250000002e-06	0.1	2.80309e-09	2.75260017e-09	0.1	2.80309e-09	2.977672e-10	0.1	2.80309e-09	4.246956e-12	0.1
3.02233e-09	1.36202437962e-07	0.1	3.02233e-09	9.860802209999999e-06	0.1	3.02233e-09	2.76661838e-09	0.1	3.02233e-09	2.993222e-10	0.1	3.02233e-09	4.26851e-12	0.1
