Batch	m_SP	2	P2_L	W4_L	
2.185372e-10	9.7442551620696e-06	0.1	2.185372e-10	5.847651e-08	0.1
4.684891e-10	9.460478002311599e-06	0.1	4.684891e-10	1.237084e-07	0.1
1.067234e-09	8.8158686261184e-06	0.1	1.067234e-09	2.730769e-07	0.1
2.000144e-09	7.9027550871125e-06	0.1	2.000144e-09	4.8764e-07	0.1
2.580974e-09	7.385323996427001e-06	0.1	2.580974e-09	6.108699e-07	0.1
3.398605e-09	6.7168012119927e-06	0.1	3.398605e-09	7.719584e-07	0.1
4.597919e-09	5.849254049014799e-06	0.1	4.597919e-09	9.843718e-07	0.1
6.012219e-09	4.975142583864e-06	0.1	6.012219e-09	1.202573e-06	0.1
7.669998e-09	4.1216032547874e-06	0.1	7.669998e-09	1.420104e-06	0.1
9.692995e-09	3.2821226013407995e-06	0.1	9.692995e-09	1.638846e-06	0.1
1.171599e-08	2.6183192548468497e-06	0.1	1.171599e-08	1.815576e-06	0.1
1.373899e-08	2.0918894370597602e-06	0.1	1.373899e-08	1.958369e-06	0.1
1.576198e-08	1.6733572242365098e-06	0.1	1.576198e-08	2.073735e-06	0.1
1.778498e-08	1.3399048595753698e-06	0.1	1.778498e-08	2.166929e-06	0.1
1.997356e-08	1.0545132492014201e-06	0.1	1.997356e-08	2.247673e-06	0.1
2.241053e-08	8.0834753570544e-07	0.1	2.241053e-08	2.318109e-06	0.1
2.484749e-08	6.2006701974847e-07	0.1	2.484749e-08	2.372518e-06	0.1
2.74795e-08	4.6590522021940005e-07	0.1	2.74795e-08	2.41744e-06	0.1
3.040407e-08	3.39270805512e-07	0.1	3.040407e-08	2.454608e-06	0.1
3.332864e-08	2.47121848102896e-07	0.1	3.332864e-08	2.481812e-06	0.1
3.64985e-08	1.7530316409296502e-07	0.1	3.64985e-08	2.503108e-06	0.1
4.003631e-08	1.1949919758284202e-07	0.1	4.003631e-08	2.519706e-06	0.1
