Batch	m_SP	5	Nphln	N1a_L	N7a_L	Flvln	Azln							
2.990063e-08	9.89737002531e-06	0.1	2.990063e-08	9.30063961e-12	0.1	2.990063e-08	1.00289983e-07	0.1	2.990063e-08	1.103335e-12	0.1	2.990063e-08	1.607373e-12	0.1
6.134251e-08	9.79228007622e-06	0.1	6.134251e-08	1.898049149e-11	0.1	6.134251e-08	2.0539295299999998e-07	0.1	6.134251e-08	2.25906e-12	0.1	6.134251e-08	3.292207e-12	0.1
1.242263e-07	9.585437144670001e-06	0.1	1.242263e-07	3.80329515e-11	0.1	1.242263e-07	4.12262656e-07	0.1	1.242263e-07	4.533827e-12	0.1	1.242263e-07	6.608396e-12	0.1
2.499938e-07	9.18476515143e-06	0.1	2.499938e-07	7.49390202e-11	0.1	2.499938e-07	8.1298525e-07	0.1	2.499938e-07	8.940225e-12	0.1	2.499938e-07	1.303211e-11	0.1
4.583045e-07	8.55763042284e-06	0.1	4.583045e-07	1.327046083e-10	0.1	4.583045e-07	1.4401984100000002e-06	0.1	4.583045e-07	1.583714e-11	0.1	4.583045e-07	2.308654e-11	0.1
7.811864e-07	7.66912830795e-06	0.1	7.811864e-07	2.1454489960000001e-10	0.1	7.811864e-07	2.32881276e-06	0.1	7.811864e-07	2.560846e-11	0.1	7.811864e-07	3.733132e-11	0.1
1.249882e-06	6.54092059014e-06	0.1	1.249882e-06	3.1846459e-10	0.1	1.249882e-06	3.45716297e-06	0.1	1.249882e-06	3.801595e-11	0.1	1.249882e-06	5.541914e-11	0.1
1.755031e-06	5.51006589879e-06	0.1	1.755031e-06	4.13417063e-10	0.1	1.755031e-06	4.4881476e-06	0.1	1.755031e-06	4.935279e-11	0.1	1.755031e-06	7.194615e-11	0.1
2.418442e-06	4.39885701099e-06	0.1	2.418442e-06	5.15771034e-10	0.1	2.418442e-06	5.5994971e-06	0.1	2.418442e-06	6.157333e-11	0.1	2.418442e-06	8.976144e-11	0.1
3.18736e-06	3.38817811788e-06	0.1	3.18736e-06	6.08865065e-10	0.1	3.18736e-06	6.6103031e-06	0.1	3.18736e-06	7.268829e-11	0.1	3.18736e-06	1.05965e-10	0.1
3.956277e-06	2.6097129026100003e-06	0.1	3.956277e-06	6.805698240000001e-10	0.1	3.956277e-06	7.388867099999999e-06	0.1	3.956277e-06	8.124948e-11	0.1	3.956277e-06	1.184456e-10	0.1
4.725195e-06	2.0101068987300004e-06	0.1	4.725195e-06	7.357998399999999e-10	0.1	4.725195e-06	7.988548000000001e-06	0.1	4.725195e-06	8.784365e-11	0.1	4.725195e-06	1.280587e-10	0.1
5.494113e-06	1.54826551719e-06	0.1	5.494113e-06	7.783401530000001e-10	0.1	5.494113e-06	8.450448499999999e-06	0.1	5.494113e-06	9.292276e-11	0.1	5.494113e-06	1.354631e-10	0.1
6.263031e-06	1.19253707451e-06	0.1	6.263031e-06	8.11106354e-10	0.1	6.263031e-06	8.8062213e-06	0.1	6.263031e-06	9.683489e-11	0.1	6.263031e-06	1.411663e-10	0.1
7.031949e-06	9.18540614502e-07	0.1	7.031949e-06	8.36344333e-10	0.1	7.031949e-06	9.0802522e-06	0.1	7.031949e-06	9.984817e-11	0.1	7.031949e-06	1.455591e-10	0.1
7.800867e-06	7.07497324956e-07	0.1	7.800867e-06	8.557837499999999e-10	0.1	7.800867e-06	9.2913222e-06	0.1	7.800867e-06	1.021691e-10	0.1	7.800867e-06	1.489426e-10	0.1
8.569785e-06	5.44943150514e-07	0.1	8.569785e-06	8.707565820000001e-10	0.1	8.569785e-06	9.4538968e-06	0.1	8.569785e-06	1.039568e-10	0.1	8.569785e-06	1.515487e-10	0.1
9.338703e-06	4.19737402584e-07	0.1	9.338703e-06	8.82289264e-10	0.1	9.338703e-06	9.5791191e-06	0.1	9.338703e-06	1.053338e-10	0.1	9.338703e-06	1.535561e-10	0.1
1.026428e-05	3.06553034439e-07	0.1	1.026428e-05	8.92714809e-10	0.1	1.026428e-05	9.6923169e-06	0.1	1.026428e-05	1.065785e-10	0.1	1.026428e-05	1.553707e-10	0.1
1.118985e-05	2.2388936108400003e-07	0.1	1.118985e-05	9.00328952e-10	0.1	1.118985e-05	9.7749916e-06	0.1	1.118985e-05	1.074876e-10	0.1	1.118985e-05	1.56696e-10	0.1
1.211543e-05	1.63516464819e-07	0.1	1.211543e-05	9.05889926e-10	0.1	1.211543e-05	9.8353712e-06	0.1	1.211543e-05	1.081516e-10	0.1	1.211543e-05	1.576639e-10	0.1
1.311515e-05	1.16454635442e-07	0.1	1.311515e-05	9.10224819e-10	0.1	1.311515e-05	9.8824393e-06	0.1	1.311515e-05	1.086691e-10	0.1	1.311515e-05	1.584184e-10	0.1
