Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
0.008863476	9.876961241683901e-06	0.1	0.008863476	3.564896e-09	0.1	0.008863476	1.3418658e-110	0.1	0.008863476	4.472886e-111	0.1	0.008863476	1.00094253e-07	0.1	0.008863476	6.440966e-09	0.1	0.008863476	1.283718e-08	0.1
0.02456694	9.662850471615e-06	0.1	0.02456694	9.773658e-09	0.1	0.02456694	3.678876e-110	0.1	0.02456694	1.226292e-110	0.1	0.02456694	2.7441993399999996e-07	0.1	0.02456694	1.765881e-08	0.1	0.02456694	3.51946e-08	0.1
0.05051788	9.3191422841106e-06	0.1	0.05051788	1.974082e-08	0.1	0.05051788	7.430421e-110	0.1	0.05051788	2.476807e-110	0.1	0.05051788	5.542613340000001e-07	0.1	0.05051788	3.566728e-08	0.1	0.05051788	7.108437e-08	0.1
0.09376945	8.77325173848e-06	0.1	0.09376945	3.557167e-08	0.1	0.09376945	1.3388805e-109	0.1	0.09376945	4.462935e-110	0.1	0.09376945	9.9872024e-07	0.1	0.09376945	6.427019e-08	0.1	0.09376945	1.280863e-07	0.1
0.1461114	8.155214767330199e-06	0.1	0.1461114	5.349457e-08	0.1	0.1461114	2.0134652999999999e-109	0.1	0.1461114	6.711551e-110	0.1	0.1461114	1.50191826e-06	0.1	0.1461114	9.665297e-08	0.1	0.1461114	1.926216e-07	0.1
0.1626057	7.969626363336e-06	0.1	0.1626057	5.887656e-08	0.1	0.1626057	2.2160349000000003e-109	0.1	0.1626057	7.386783e-110	0.1	0.1626057	1.65302281e-06	0.1	0.1626057	1.06377e-07	0.1	0.1626057	2.120007e-07	0.1
0.1918709	7.650678895492101e-06	0.1	0.1918709	6.812591e-08	0.1	0.1918709	2.5641657e-109	0.1	0.1918709	8.547219e-110	0.1	0.1918709	1.91270657e-06	0.1	0.1918709	1.230886e-07	0.1	0.1918709	2.453053e-07	0.1
0.2243287	7.3118421384255004e-06	0.1	0.2243287	7.795201e-08	0.1	0.2243287	2.9340045e-109	0.1	0.2243287	9.780015e-110	0.1	0.2243287	2.18858386e-06	0.1	0.2243287	1.408422e-07	0.1	0.2243287	2.806865e-07	0.1
0.2697697	6.8625330996387e-06	0.1	0.2697697	9.098178e-08	0.1	0.2697697	3.424425e-109	0.1	0.2697697	1.141475e-109	0.1	0.2697697	2.55440658e-06	0.1	0.2697697	1.643842e-07	0.1	0.2697697	3.276035e-07	0.1
0.3390246	6.2302900208112e-06	0.1	0.3390246	1.093166e-07	0.1	0.3390246	4.1145180000000002e-109	0.1	0.3390246	1.371506e-109	0.1	0.3390246	3.06917336e-06	0.1	0.3390246	1.975111e-07	0.1	0.3390246	3.936225e-07	0.1
0.4256363	5.520925945413e-06	0.1	0.4256363	1.298879e-07	0.1	0.4256363	4.888791000000001e-109	0.1	0.4256363	1.629597e-109	0.1	0.4256363	3.64673285e-06	0.1	0.4256363	2.346789e-07	0.1	0.4256363	4.676946e-07	0.1
0.4862645	5.0729964112272e-06	0.1	0.4862645	1.428777e-07	0.1	0.4862645	5.377707e-109	0.1	0.4862645	1.792569e-109	0.1	0.4862645	4.01143361e-06	0.1	0.4862645	2.581487e-07	0.1	0.4862645	5.144676e-07	0.1
0.5108641	4.9017879818838e-06	0.1	0.5108641	1.478426e-07	0.1	0.5108641	5.564583e-109	0.1	0.5108641	1.854861e-109	0.1	0.5108641	4.1508303900000005e-06	0.1	0.5108641	2.671193e-07	0.1	0.5108641	5.323453e-07	0.1
0.5472499	4.6590857148978994e-06	0.1	0.5472499	1.548809e-07	0.1	0.5472499	5.829492e-109	0.1	0.5472499	1.943164e-109	0.1	0.5472499	4.34843749e-06	0.1	0.5472499	2.798359e-07	0.1	0.5472499	5.576884e-07	0.1
0.5836358	4.4283999158836e-06	0.1	0.5836358	1.615707e-07	0.1	0.5836358	6.081288000000001e-109	0.1	0.5836358	2.027096e-109	0.1	0.5836358	4.53626031e-06	0.1	0.5836358	2.91923e-07	0.1	0.5836358	5.817767e-07	0.1
0.6491304	4.041569333856e-06	0.1	0.6491304	1.727887e-07	0.1	0.6491304	6.503517e-109	0.1	0.6491304	2.167839e-109	0.1	0.6491304	4.851215739999999e-06	0.1	0.6491304	3.121914e-07	0.1	0.6491304	6.221699e-07	0.1
0.7353096	3.583571228468e-06	0.1	0.7353096	1.860705e-07	0.1	0.7353096	7.003425e-109	0.1	0.7353096	2.334475e-109	0.1	0.7353096	5.224116e-06	0.1	0.7353096	3.361887e-07	0.1	0.7353096	6.699945e-07	0.1
0.8553149	3.0309574728469997e-06	0.1	0.8553149	2.020962e-07	0.1	0.8553149	7.606605000000001e-109	0.1	0.8553149	2.535535e-109	0.1	0.8553149	5.6740516e-06	0.1	0.8553149	3.651436e-07	0.1	0.8553149	7.276989e-07	0.1
