Batch	m_SP	2	P2_L	W4_L	
2.150819e-12	9.758353853145e-06	0.1	2.150819e-12	1.634393e-07	0.1
4.671565e-12	9.4829133896096e-06	0.1	4.671565e-12	3.504096e-07	0.1
9.587553e-12	8.968261940586801e-06	0.1	9.587553e-12	7.012668e-07	0.1
1.832709e-11	8.1223084892625e-06	0.1	1.832709e-11	1.282387e-06	0.1
3.030844e-11	7.092385184587601e-06	0.1	3.030844e-11	1.997623e-06	0.1
4.651752e-11	5.9060423798763e-06	0.1	4.651752e-11	2.832729e-06	0.1
6.272661e-11	4.9200911998251995e-06	0.1	6.272661e-11	3.536664e-06	0.1
8.639716e-11	3.7704855557528e-06	0.1	8.639716e-11	4.369895e-06	0.1
1.100677e-10	2.891196970532e-06	0.1	1.100677e-10	5.017227e-06	0.1
1.337383e-10	2.2180009029066e-06	0.1	1.337383e-10	5.519407e-06	0.1
1.574088e-10	1.7021815107315403e-06	0.1	1.574088e-10	5.908493e-06	0.1
1.810794e-10	1.3066939600748701e-06	0.1	1.810794e-10	6.209621e-06	0.1
2.047499e-10	1.00331242563396e-06	0.1	2.047499e-10	6.442452e-06	0.1
2.284205e-10	7.704921405894401e-07	0.1	2.284205e-10	6.622323e-06	0.1
2.549851e-10	5.72979907662e-07	0.1	2.549851e-10	6.775813e-06	0.1
2.83479e-10	4.1707431561675e-07	0.1	2.83479e-10	6.897615e-06	0.1
3.11973e-10	3.03608538654175e-07	0.1	3.11973e-10	6.98666e-06	0.1
3.40467e-10	2.2101706490144398e-07	0.1	3.40467e-10	7.051709e-06	0.1
3.747806e-10	1.5079084204995e-07	0.1	3.747806e-10	7.10719e-06	0.1
4.090942e-10	1.0287589495222801e-07	0.1	4.090942e-10	7.145145e-06	0.1
