Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
1.553011e-13	9.771543765215999e-06	0.1	1.553011e-13	1.7746399e-07	0.1	1.553011e-13	1.422277e-11	0.1	1.553011e-13	1.035981e-09	0.1	1.553011e-13	3.480934e-09	0.1	1.553011e-13	1.568037e-09	0.1	1.553011e-13	2.742642e-13	0.1
3.723112e-13	9.516568764818e-06	0.1	3.723112e-13	4.1996137e-07	0.1	3.723112e-13	3.365249e-11	0.1	3.723112e-13	2.45164e-09	0.1	3.723112e-13	8.233279e-09	0.1	3.723112e-13	3.633881e-09	0.1	3.723112e-13	6.490156e-13	0.1
8.301808e-13	9.000236891662e-06	0.1	8.301808e-13	9.113191800000001e-07	0.1	8.301808e-13	7.300334e-11	0.1	8.301808e-13	5.320222e-09	0.1	8.301808e-13	1.784756e-08	0.1	8.301808e-13	7.544188e-09	0.1	8.301808e-13	1.408281e-12	0.1
1.660559e-12	8.13431681041e-06	0.1	1.660559e-12	1.7362590999999999e-06	0.1	1.660559e-12	1.390127e-10	0.1	1.660559e-12	1.013665e-08	0.1	1.660559e-12	3.394238e-08	0.1	1.660559e-12	1.325935e-08	0.1	1.660559e-12	2.682792e-12	0.1
2.896129e-12	6.997753942122e-06	0.1	2.896129e-12	2.8208292e-06	0.1	2.896129e-12	2.256846e-10	0.1	2.896129e-12	1.646965e-08	0.1	2.896129e-12	5.501027e-08	0.1	2.896129e-12	1.908649e-08	0.1	2.896129e-12	4.357993e-12	0.1
4.328965e-12	5.87721616558057e-06	0.1	4.328965e-12	3.892226e-06	0.1	4.328965e-12	3.111714e-10	0.1	4.328965e-12	2.272659e-08	0.1	4.328965e-12	7.571338e-08	0.1	4.328965e-12	2.285359e-08	0.1	4.328965e-12	6.012337e-12	0.1
5.839734e-12	4.8896087168893e-06	0.1	5.839734e-12	4.8384022e-06	0.1	5.839734e-12	3.865503e-10	0.1	5.839734e-12	2.8253e-08	0.1	5.839734e-12	9.39006e-08	0.1	5.839734e-12	2.442142e-08	0.1	5.839734e-12	7.472877e-12	0.1
7.662243e-12	3.91655557565057e-06	0.1	7.662243e-12	5.772504099999999e-06	0.1	7.662243e-12	4.608519e-10	0.1	7.662243e-12	3.370964e-08	0.1	7.662243e-12	1.117603e-07	0.1	7.662243e-12	2.422055e-08	0.1	7.662243e-12	8.914334e-12	0.1
9.484751e-12	3.13724354013734e-06	0.1	9.484751e-12	6.5220869e-06	0.1	9.484751e-12	5.203865e-10	0.1	9.484751e-12	3.808899e-08	0.1	9.484751e-12	1.260174e-07	0.1	9.484751e-12	2.269205e-08	0.1	9.484751e-12	1.00707e-11	0.1
1.130726e-11	2.51306888630006e-06	0.1	1.130726e-11	7.1234868e-06	0.1	1.130726e-11	5.680892e-10	0.1	1.130726e-11	4.160301e-08	0.1	1.130726e-11	1.374037e-07	0.1	1.130726e-11	2.050171e-08	0.1	1.130726e-11	1.099822e-11	0.1
1.312977e-11	2.013126405345913e-06	0.1	1.312977e-11	7.6059180999999995e-06	0.1	1.312977e-11	6.063117e-10	0.1	1.312977e-11	4.442219e-08	0.1	1.312977e-11	1.465006e-07	0.1	1.312977e-11	1.806486e-08	0.1	1.312977e-11	1.174209e-11	0.1
1.524768e-11	1.555733083556898e-06	0.1	1.524768e-11	8.0479194e-06	0.1	1.524768e-11	6.412944e-10	0.1	1.524768e-11	4.700538e-08	0.1	1.524768e-11	1.548036e-07	0.1	1.524768e-11	1.524738e-08	0.1	1.524768e-11	1.242347e-11	0.1
1.743944e-11	1.1915368304698199e-06	0.1	1.743944e-11	8.4003399e-06	0.1	1.743944e-11	6.691598e-10	0.1	1.743944e-11	4.906523e-08	0.1	1.743944e-11	1.613999e-07	0.1	1.743944e-11	1.25569e-08	0.1	1.743944e-11	1.296664e-11	0.1
1.96312e-11	9.12620484693816e-07	0.1	1.96312e-11	8.670559299999999e-06	0.1	1.96312e-11	6.905085e-10	0.1	1.96312e-11	5.064476e-08	0.1	1.96312e-11	1.664418e-07	0.1	1.96312e-11	1.019607e-08	0.1	1.96312e-11	1.338305e-11	0.1
2.182297e-11	6.99006809777214e-07	0.1	2.182297e-11	8.8777245e-06	0.1	2.182297e-11	7.06865e-10	0.1	2.182297e-11	5.185581e-08	0.1	2.182297e-11	1.702968e-07	0.1	2.182297e-11	8.190281e-09	0.1	2.182297e-11	1.370224e-11	0.1
2.419627e-11	5.237076408919561e-07	0.1	2.419627e-11	9.047886e-06	0.1	2.419627e-11	7.202932e-10	0.1	2.419627e-11	5.285062e-08	0.1	2.419627e-11	1.734558e-07	0.1	2.419627e-11	6.400124e-09	0.1	2.419627e-11	1.396438e-11	0.1
2.684187e-11	3.79592802070506e-07	0.1	2.684187e-11	9.187893600000001e-06	0.1	2.684187e-11	7.313381e-10	0.1	2.684187e-11	5.366921e-08	0.1	2.684187e-11	1.760496e-07	0.1	2.684187e-11	4.818168e-09	0.1	2.684187e-11	1.418004e-11	0.1
2.948747e-11	2.75140612047366e-07	0.1	2.948747e-11	9.289446e-06	0.1	2.948747e-11	7.393482e-10	0.1	2.948747e-11	5.4263e-08	0.1	2.948747e-11	1.779275e-07	0.1	2.948747e-11	3.600548e-09	0.1	2.948747e-11	1.433646e-11	0.1
3.213308e-11	1.99433391364116e-07	0.1	3.213308e-11	9.363096699999999e-06	0.1	3.213308e-11	7.451583e-10	0.1	3.213308e-11	5.469369e-08	0.1	3.213308e-11	1.792876e-07	0.1	3.213308e-11	2.675135e-09	0.1	3.213308e-11	1.444988e-11	0.1
3.521108e-11	1.371531764498706e-07	0.1	3.521108e-11	9.4237187e-06	0.1	3.521108e-11	7.499429e-10	0.1	3.521108e-11	5.504822e-08	0.1	3.521108e-11	1.80406e-07	0.1	3.521108e-11	1.882626e-09	0.1	3.521108e-11	1.454324e-11	0.1
