Batch	m_SP	5	Pr1	W1	W2	Pr2	Pr3							
5.022739	9.899398005030002e-06	0.1	5.022739	9.909469e-08	0.1	5.022739	1.405763e-09	0.1	5.022739	3.3889e-12	0.1	5.022739	3.550854e-13	0.1
9.93789	9.8027719713e-06	0.1	9.93789	1.957317e-07	0.1	9.93789	1.392044e-09	0.1	9.93789	7.088443e-12	0.1	9.93789	6.926848e-13	0.1
19.76819	9.61234287561e-06	0.1	19.76819	3.861832e-07	0.1	19.76819	1.365009e-09	0.1	19.76819	1.557175e-11	0.1	19.76819	1.309398e-12	0.1
39.4288	9.24251257395e-06	0.1	39.4288	7.560512e-07	0.1	39.4288	1.312503e-09	0.1	39.4288	3.677752e-11	0.1	39.4288	2.214727e-12	0.1
74.81788	8.612316875970001e-06	0.1	74.81788	1.386296e-06	0.1	74.81788	1.223033e-09	0.1	74.81788	8.859163e-11	0.1	74.81788	2.884408e-12	0.1
123.2442	7.81902280899e-06	0.1	123.2442	2.179622e-06	0.1	123.2442	1.110408e-09	0.1	123.2442	1.860341e-10	0.1	123.2442	2.984148e-12	0.1
192.6328	6.8080219191e-06	0.1	192.6328	3.190598e-06	0.1	192.6328	9.668746e-10	0.1	192.6328	3.739537e-10	0.1	192.6328	2.848001e-12	0.1
284.36	5.66939430549e-06	0.1	284.36	4.329086e-06	0.1	284.36	8.052223e-10	0.1	284.36	6.983873e-10	0.1	284.36	2.642663e-12	0.1
383.704	4.650080498730001e-06	0.1	383.704	5.348131e-06	0.1	383.704	6.605095e-10	0.1	383.704	1.131921e-09	0.1	383.704	2.442141e-12	0.1
513.5153	3.58923910725e-06	0.1	513.5153	6.408474e-06	0.1	513.5153	5.099013e-10	0.1	513.5153	1.802535e-09	0.1	513.5153	2.212178e-12	0.1
643.3266	2.77056129411e-06	0.1	643.3266	7.226521e-06	0.1	643.3266	3.936734e-10	0.1	643.3266	2.566139e-09	0.1	643.3266	2.015807e-12	0.1
773.138	2.1387676121100004e-06	0.1	773.138	7.857582e-06	0.1	773.138	3.039775e-10	0.1	773.138	3.401479e-09	0.1	773.138	1.848967e-12	0.1
902.9493	1.65119648787e-06	0.1	902.9493	8.344342e-06	0.1	902.9493	2.347571e-10	0.1	902.9493	4.292153e-09	0.1	902.9493	1.708103e-12	0.1
1032.761	1.2749252506200001e-06	0.1	1032.761	8.71974e-06	0.1	1032.761	1.81338e-10	0.1	1032.761	5.225502e-09	0.1	1032.761	1.589977e-12	0.1
1162.572	9.8454815442e-07	0.1	1162.572	9.009199e-06	0.1	1162.572	1.401131e-10	0.1	1162.572	6.19176e-09	0.1	1162.572	1.49163e-12	0.1
1292.383	7.60456595358e-07	0.1	1292.383	9.232335e-06	0.1	1292.383	1.082989e-10	0.1	1292.383	7.183386e-09	0.1	1292.383	1.410379e-12	0.1
1422.195	5.87519524746e-07	0.1	1422.195	9.404289e-06	0.1	1422.195	8.374706e-11	0.1	1422.195	8.194563e-09	0.1	1422.195	1.343759e-12	0.1
1573.822	4.34833051626e-07	0.1	1573.822	9.5558e-06	0.1	1573.822	6.20702e-11	0.1	1573.822	9.394488e-09	0.1	1573.822	1.281506e-12	0.1
1730.903	3.18566614302e-07	0.1	1730.903	9.670827e-06	0.1	1730.903	4.556387e-11	0.1	1730.903	1.065352e-08	0.1	1730.903	1.231525e-12	0.1
1887.983	2.3359446403200001e-07	0.1	1887.983	9.754542e-06	0.1	1887.983	3.350038e-11	0.1	1887.983	1.192441e-08	0.1	1887.983	1.193337e-12	0.1
2045.064	1.7149338504900002e-07	0.1	2045.064	9.815373e-06	0.1	2045.064	2.468389e-11	0.1	2045.064	1.320393e-08	0.1	2045.064	1.164409e-12	0.1
2235.583	1.18150418484e-07	0.1	2235.583	9.867165e-06	0.1	2235.583	1.711076e-11	0.1	2235.583	1.476404e-08	0.1	2235.583	1.138779e-12	0.1
