Batch	m_SP	2	P2_L	W4_L	
6.211683e-13	9.8892158717268e-06	0.1	6.211683e-13	1.09858405e-07	0.1
2.065056e-12	9.6368693887574e-06	0.1	2.065056e-12	3.6055372999999996e-07	0.1
5.933246e-12	8.992131043782201e-06	0.1	5.933246e-12	1.00111753e-06	0.1
1.22757e-11	8.0270440259086e-06	0.1	1.22757e-11	1.9600748e-06	0.1
2.065531e-11	6.9090151969324e-06	0.1	2.065531e-11	3.0711883999999998e-06	0.1
3.034848e-11	5.808601625644e-06	0.1	3.034848e-11	4.1650072e-06	0.1
4.055532e-11	4.8388337613892e-06	0.1	4.055532e-11	5.1291475e-06	0.1
5.281682e-11	3.8855110082256e-06	0.1	5.281682e-11	6.0771245e-06	0.1
6.507831e-11	3.1200617375172e-06	0.1	6.507831e-11	6.8384285e-06	0.1
7.73398e-11	2.5054461000758e-06	0.1	7.73398e-11	7.4498223e-06	0.1
8.96013e-11	2.0119293306086e-06	0.1	8.96013e-11	7.9408257e-06	0.1
1.038589e-10	1.5589685390056202e-06	0.1	1.038589e-10	8.3915446e-06	0.1
1.186155e-10	1.19726813815832e-06	0.1	1.186155e-10	8.7515076e-06	0.1
1.333721e-10	9.1949860066018e-07	0.1	1.333721e-10	9.027976100000002e-06	0.1
1.481288e-10	7.0618062310506e-07	0.1	1.481288e-10	9.2403179e-06	0.1
1.641059e-10	5.3064462789518e-07	0.1	1.641059e-10	9.4150669e-06	0.1
1.819139e-10	3.8590025884046e-07	0.1	1.819139e-10	9.559175300000001e-06	0.1
1.997218e-10	2.8064084107091993e-07	0.1	1.997218e-10	9.663982e-06	0.1
2.175298e-10	2.04094108636188e-07	0.1	2.175298e-10	9.7402044e-06	0.1
2.382319e-10	1.40939929445034e-07	0.1	2.382319e-10	9.803094200000001e-06	0.1
