Batch	m_SP	16	T4a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	N7a	N7c	N7b																													
0.0	1.000000038	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
6.829132e-14	0.9999999639999999	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1	6.829132e-14	0.0	0.1
9.218679e-13	1.000000015	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1	9.218679e-13	0.0	0.1
3.279722e-12	0.9999999670000002	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1	3.279722e-12	0.0	0.1
7.351296e-12	1.0000001139999999	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1	7.351296e-12	0.0	0.1
1.464111e-11	1.000000009	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1	1.464111e-11	0.0	0.1
2.264474e-11	0.999999919	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1	2.264474e-11	0.0	0.1
3.374803e-11	0.999999946	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1	3.374803e-11	0.0	0.1
5.265133e-11	1.000000129	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1	5.265133e-11	0.0	0.1
8.415684e-11	0.9999999900000001	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1	8.415684e-11	0.0	0.1
1.222714e-10	0.999999957	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1	1.222714e-10	0.0	0.1
1.657274e-10	0.9999999059999999	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1	1.657274e-10	0.0	0.1
2.147172e-10	1.00000014	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1	2.147172e-10	0.0	0.1
2.63707e-10	1.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1	2.63707e-10	0.0	0.1
3.126968e-10	1.00000004	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1	3.126968e-10	0.0	0.1
3.616866e-10	1.00000004	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1	3.616866e-10	0.0	0.1
4.106764e-10	0.9999999900000001	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1	4.106764e-10	0.0	0.1
4.596662e-10	0.99999995	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1	4.596662e-10	0.0	0.1
5.08656e-10	0.9999999599999999	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1	5.08656e-10	0.0	0.1
5.576458e-10	0.99999999	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1	5.576458e-10	0.0	0.1
6.066356e-10	1.0000000300000003	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1	6.066356e-10	0.0	0.1
6.556254e-10	1.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1	6.556254e-10	0.0	0.1
7.065976e-10	1.00000003	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1	7.065976e-10	0.0	0.1
7.654997e-10	1.00000004	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1	7.654997e-10	0.0	0.1
8.244018e-10	0.9999999199999999	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1	8.244018e-10	0.0	0.1
8.833039e-10	1.0000000299999998	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1	8.833039e-10	0.0	0.1
9.42206e-10	1.00000007	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1	9.42206e-10	0.0	0.1
1.001108e-09	0.9999999899999998	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1	1.001108e-09	0.0	0.1
1.06001e-09	0.99999999	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1	1.06001e-09	0.0	0.1
1.118912e-09	1.0000001	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1	1.118912e-09	0.0	0.1
