Batch	m_SP	7	P4	W4_L	W3	R	P1	P2_L	P3											
3.524953e-10	9.7557154662786e-06	0.1	3.524953e-10	2.825139e-11	0.1	3.524953e-10	1.732563e-07	0.1	3.524953e-10	1.707812e-10	0.1	3.524953e-10	6.930253e-08	0.1	3.524953e-10	1.1647069899999998e-09	0.1	3.524953e-10	2.181615e-10	0.1
7.834584e-10	9.465260453358601e-06	0.1	7.834584e-10	6.185616e-11	0.1	7.834584e-10	3.793429e-07	0.1	7.834584e-10	3.739238e-10	0.1	7.834584e-10	1.517372e-07	0.1	7.834584e-10	2.5501141e-09	0.1	7.834584e-10	4.776624e-10	0.1
1.79689e-09	8.815863195673801e-06	0.1	1.79689e-09	1.369896e-10	0.1	1.79689e-09	8.401105e-07	0.1	1.79689e-09	8.281091e-10	0.1	1.79689e-09	3.360444e-07	0.1	1.79689e-09	5.6476008000000005e-09	0.1	1.79689e-09	1.057854e-09	0.1
3.621068e-09	7.7571629974678e-06	0.1	3.621068e-09	2.594786e-10	0.1	3.621068e-09	1.591291e-06	0.1	3.621068e-09	1.568559e-09	0.1	3.621068e-09	6.365172e-07	0.1	3.621068e-09	1.06973802e-08	0.1	3.621068e-09	2.003728e-09	0.1
5.378617e-09	6.8575742516259e-06	0.1	5.378617e-09	3.635592e-10	0.1	5.378617e-09	2.229578e-06	0.1	5.378617e-09	2.197728e-09	0.1	5.378617e-09	8.918328e-07	0.1	5.378617e-09	1.49882348e-08	0.1	5.378617e-09	2.807449e-09	0.1
6.732192e-09	6.2365227738288e-06	0.1	6.732192e-09	4.354138e-10	0.1	6.732192e-09	2.670233e-06	0.1	6.732192e-09	2.632089e-09	0.1	6.732192e-09	1.068096e-06	0.1	6.732192e-09	1.79505166e-08	0.1	6.732192e-09	3.362316e-09	0.1
8.597552e-09	5.471751168513099e-06	0.1	8.597552e-09	5.23897e-10	0.1	8.597552e-09	3.212863e-06	0.1	8.597552e-09	3.166967e-09	0.1	8.597552e-09	1.285149e-06	0.1	8.597552e-09	2.1598327999999998e-08	0.1	8.597552e-09	4.045587e-09	0.1
1.123075e-08	4.54907223015e-06	0.1	1.123075e-08	6.306504e-10	0.1	1.123075e-08	3.867532e-06	0.1	1.123075e-08	3.812286e-09	0.1	1.123075e-08	1.547019e-06	0.1	1.123075e-08	2.5999311e-08	0.1	1.123075e-08	4.869938e-09	0.1
1.48238e-08	3.5357699238372e-06	0.1	1.48238e-08	7.478902e-10	0.1	1.48238e-08	4.586502e-06	0.1	1.48238e-08	4.520986e-09	0.1	1.48238e-08	1.834611e-06	0.1	1.48238e-08	3.0832564e-08	0.1	1.48238e-08	5.775255e-09	0.1
1.841684e-08	2.7481807466106003e-06	0.1	1.841684e-08	8.390163e-10	0.1	1.841684e-08	5.145321e-06	0.1	1.841684e-08	5.071825e-09	0.1	1.841684e-08	2.058143e-06	0.1	1.841684e-08	3.4589213e-08	0.1	1.841684e-08	6.478914e-09	0.1
2.200989e-08	2.1360257265604003e-06	0.1	2.200989e-08	9.098455e-10	0.1	2.200989e-08	5.579663e-06	0.1	2.200989e-08	5.499965e-09	0.1	2.200989e-08	2.231884e-06	0.1	2.200989e-08	3.7509082e-08	0.1	2.200989e-08	7.025834e-09	0.1
2.560293e-08	1.6602284129124001e-06	0.1	2.560293e-08	9.648989e-10	0.1	2.560293e-08	5.917254e-06	0.1	2.560293e-08	5.832737e-09	0.1	2.560293e-08	2.366926e-06	0.1	2.560293e-08	3.9778543000000005e-08	0.1	2.560293e-08	7.450928e-09	0.1
2.919598e-08	1.290413869625e-06	0.1	2.919598e-08	1.00769e-09	0.1	2.919598e-08	6.179647e-06	0.1	2.919598e-08	6.091385e-09	0.1	2.919598e-08	2.471889e-06	0.1	2.919598e-08	4.154249e-08	0.1	2.919598e-08	7.781332e-09	0.1
3.278902e-08	1.0029753623512e-06	0.1	3.278902e-08	1.040952e-09	0.1	3.278902e-08	6.383592e-06	0.1	3.278902e-08	6.292419e-09	0.1	3.278902e-08	2.553473e-06	0.1	3.278902e-08	4.2913518e-08	0.1	3.278902e-08	8.03814e-09	0.1
3.638206e-08	7.795640994102001e-07	0.1	3.638206e-08	1.066805e-09	0.1	3.638206e-08	6.542107e-06	0.1	3.638206e-08	6.448673e-09	0.1	3.638206e-08	2.616885e-06	0.1	3.638206e-08	4.3979158e-08	0.1	3.638206e-08	8.237743e-09	0.1
4.071242e-08	5.7538159256097e-07	0.1	4.071242e-08	1.090436e-09	0.1	4.071242e-08	6.686978e-06	0.1	4.071242e-08	6.591479e-09	0.1	4.071242e-08	2.67484e-06	0.1	4.071242e-08	4.495307e-08	0.1	4.071242e-08	8.420167e-09	0.1
4.504277e-08	4.2467836404735995e-07	0.1	4.504277e-08	1.107878e-09	0.1	4.504277e-08	6.793903e-06	0.1	4.504277e-08	6.696881e-09	0.1	4.504277e-08	2.717618e-06	0.1	4.504277e-08	4.5671897e-08	0.1	4.504277e-08	8.554811e-09	0.1
4.937312e-08	3.1344718782464e-07	0.1	4.937312e-08	1.120755e-09	0.1	4.937312e-08	6.872821e-06	0.1	4.937312e-08	6.774677e-09	0.1	4.937312e-08	2.749193e-06	0.1	4.937312e-08	4.6202461e-08	0.1	4.937312e-08	8.654189e-09	0.1
5.388128e-08	2.2848237538816e-07	0.1	5.388128e-08	1.130592e-09	0.1	5.388128e-08	6.933103e-06	0.1	5.388128e-08	6.834102e-09	0.1	5.388128e-08	2.773313e-06	0.1	5.388128e-08	4.6607727999999996e-08	0.1	5.388128e-08	8.7301e-09	0.1
5.91007e-08	1.5844455603886e-07	0.1	5.91007e-08	1.138704e-09	0.1	5.91007e-08	6.982792e-06	0.1	5.91007e-08	6.883087e-09	0.1	5.91007e-08	2.793198e-06	0.1	5.91007e-08	4.6941796e-08	0.1	5.91007e-08	8.792675e-09	0.1
6.432012e-08	1.0987578258412e-07	0.1	6.432012e-08	1.144332e-09	0.1	6.432012e-08	7.017249e-06	0.1	6.432012e-08	6.917057e-09	0.1	6.432012e-08	2.80699e-06	0.1	6.432012e-08	4.7173467e-08	0.1	6.432012e-08	8.836068e-09	0.1
