Batch	m_SP	13	P5	W1	W2	W3	W4	W5	W6	R	P1	P2	P3	P4	P6																							
2.07097e-11	9.756410434920001e-06	0.1	2.07097e-11	2.948845e-118	0.1	2.07097e-11	5.458235e-13	0.1	2.07097e-11	2.077466e-10	0.1	2.07097e-11	2.948845e-118	0.1	2.07097e-11	1.115646e-07	0.1	2.07097e-11	3.820576e-11	0.1	2.07097e-11	1.804192e-08	0.1	2.07097e-11	2.769329e-08	0.1	2.07097e-11	6.385474e-08	0.1	2.07097e-11	2.206096e-08	0.1	2.07097e-11	3.127935e-11	0.1	2.07097e-11	1.01562e-13	0.1
4.400561e-11	9.489629153777499e-06	0.1	4.400561e-11	8.979622e-118	0.1	4.400561e-11	1.15027e-12	0.1	4.400561e-11	4.381652e-10	0.1	4.400561e-11	8.979622e-118	0.1	4.400561e-11	2.352821e-07	0.1	4.400561e-11	9.149742e-11	0.1	4.400561e-11	3.794549e-08	0.1	4.400561e-11	5.949996e-08	0.1	4.400561e-11	1.315883e-07	0.1	4.400561e-11	4.536414e-08	0.1	4.400561e-11	6.582941e-11	0.1	4.400561e-11	2.10906e-13	0.1
9.896872e-11	8.8889063322306e-06	0.1	9.896872e-11	3.435094e-117	0.1	9.896872e-11	2.5366e-12	0.1	9.896872e-11	9.680571e-10	0.1	9.896872e-11	3.435094e-117	0.1	9.896872e-11	5.197052e-07	0.1	9.896872e-11	2.566482e-10	0.1	9.896872e-11	8.32988e-08	0.1	9.896872e-11	1.369033e-07	0.1	9.896872e-11	2.752974e-07	0.1	9.896872e-11	9.443142e-08	0.1	9.896872e-11	1.447265e-10	0.1	9.896872e-11	4.49265e-13	0.1
1.869097e-10	8.006226734376e-06	0.1	1.869097e-10	1.063065e-116	0.1	1.869097e-10	4.640147e-12	0.1	1.869097e-10	1.775812e-09	0.1	1.869097e-10	1.063065e-116	0.1	1.869097e-10	9.530353e-07	0.1	1.869097e-10	6.188094e-10	0.1	1.869097e-10	1.513488e-07	0.1	1.869097e-10	2.659319e-07	0.1	1.869097e-10	4.631092e-07	0.1	1.869097e-10	1.57611e-07	0.1	1.869097e-10	2.635511e-10	0.1	1.869097e-10	7.776891e-13	0.1
2.418728e-10	7.499857250672e-06	0.1	2.418728e-10	1.699968e-116	0.1	2.418728e-10	5.884711e-12	0.1	2.418728e-10	2.255817e-09	0.1	2.418728e-10	1.699968e-116	0.1	2.418728e-10	1.210405e-06	0.1	2.418728e-10	8.949056e-10	0.1	2.418728e-10	1.911887e-07	0.1	2.418728e-10	3.486932e-07	0.1	2.418728e-10	5.574789e-07	0.1	2.418728e-10	1.888197e-07	0.1	2.418728e-10	3.333663e-10	0.1	2.418728e-10	9.529102e-13	0.1
3.192682e-10	6.8409078015033e-06	0.1	3.192682e-10	2.828286e-116	0.1	3.192682e-10	7.548241e-12	0.1	3.192682e-10	2.899839e-09	0.1	3.192682e-10	2.828286e-116	0.1	3.192682e-10	1.555559e-06	0.1	3.192682e-10	1.334167e-09	0.1	3.192682e-10	2.439652e-07	0.1	3.192682e-10	4.666152e-07	0.1	3.192682e-10	6.646072e-07	0.1	3.192682e-10	2.236198e-07	0.1	3.192682e-10	4.261379e-10	0.1	3.192682e-10	1.164538e-12	0.1
4.334058e-10	5.973761287903e-06	0.1	4.334058e-10	4.956719e-116	0.1	4.334058e-10	9.818475e-12	0.1	4.334058e-10	3.783257e-09	0.1	4.334058e-10	4.956719e-116	0.1	4.334058e-10	2.028716e-06	0.1	4.334058e-10	2.060945e-09	0.1	4.334058e-10	3.15138e-07	0.1	4.334058e-10	6.407941e-07	0.1	4.334058e-10	7.763735e-07	0.1	4.334058e-10	2.587649e-07	0.1	4.334058e-10	5.517722e-10	0.1	4.334058e-10	1.410497e-12	0.1
5.682994e-10	5.090112990096e-06	0.1	5.682994e-10	8.127991e-116	0.1	5.682994e-10	1.223563e-11	0.1	5.682994e-10	4.729693e-09	0.1	5.682994e-10	8.127991e-116	0.1	5.682994e-10	2.535239e-06	0.1	5.682994e-10	2.993792e-09	0.1	5.682994e-10	3.898713e-07	0.1	5.682994e-10	8.428235e-07	0.1	5.682994e-10	8.524251e-07	0.1	5.682994e-10	2.810749e-07	0.1	5.682994e-10	6.843562e-10	0.1	5.682994e-10	1.615437e-12	0.1
7.266459e-10	4.218773483547e-06	0.1	7.266459e-10	1.266256e-115	0.1	7.266459e-10	1.47336e-11	0.1	7.266459e-10	5.714408e-09	0.1	7.266459e-10	1.266256e-115	0.1	7.266459e-10	3.061812e-06	0.1	7.266459e-10	4.128912e-09	0.1	7.266459e-10	4.660086e-07	0.1	7.266459e-10	1.069488e-06	0.1	7.266459e-10	8.849224e-07	0.1	7.266459e-10	2.882981e-07	0.1	7.266459e-10	8.201572e-10	0.1	7.266459e-10	1.760958e-12	0.1
9.201714e-10	3.3544460816166e-06	0.1	9.201714e-10	1.924279e-115	0.1	9.201714e-10	1.733922e-11	0.1	9.201714e-10	6.749355e-09	0.1	9.201714e-10	1.924279e-115	0.1	9.201714e-10	3.614744e-06	0.1	9.201714e-10	5.499625e-09	0.1	9.201714e-10	5.44281e-07	0.1	9.201714e-10	1.325503e-06	0.1	9.201714e-10	8.686917e-07	0.1	9.201714e-10	2.791013e-07	0.1	9.201714e-10	9.605709e-10	0.1	9.201714e-10	1.833185e-12	0.1
1.113697e-09	2.6677794526936e-06	0.1	1.113697e-09	2.679631e-115	0.1	1.113697e-09	1.951359e-11	0.1	1.113697e-09	7.619947e-09	0.1	1.113697e-09	2.679631e-115	0.1	1.113697e-09	4.079442e-06	0.1	1.113697e-09	6.793399e-09	0.1	1.113697e-09	6.087371e-07	0.1	1.113697e-09	1.554965e-06	0.1	1.113697e-09	8.150931e-07	0.1	1.113697e-09	2.584808e-07	0.1	1.113697e-09	1.076854e-09	0.1	1.113697e-09	1.822257e-12	0.1
1.307222e-09	2.1221056855632e-06	0.1	1.307222e-09	3.516545e-115	0.1	1.307222e-09	2.131757e-11	0.1	1.307222e-09	8.347951e-09	0.1	1.307222e-09	3.516545e-115	0.1	1.307222e-09	4.467706e-06	0.1	1.307222e-09	7.975547e-09	0.1	1.307222e-09	6.616475e-07	0.1	1.307222e-09	1.756904e-06	0.1	1.307222e-09	7.417752e-07	0.1	1.307222e-09	2.323606e-07	0.1	1.307222e-09	1.172786e-09	0.1	1.307222e-09	1.755217e-12	0.1
1.500748e-09	1.6883657263238e-06	0.1	1.500748e-09	4.421441e-115	0.1	1.500748e-09	2.280644e-11	0.1	1.500748e-09	8.953656e-09	0.1	1.500748e-09	4.421441e-115	0.1	1.500748e-09	4.790496e-06	0.1	1.500748e-09	9.030898e-09	0.1	1.500748e-09	7.049601e-07	0.1	1.500748e-09	1.932136e-06	0.1	1.500748e-09	6.603317e-07	0.1	1.500748e-09	2.044777e-07	0.1	1.500748e-09	1.251668e-09	0.1	1.500748e-09	1.652334e-12	0.1
