Batch	m_SP	2	P2_L	W4_L	
2.025928e-11	9.7163016984103e-06	0.1	2.025928e-11	1.9799227e-07	0.1
4.318894e-11	9.405272009667598e-06	0.1	4.318894e-11	4.15651e-07	0.1
9.690489e-11	8.7156440688337e-06	0.1	9.690489e-11	8.99936e-07	0.1
1.935936e-10	7.6009354175048e-06	0.1	1.935936e-10	1.6878608e-06	0.1
2.855866e-10	6.6746674965337e-06	0.1	2.855866e-10	2.3477259e-06	0.1
3.544211e-10	6.057098798253999e-06	0.1	3.544211e-10	2.790451e-06	0.1
4.483291e-10	5.3066964956492e-06	0.1	4.483291e-10	3.3315890000000003e-06	0.1
5.824514e-10	4.3948165094135e-06	0.1	5.824514e-10	3.994241e-06	0.1
7.674926e-10	3.39029352903393e-06	0.1	7.674926e-10	4.731329e-06	0.1
9.525337e-10	2.61699678651521e-06	0.1	9.525337e-10	5.3044809999999995e-06	0.1
1.137575e-09	2.02115583146895e-06	0.1	1.137575e-09	5.749988e-06	0.1
1.322616e-09	1.561685329816e-06	0.1	1.322616e-09	6.0961549999999996e-06	0.1
1.507657e-09	1.20713218035207e-06	0.1	1.507657e-09	6.365051e-06	0.1
1.692698e-09	9.3338049180864e-07	0.1	1.692698e-09	6.573864e-06	0.1
1.900502e-09	6.994645316435201e-07	0.1	1.900502e-09	6.753228999999999e-06	0.1
2.12348e-09	5.1340834805225e-07	0.1	2.12348e-09	6.896599e-06	0.1
2.346457e-09	3.769452385413e-07	0.1	2.346457e-09	7.0022110000000006e-06	0.1
2.569435e-09	2.76814623848112e-07	0.1	2.569435e-09	7.079987e-06	0.1
2.838366e-09	1.90794957936498e-07	0.1	2.838366e-09	7.147024e-06	0.1
3.107296e-09	1.3153175731510198e-07	0.1	3.107296e-09	7.193348000000001e-06	0.1
