Batch	m_SP	7	P4	W4_L	W3	R	P1	P2_L	P3											
4.46291e-12	9.78961110291e-06	0.1	4.46291e-12	2.653677e-11	0.1	4.46291e-12	2.048268e-07	0.1	4.46291e-12	2.250069e-11	0.1	4.46291e-12	5.112276e-09	0.1	4.46291e-12	1.74792327e-10	0.1	4.46291e-12	3.598764e-11	0.1
9.911166e-12	9.53887861026e-06	0.1	9.911166e-12	5.817745e-11	0.1	9.911166e-12	4.490465e-07	0.1	9.911166e-12	4.932881e-11	0.1	9.911166e-12	1.12078e-08	0.1	9.911166e-12	3.8320163e-10	0.1	9.911166e-12	7.889658e-11	0.1
2.054714e-11	9.067759321500001e-06	0.1	2.054714e-11	1.176304e-10	0.1	2.054714e-11	9.079294e-07	0.1	2.054714e-11	9.97383e-11	0.1	2.054714e-11	2.266128e-08	0.1	2.054714e-11	7.747985099999999e-10	0.1	2.054714e-11	1.595216e-10	0.1
3.943439e-11	8.28776312154e-06	0.1	3.943439e-11	2.160647e-10	0.1	3.943439e-11	1.667665e-06	0.1	3.943439e-11	1.831977e-10	0.1	3.943439e-11	4.162431e-08	0.1	3.943439e-11	1.42313807e-09	0.1	3.943439e-11	2.930065e-10	0.1
6.576838e-11	7.3109411587485e-06	0.1	6.576838e-11	3.393438e-10	0.1	6.576838e-11	2.619114e-06	0.1	6.576838e-11	2.877179e-10	0.1	6.576838e-11	6.537336e-08	0.1	6.576838e-11	2.2350856000000002e-09	0.1	6.576838e-11	4.601759e-10	0.1
1.030374e-10	6.1220031671435e-06	0.1	1.030374e-10	4.89404e-10	0.1	1.030374e-10	3.777168e-06	0.1	1.030374e-10	4.149359e-10	0.1	1.030374e-10	9.428118e-08	0.1	1.030374e-10	3.2233590999999996e-09	0.1	1.030374e-10	6.636478e-10	0.1
1.403064e-10	5.1264162226732e-06	0.1	1.403064e-10	6.150735e-10	0.1	1.403064e-10	4.746891e-06	0.1	1.403064e-10	5.214664e-10	0.1	1.403064e-10	1.184898e-07	0.1	1.403064e-10	4.0509277999999995e-09	0.1	1.403064e-10	8.340318e-10	0.1
1.97081e-10	3.9119470977326e-06	0.1	1.97081e-10	7.683961e-10	0.1	1.97081e-10	5.929809e-06	0.1	1.97081e-10	6.514207e-10	0.1	1.97081e-10	1.480244e-07	0.1	1.97081e-10	5.0604648e-09	0.1	1.97081e-10	1.041879e-09	0.1
2.538557e-10	2.9851925507254e-06	0.1	2.538557e-10	8.854243e-10	0.1	2.538557e-10	6.832484e-06	0.1	2.538557e-10	7.505912e-10	0.1	2.538557e-10	1.705664e-07	0.1	2.538557e-10	5.8308655999999996e-09	0.1	2.538557e-10	1.20049e-09	0.1
3.106303e-10	2.2779927642368e-06	0.1	3.106303e-10	9.747565e-10	0.1	3.106303e-10	7.521306e-06	0.1	3.106303e-10	8.262707e-10	0.1	3.106303e-10	1.877723e-07	0.1	3.106303e-10	6.4187839e-09	0.1	3.106303e-10	1.321529e-09	0.1
