Batch	m_SP	4	Pr3	W1	Pr1	Pr2					
4.86147e-12	9.784620174338099e-06	0.1	4.86147e-12	1.56474e-07	0.1	4.86147e-12	3.399148e-08	0.1	4.86147e-12	2.086311e-08	0.1
1.080433e-11	9.5277407688463e-06	0.1	1.080433e-11	3.431879e-07	0.1	1.080433e-11	7.45545e-08	0.1	1.080433e-11	4.575795e-08	0.1
2.240372e-11	9.045622733707e-06	0.1	2.240372e-11	6.936231e-07	0.1	2.240372e-11	1.506929e-07	0.1	2.240372e-11	9.248123e-08	0.1
4.301548e-11	8.2483172166088e-06	0.1	4.301548e-11	1.273182e-06	0.1	4.301548e-11	2.766365e-07	0.1	4.301548e-11	1.697509e-07	0.1
7.169354e-11	7.2545413755767e-06	0.1	7.169354e-11	1.995601e-06	0.1	7.169354e-11	4.33675e-07	0.1	7.169354e-11	2.660626e-07	0.1
1.120407e-10	6.0557543859689995e-06	0.1	1.120407e-10	2.867146e-06	0.1	1.120407e-10	6.232255e-07	0.1	1.120407e-10	3.822457e-07	0.1
1.523878e-10	5.0550688770762005e-06	0.1	1.523878e-10	3.594773e-06	0.1	1.523878e-10	7.815852e-07	0.1	1.523878e-10	4.792325e-07	0.1
2.13695e-10	3.8418244343196e-06	0.1	2.13695e-10	4.477155e-06	0.1	2.13695e-10	9.738272e-07	0.1	2.13695e-10	5.968263e-07	0.1
2.750023e-10	2.9197795461948e-06	0.1	2.750023e-10	5.14798e-06	0.1	2.750023e-10	1.120215e-06	0.1	2.750023e-10	6.862024e-07	0.1
3.363095e-10	2.219040371196e-06	0.1	3.363095e-10	5.658024e-06	0.1	3.363095e-10	1.231751e-06	0.1	3.363095e-10	7.541335e-07	0.1
3.976167e-10	1.6864885932411e-06	0.1	3.976167e-10	6.045874e-06	0.1	3.976167e-10	1.316797e-06	0.1	3.976167e-10	8.057666e-07	0.1
4.589239e-10	1.2817583623572e-06	0.1	4.589239e-10	6.340856e-06	0.1	4.589239e-10	1.381707e-06	0.1	4.589239e-10	8.450134e-07	0.1
5.202312e-10	9.741686175786202e-07	0.1	5.202312e-10	6.565257e-06	0.1	5.202312e-10	1.431311e-06	0.1	5.202312e-10	8.748467e-07	0.1
5.815384e-10	7.4040501886392e-07	0.1	5.815384e-10	6.736014e-06	0.1	5.815384e-10	1.469279e-06	0.1	5.815384e-10	8.975259e-07	0.1
6.428456e-10	5.6274792183924e-07	0.1	6.428456e-10	6.866001e-06	0.1	6.428456e-10	1.498401e-06	0.1	6.428456e-10	9.14768e-07	0.1
7.066435e-10	4.2299045485331995e-07	0.1	7.066435e-10	6.968481e-06	0.1	7.066435e-10	1.521588e-06	0.1	7.066435e-10	9.283384e-07	0.1
7.804039e-10	3.0409409877625e-07	0.1	7.804039e-10	7.05594e-06	0.1	7.804039e-10	1.541659e-06	0.1	7.804039e-10	9.398911e-07	0.1
8.541642e-10	2.1863356704625e-07	0.1	8.541642e-10	7.119092e-06	0.1	8.541642e-10	1.556446e-06	0.1	8.541642e-10	9.482034e-07	0.1
9.279246e-10	1.5720583490250002e-07	0.1	9.279246e-10	7.16477e-06	0.1	9.279246e-10	1.56743e-06	0.1	9.279246e-10	9.541865e-07	0.1
1.011051e-09	1.0841834475375e-07	0.1	1.011051e-09	7.201381e-06	0.1	1.011051e-09	1.576568e-06	0.1	1.011051e-09	9.58948e-07	0.1
