Batch	m_SP	5	T4a_L	C5H5	T1a_L	N1a_L	N7a_L							
0.2406288	0.987170932	0.1	0.2406288	6.838395e-05	0.1	0.2406288	0.0123332055	0.1	0.2406288	1.4253603790000001e-08	0.1	0.2406288	3.084924e-06	0.1
0.3640401	0.980865266	0.1	0.3640401	0.0001031502	0.1	0.3640401	0.018603571200000002	0.1	0.3640401	2.1499908379999998e-08	0.1	0.3640401	4.6530922e-06	0.1
0.5518554	0.9713464450000001	0.1	0.5518554	0.0001556328	0.1	0.5518554	0.028069231400000002	0.1	0.5518554	3.243882868e-08	0.1	0.5518554	7.0203754e-06	0.1
0.8564376	0.9561062679999999	0.1	0.8564376	0.0002396607	0.1	0.8564376	0.043224361	0.1	0.8564376	4.995273774000001e-08	0.1	0.8564376	1.0810548399999999e-05	0.1
1.275625	0.935522838	0.1	1.275625	0.0003531484	0.1	1.275625	0.063692768	0.1	1.275625	7.36069043e-08	0.1	1.275625	1.59295325e-05	0.1
1.858033	0.9076602579999999	0.1	1.858033	0.0005067699	0.1	1.858033	0.09139965100000001	0.1	1.858033	1.056261599e-07	0.1	1.858033	2.2858790500000003e-05	0.1
2.596688	0.873516331	0.1	2.596688	0.0006950241	0.1	2.596688	0.12535281099999998	0.1	2.596688	1.4486390859999997e-07	0.1	2.596688	3.1350197e-05	0.1
3.396222	0.83800794	0.1	3.396222	0.0008908009	0.1	3.396222	0.16066273999999997	0.1	3.396222	1.8566953690000001e-07	0.1	3.396222	4.0180925e-05	0.1
4.287075	0.800145803	0.1	4.287075	0.001099557	0.1	4.287075	0.19831358400000001	0.1	4.287075	2.291803562e-07	0.1	4.287075	4.9597077e-05	0.1
5.177927	0.7639980160000001	0.1	5.177927	0.001298859	0.1	5.177927	0.23425932200000002	0.1	5.177927	2.707208889e-07	0.1	5.177927	5.8586818e-05	0.1
6.068779	0.7294869559999999	0.1	6.068779	0.001489138	0.1	6.068779	0.26857758400000004	0.1	6.068779	3.103805236e-07	0.1	6.068779	6.716954e-05	0.1
6.959631	0.6965379819999998	0.1	6.959631	0.001670803	0.1	6.959631	0.30134248999999996	0.1	6.959631	3.482449806e-07	0.1	6.959631	7.5363755e-05	0.1
7.850483	0.665080293	0.1	7.850483	0.001844247	0.1	7.850483	0.33262446	0.1	7.850483	3.843957926e-07	0.1	7.850483	8.3187122e-05	0.1
8.741336	0.6350460760000001	0.1	8.741336	0.002009842	0.1	8.741336	0.36249091000000006	0.1	8.741336	4.189108548e-07	0.1	8.741336	9.0656493e-05	0.1
9.812846	0.600715439	0.1	9.812846	0.002199126	0.1	9.812846	0.39662968	0.1	9.812846	4.5836300589999996e-07	0.1	9.812846	9.919431000000001e-05	0.1
10.88436	0.5682440409999999	0.1	10.88436	0.002378159	0.1	10.88436	0.4289197	0.1	10.88436	4.956788195000001e-07	0.1	10.88436	0.000107269791	0.1
12.58445	0.5202930360000001	0.1	12.58445	0.002642539	0.1	12.58445	0.47660295	0.1	12.58445	5.50783513e-07	0.1	12.58445	0.00011919495700000001	0.1
14.42847	0.47285219000000006	0.1	14.42847	0.002904106	0.1	14.42847	0.52377867	0.1	14.42847	6.05301798e-07	0.1	14.42847	0.000130993193	0.1
16.48841	0.424959822	0.1	16.48841	0.003168164	0.1	16.48841	0.5714034900000001	0.1	16.48841	6.60339098e-07	0.1	16.48841	0.000142903841	0.1
18.54834	0.38192369400000004	0.1	18.54834	0.003405445	0.1	18.54834	0.61419916	0.1	18.54834	7.09795566e-07	0.1	18.54834	0.000153606618	0.1
21.11632	0.3343311173	0.1	21.11632	0.003667849	0.1	21.11632	0.6615259400000001	0.1	21.11632	7.64488399e-07	0.1	21.11632	0.00016544273	0.1
23.6843	0.2926743563	0.1	23.6843	0.003897526	0.1	23.6843	0.70295004	0.1	23.6843	8.12359708e-07	0.1	23.6843	0.00017580253000000002	0.1
26.25228	0.2562119754	0.1	26.25228	0.004098563	0.1	26.25228	0.73920871	0.1	26.25228	8.54261841e-07	0.1	26.25228	0.00018487048099999999	0.1
28.82026	0.22429525069999998	0.1	28.82026	0.004274538	0.1	28.82026	0.7709470399999999	0.1	28.82026	8.90940184e-07	0.1	28.82026	0.000192808059	0.1
31.38824	0.1963567909	0.1	31.38824	0.004428578	0.1	31.38824	0.79872941	0.1	31.38824	9.230466970000001e-07	0.1	31.38824	0.000199756159	0.1
33.95622	0.1719001804	0.1	33.95622	0.004563421	0.1	33.95622	0.82304952	0.1	33.95622	9.51151885e-07	0.1	33.95622	0.00020583833900000002	0.1
36.52419	0.1504910837	0.1	36.52419	0.004681461	0.1	36.52419	0.84433903	0.1	36.52419	9.75754895e-07	0.1	36.52419	0.000211162715	0.1
39.09217	0.13174937770000003	0.1	39.09217	0.004784794	0.1	39.09217	0.8629759300000001	0.1	39.09217	9.97292656e-07	0.1	39.09217	0.000215823657	0.1
41.66015	0.1153425478	0.1	41.66015	0.004875254	0.1	41.66015	0.8792911200000001	0.1	41.66015	1.016147109e-06	0.1	41.66015	0.00021990399200000002	0.1
